,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
CDK1,167.0,890.0,312.0,654.0,545.0,254.0,153.0,123.0,796.0,780.0,935.0
CDK2,343.0,370.0,41.0,33.0,296.0,986.0,108.0,1000.0,57.0,847.0,126.0
CDK5,842.0,411.0,395.0,197.0,394.0,580.0,717.0,995.0,29.0,326.0,257.0
CDK7,839.0,60.0,415.0,8.0,544.0,980.0,713.0,899.0,409.0,431.0,74.0
CDK9,858.0,34.0,584.0,16.0,492.0,972.0,769.0,811.0,403.0,335.0,417.0
PKC,507.0,752.0,699.0,930.0,62.0,22.0,564.0,625.0,547.0,740.0,756.0
CDK4,19.0,208.0,853.0,994.0,445.0,207.0,943.0,222.0,926.0,114.0,561.0
LCK,632.0,536.0,214.0,246.0,440.0,618.0,92.0,979.0,76.0,759.0,325.0
FYN,554.0,623.0,80.0,847.0,660.0,31.0,204.0,447.0,330.0,883.0,813.0
BMX,430.0,593.0,654.0,302.0,9.0,881.0,97.0,999.0,184.0,500.0,187.0
PLK1,180.0,950.0,338.0,893.0,216.0,2.0,464.0,422.0,634.0,876.0,972.0
PLK2,104.0,961.0,513.0,961.0,14.0,18.0,133.0,857.0,227.0,900.0,968.0
PLK3,695.0,512.0,132.0,241.0,937.0,724.0,647.0,201.0,264.0,182.0,963.0
IGF1R,134.0,866.0,121.0,893.0,780.0,139.0,419.0,251.0,228.0,875.0,849.0
IR,125.0,162.0,145.0,834.0,706.0,508.0,428.0,793.0,282.0,982.0,437.0
ITK,617.0,654.0,173.0,926.0,383.0,209.0,14.0,430.0,347.0,944.0,529.0
RSK2,56.0,527.0,997.0,983.0,93.0,214.0,838.0,12.0,978.0,472.0,582.0
Dihydrofolate reductase (DHFR),615.0,564.0,577.0,595.0,457.0,405.0,979.0,22.0,906.0,628.0,453.0
MTOR,708.0,687.0,156.0,642.0,37.0,57.0,579.0,992.0,240.0,571.0,774.0
AKT1,320.0,989.0,637.0,805.0,98.0,27.0,185.0,264.0,945.0,555.0,775.0
AKT2,179.0,977.0,155.0,609.0,263.0,350.0,148.0,573.0,969.0,559.0,185.0
AKT3,166.0,192.0,611.0,175.0,223.0,999.0,232.0,998.0,25.0,697.0,82.0
HDAC1,46.0,334.0,570.0,700.0,702.0,177.0,623.0,324.0,972.0,631.0,843.0
HDAC3,766.0,567.0,253.0,767.0,832.0,100.0,654.0,84.0,133.0,816.0,478.0
IKK,680.0,479.0,920.0,630.0,286.0,218.0,753.0,258.0,612.0,511.0,475.0
PI3Kbeta,686.0,329.0,394.0,630.0,231.0,603.0,114.0,628.0,533.0,841.0,325.0
ERK5,199.0,300.0,98.0,680.0,949.0,828.0,228.0,407.0,369.0,294.0,475.0
BET,9.0,189.0,530.0,929.0,261.0,590.0,116.0,970.0,251.0,757.0,340.0
EIF2A,237.0,883.0,436.0,973.0,291.0,139.0,631.0,91.0,584.0,565.0,444.0
ERBB2,1.0,432.0,886.0,857.0,653.0,632.0,554.0,21.0,992.0,886.0,452.0
ROCK1,414.0,106.0,504.0,237.0,659.0,687.0,139.0,991.0,608.0,210.0,212.0
ROCK2,39.0,286.0,30.0,148.0,530.0,933.0,362.0,1000.0,167.0,569.0,350.0
Anthracycline,810.0,569.0,581.0,543.0,278.0,30.0,272.0,879.0,208.0,619.0,791.0
TOP2,912.0,475.0,396.0,145.0,436.0,46.0,552.0,929.0,205.0,528.0,769.0
Pyrimidine antimetabolite,813.0,390.0,583.0,528.0,415.0,36.0,821.0,794.0,368.0,461.0,619.0
DNA crosslinker,975.0,381.0,212.0,312.0,103.0,11.0,650.0,904.0,707.0,553.0,506.0
Microtubule destabiliser,714.0,299.0,563.0,303.0,123.0,189.0,459.0,985.0,242.0,697.0,488.0
SHP-1 (PTPN6),166.0,800.0,709.0,667.0,111.0,898.0,701.0,703.0,408.0,705.0,117.0
SHP-2 (PTPN11),15.0,800.0,791.0,458.0,745.0,981.0,635.0,69.0,731.0,596.0,79.0
AR,142.0,410.0,535.0,871.0,408.0,467.0,688.0,32.0,959.0,914.0,549.0
ARFGAP1,831.0,585.0,772.0,140.0,90.0,574.0,173.0,976.0,60.0,580.0,771.0
ATM,921.0,659.0,504.0,109.0,602.0,226.0,72.0,329.0,765.0,465.0,647.0
PPK,898.0,53.0,719.0,552.0,825.0,307.0,319.0,257.0,354.0,599.0,114.0
FLT1,976.0,74.0,859.0,426.0,591.0,171.0,298.0,54.0,897.0,504.0,364.0
c-FGR,709.0,30.0,950.0,656.0,933.0,414.0,351.0,13.0,729.0,275.0,130.0
GSK3A,328.0,657.0,34.0,439.0,463.0,668.0,208.0,803.0,945.0,128.0,708.0
GSK3B,29.0,501.0,94.0,818.0,129.0,858.0,55.0,930.0,951.0,355.0,469.0
PDGFRA,845.0,739.0,799.0,442.0,901.0,25.0,552.0,223.0,66.0,231.0,976.0
VEGFR2,159.0,339.0,123.0,567.0,135.0,951.0,18.0,981.0,704.0,878.0,415.0
FGFR1,796.0,224.0,550.0,104.0,451.0,510.0,238.0,518.0,562.0,646.0,359.0
TIE2,792.0,164.0,14.0,459.0,996.0,546.0,105.0,81.0,254.0,898.0,570.0
JNK2,42.0,868.0,780.0,988.0,948.0,18.0,554.0,0.0,939.0,332.0,819.0
JNK3,319.0,357.0,390.0,401.0,580.0,309.0,337.0,719.0,560.0,841.0,580.0
FAK,26.0,261.0,447.0,743.0,944.0,358.0,549.0,378.0,858.0,555.0,426.0
FAK2,205.0,165.0,523.0,353.0,822.0,465.0,467.0,661.0,793.0,647.0,302.0
BRD2,545.0,388.0,488.0,602.0,371.0,289.0,349.0,916.0,283.0,405.0,609.0
BRD3,894.0,75.0,550.0,270.0,524.0,227.0,400.0,916.0,285.0,515.0,431.0
BRD4,236.0,756.0,769.0,961.0,851.0,173.0,295.0,5.0,684.0,575.0,721.0
BRDT,451.0,701.0,546.0,480.0,357.0,223.0,312.0,770.0,249.0,946.0,574.0
HDAC2,625.0,472.0,834.0,726.0,383.0,91.0,586.0,856.0,381.0,323.0,532.0
HIF-PH,794.0,669.0,385.0,982.0,657.0,31.0,619.0,188.0,117.0,481.0,743.0
Farnesyl-transferase (FNTA),575.0,741.0,216.0,670.0,520.0,24.0,163.0,941.0,38.0,835.0,862.0
PDK1 (PDPK1),808.0,775.0,781.0,208.0,339.0,651.0,122.0,739.0,254.0,257.0,401.0
not defined,699.0,774.0,170.0,879.0,628.0,154.0,555.0,28.0,146.0,914.0,931.0
XIAP,373.0,974.0,256.0,972.0,356.0,7.0,349.0,322.0,108.0,800.0,989.0
PPARgamma,135.0,946.0,221.0,764.0,770.0,54.0,383.0,484.0,183.0,757.0,939.0
PPARdelta,417.0,934.0,308.0,801.0,431.0,19.0,305.0,803.0,163.0,664.0,984.0
Procaspase-3,10.0,455.0,798.0,998.0,840.0,71.0,684.0,21.0,920.0,313.0,844.0
Procaspase-7,144.0,725.0,516.0,993.0,578.0,10.0,521.0,111.0,771.0,562.0,881.0
PAK1,293.0,97.0,957.0,250.0,563.0,923.0,322.0,921.0,184.0,244.0,211.0
SGK2,824.0,236.0,781.0,471.0,478.0,128.0,648.0,749.0,42.0,884.0,921.0
SGK3,975.0,321.0,611.0,224.0,470.0,67.0,371.0,916.0,15.0,809.0,937.0
SYK,710.0,87.0,788.0,197.0,469.0,249.0,193.0,862.0,566.0,659.0,379.0
Antimetabolite (DNA & RNA),770.0,150.0,874.0,118.0,735.0,814.0,698.0,773.0,396.0,62.0,115.0
SERCA,169.0,778.0,247.0,856.0,505.0,13.0,598.0,668.0,533.0,686.0,892.0
BCL2,951.0,626.0,312.0,52.0,233.0,82.0,781.0,540.0,548.0,959.0,552.0
BCL-XL,753.0,575.0,403.0,94.0,510.0,204.0,573.0,246.0,586.0,774.0,564.0
BCL-W,898.0,898.0,46.0,134.0,496.0,71.0,625.0,715.0,198.0,806.0,842.0
MCL1,395.0,739.0,816.0,707.0,727.0,201.0,348.0,302.0,368.0,97.0,942.0
Retinioic X receptor (RXR) agonist,754.0,867.0,600.0,927.0,140.0,1.0,443.0,878.0,270.0,367.0,961.0
dsDNA break induction,370.0,321.0,985.0,566.0,265.0,396.0,577.0,724.0,497.0,117.0,755.0
BTK,641.0,690.0,305.0,84.0,341.0,982.0,78.0,995.0,8.0,245.0,247.0
HSP90,73.0,64.0,891.0,344.0,610.0,746.0,779.0,915.0,715.0,386.0,139.0
Biguanide agent,971.0,457.0,459.0,252.0,115.0,468.0,837.0,963.0,17.0,445.0,303.0
PDGFRB,173.0,183.0,258.0,944.0,282.0,327.0,733.0,284.0,969.0,321.0,788.0
IKK1,503.0,467.0,512.0,192.0,213.0,776.0,259.0,999.0,93.0,585.0,652.0
IKK2,386.0,69.0,369.0,45.0,954.0,998.0,501.0,257.0,602.0,460.0,78.0
Amyloid beta20,296.0,779.0,694.0,876.0,78.0,841.0,100.0,570.0,459.0,625.0,266.0
Amyloid beta40,659.0,663.0,324.0,573.0,254.0,797.0,567.0,798.0,218.0,324.0,59.0
JAK1,444.0,768.0,349.0,972.0,432.0,149.0,875.0,17.0,964.0,346.0,775.0
JAK2,865.0,98.0,762.0,27.0,29.0,992.0,145.0,999.0,217.0,509.0,7.0
JNK1,620.0,828.0,74.0,689.0,259.0,183.0,200.0,973.0,106.0,717.0,761.0
KSP,882.0,63.0,789.0,49.0,26.0,859.0,349.0,997.0,72.0,772.0,457.0
CDK6,157.0,56.0,988.0,303.0,387.0,866.0,953.0,860.0,748.0,66.0,207.0
p38alpha,216.0,223.0,644.0,35.0,642.0,991.0,105.0,600.0,425.0,952.0,98.0
p38beta,958.0,272.0,958.0,74.0,147.0,978.0,261.0,825.0,48.0,733.0,252.0
PI3K (class 1),258.0,636.0,474.0,277.0,405.0,901.0,66.0,744.0,477.0,829.0,167.0
PI3Kgamma,317.0,907.0,82.0,83.0,503.0,848.0,198.0,964.0,118.0,641.0,524.0
PKCB,10.0,301.0,83.0,751.0,640.0,715.0,256.0,734.0,967.0,792.0,566.0
RSK,130.0,693.0,32.0,718.0,948.0,896.0,399.0,406.0,470.0,418.0,382.0
PI3Kdelta,727.0,345.0,461.0,261.0,287.0,938.0,53.0,745.0,219.0,715.0,338.0
G9a and GLP methyltransferases,280.0,464.0,420.0,891.0,760.0,320.0,974.0,655.0,368.0,24.0,569.0
FLT4,206.0,654.0,102.0,957.0,606.0,92.0,854.0,624.0,370.0,836.0,813.0
AXL,815.0,307.0,227.0,367.0,907.0,472.0,460.0,50.0,624.0,332.0,335.0
NTRK2,703.0,290.0,898.0,110.0,42.0,893.0,798.0,938.0,502.0,370.0,55.0
IRAK1,90.0,483.0,21.0,161.0,558.0,975.0,680.0,876.0,279.0,743.0,524.0
LTK,758.0,531.0,503.0,555.0,902.0,498.0,374.0,415.0,300.0,279.0,308.0
Autophagy inducer,882.0,573.0,135.0,309.0,614.0,697.0,396.0,232.0,815.0,233.0,85.0
TAK1,158.0,674.0,935.0,478.0,446.0,825.0,245.0,288.0,738.0,147.0,795.0
MAP4K2,404.0,314.0,331.0,791.0,978.0,661.0,770.0,1.0,893.0,172.0,525.0
TAK,688.0,258.0,661.0,353.0,982.0,872.0,697.0,0.0,660.0,164.0,392.0
ERK2,177.0,548.0,200.0,426.0,994.0,934.0,886.0,13.0,113.0,417.0,610.0
ERK1,251.0,301.0,303.0,440.0,569.0,954.0,276.0,347.0,593.0,864.0,233.0
HDAC6,565.0,221.0,543.0,20.0,475.0,996.0,216.0,873.0,812.0,387.0,63.0
HDAC8,591.0,655.0,431.0,435.0,856.0,681.0,741.0,106.0,451.0,404.0,29.0
Endothelin-1 receptor (EDNRA),441.0,634.0,176.0,760.0,826.0,864.0,799.0,68.0,625.0,258.0,583.0
BIRC5,1.0,654.0,368.0,704.0,470.0,783.0,112.0,539.0,961.0,725.0,845.0
MDM4,102.0,580.0,450.0,501.0,942.0,904.0,170.0,51.0,944.0,271.0,284.0
HDAC,163.0,828.0,217.0,999.0,115.0,278.0,551.0,537.0,222.0,622.0,682.0
RAR,723.0,428.0,332.0,993.0,174.0,358.0,777.0,292.0,342.0,282.0,392.0
HDAC1-10,785.0,437.0,148.0,343.0,684.0,153.0,615.0,656.0,656.0,166.0,929.0
VEGFR1,199.0,460.0,785.0,770.0,52.0,831.0,656.0,434.0,967.0,393.0,168.0
VEGFR3,104.0,402.0,923.0,785.0,214.0,514.0,724.0,377.0,794.0,110.0,600.0
MEK5,365.0,665.0,183.0,692.0,999.0,806.0,394.0,0.0,754.0,265.0,790.0
MTORC2,985.0,350.0,909.0,27.0,355.0,976.0,680.0,910.0,109.0,105.0,37.0
Angiopoietin-1 receptor,737.0,734.0,730.0,942.0,868.0,356.0,817.0,0.0,507.0,59.0,708.0
JAK3,312.0,369.0,382.0,186.0,762.0,978.0,378.0,208.0,721.0,710.0,71.0
IKKB,660.0,90.0,371.0,267.0,975.0,980.0,781.0,12.0,817.0,79.0,325.0
MAP3K8,219.0,695.0,327.0,790.0,988.0,337.0,517.0,0.0,950.0,122.0,905.0
MPS1,412.0,460.0,123.0,652.0,985.0,344.0,786.0,56.0,512.0,389.0,643.0
EPHB4,115.0,729.0,446.0,319.0,771.0,808.0,529.0,272.0,322.0,702.0,665.0
RNA Polymerase 1,961.0,264.0,713.0,165.0,660.0,638.0,676.0,635.0,201.0,85.0,78.0
PI3Kalpha,924.0,78.0,597.0,2.0,398.0,973.0,65.0,995.0,31.0,393.0,327.0
DAPK3,825.0,59.0,656.0,14.0,280.0,980.0,186.0,975.0,167.0,370.0,250.0
CLK4,853.0,41.0,845.0,6.0,140.0,988.0,75.0,998.0,132.0,361.0,274.0
PIM3,975.0,15.0,518.0,5.0,437.0,996.0,286.0,948.0,74.0,565.0,63.0
HIPK2,917.0,93.0,662.0,11.0,293.0,971.0,116.0,959.0,204.0,383.0,300.0
ALK5,936.0,572.0,553.0,267.0,945.0,562.0,935.0,13.0,181.0,198.0,561.0
TNKS1,189.0,993.0,124.0,588.0,885.0,290.0,26.0,68.0,650.0,769.0,429.0
TNKS2,140.0,966.0,388.0,784.0,488.0,304.0,42.0,114.0,889.0,712.0,403.0
ROCK,895.0,23.0,289.0,14.0,890.0,889.0,608.0,988.0,325.0,139.0,119.0
PYKFYVE,514.0,889.0,42.0,513.0,924.0,629.0,361.0,14.0,598.0,647.0,514.0
DDR1,410.0,415.0,624.0,15.0,753.0,995.0,127.0,993.0,184.0,253.0,90.0
RIPK1,978.0,250.0,860.0,233.0,422.0,551.0,434.0,838.0,37.0,392.0,722.0
CAMK2,1000.0,436.0,223.0,15.0,299.0,837.0,264.0,983.0,71.0,203.0,94.0
LXR,871.0,152.0,924.0,71.0,164.0,939.0,316.0,482.0,545.0,565.0,36.0
FXR,703.0,177.0,927.0,46.0,203.0,997.0,217.0,727.0,414.0,704.0,119.0
SIRT1,899.0,720.0,563.0,424.0,106.0,711.0,424.0,961.0,71.0,265.0,293.0
AMPK agonist,915.0,355.0,144.0,701.0,676.0,479.0,700.0,371.0,592.0,116.0,104.0
TOP1,847.0,740.0,870.0,397.0,38.0,96.0,358.0,700.0,522.0,468.0,880.0
Antimetabolite,531.0,141.0,540.0,311.0,547.0,384.0,813.0,441.0,967.0,86.0,223.0
Retinoic acid,732.0,797.0,125.0,630.0,329.0,198.0,389.0,295.0,502.0,952.0,237.0
HDAC inhibitor Class I,722.0,287.0,981.0,61.0,330.0,185.0,872.0,734.0,415.0,512.0,504.0
IIa,897.0,556.0,860.0,29.0,228.0,189.0,773.0,662.0,653.0,628.0,516.0
IIb,947.0,577.0,983.0,138.0,92.0,12.0,757.0,422.0,693.0,606.0,553.0
IV,974.0,193.0,980.0,14.0,645.0,378.0,738.0,121.0,479.0,439.0,281.0
MEK1,1.0,956.0,877.0,882.0,491.0,646.0,906.0,258.0,626.0,123.0,543.0
MEK2,1.0,982.0,758.0,977.0,586.0,332.0,949.0,99.0,747.0,331.0,757.0
PARP1,987.0,289.0,280.0,6.0,67.0,899.0,256.0,907.0,794.0,273.0,95.0
PARP2,1000.0,296.0,510.0,3.0,8.0,545.0,147.0,988.0,427.0,528.0,352.0
TEC,87.0,213.0,995.0,730.0,232.0,764.0,894.0,128.0,965.0,202.0,111.0
CRBN,990.0,191.0,574.0,72.0,496.0,900.0,574.0,879.0,253.0,258.0,72.0
CHEK1,626.0,541.0,858.0,932.0,184.0,11.0,932.0,88.0,916.0,186.0,784.0
CHEK2,272.0,822.0,308.0,892.0,454.0,57.0,467.0,47.0,941.0,369.0,910.0
NTRK1,297.0,754.0,404.0,962.0,740.0,83.0,667.0,1.0,986.0,186.0,668.0
NTRK3,809.0,208.0,978.0,338.0,115.0,271.0,641.0,771.0,688.0,458.0,106.0
p38,939.0,543.0,360.0,32.0,467.0,592.0,446.0,409.0,896.0,309.0,137.0
TBK1,486.0,142.0,971.0,487.0,93.0,425.0,820.0,690.0,925.0,249.0,138.0
DNAPK,494.0,491.0,834.0,529.0,306.0,214.0,434.0,525.0,905.0,433.0,401.0
PIM1,243.0,958.0,11.0,768.0,687.0,380.0,576.0,423.0,602.0,634.0,305.0
JNK,323.0,214.0,706.0,646.0,427.0,674.0,552.0,244.0,989.0,101.0,162.0
WEE1,635.0,418.0,987.0,668.0,202.0,215.0,875.0,267.0,577.0,253.0,148.0
MDM2,988.0,282.0,884.0,222.0,91.0,705.0,344.0,883.0,204.0,300.0,3.0
FGFR3,1000.0,196.0,767.0,15.0,37.0,950.0,447.0,971.0,444.0,357.0,101.0
PI3K (Class 1),367.0,441.0,881.0,827.0,351.0,124.0,836.0,313.0,791.0,354.0,591.0
PPM1D,921.0,291.0,343.0,191.0,319.0,980.0,132.0,827.0,105.0,621.0,35.0
RAC1,999.0,56.0,533.0,91.0,656.0,558.0,840.0,397.0,93.0,776.0,8.0
RAC2,1000.0,293.0,601.0,87.0,122.0,232.0,736.0,542.0,40.0,732.0,35.0
RAC3,1000.0,70.0,703.0,24.0,164.0,393.0,718.0,653.0,69.0,871.0,18.0
S6K1,898.0,146.0,784.0,121.0,270.0,799.0,792.0,806.0,315.0,362.0,64.0
LOK,0.0,724.0,779.0,986.0,102.0,119.0,124.0,843.0,808.0,898.0,672.0
TRCB,189.0,862.0,162.0,845.0,63.0,37.0,182.0,912.0,320.0,977.0,786.0
ABL(T315I),26.0,223.0,559.0,928.0,199.0,229.0,303.0,971.0,641.0,953.0,319.0
ADCK4,246.0,972.0,140.0,961.0,655.0,29.0,662.0,648.0,59.0,392.0,994.0
BRSK2,317.0,306.0,380.0,94.0,481.0,935.0,698.0,727.0,522.0,521.0,43.0
MARK4,93.0,727.0,884.0,908.0,533.0,483.0,855.0,48.0,968.0,352.0,676.0
PRKCD,388.0,183.0,831.0,458.0,746.0,732.0,971.0,2.0,997.0,63.0,69.0
SPRK1,6.0,293.0,737.0,995.0,609.0,182.0,749.0,22.0,991.0,265.0,267.0
MAPK7,233.0,718.0,613.0,995.0,632.0,259.0,520.0,5.0,844.0,375.0,778.0
ATR,123.0,846.0,30.0,874.0,626.0,603.0,72.0,632.0,295.0,725.0,679.0
ALK4,867.0,870.0,475.0,475.0,276.0,131.0,470.0,972.0,9.0,495.0,798.0
ESR1,592.0,553.0,533.0,942.0,293.0,76.0,720.0,119.0,632.0,855.0,601.0
EGLN1,544.0,704.0,45.0,898.0,871.0,33.0,946.0,10.0,836.0,407.0,863.0
RNA helicase A,777.0,568.0,767.0,764.0,53.0,264.0,482.0,755.0,485.0,383.0,742.0
Induces reactive oxygen species,589.0,896.0,539.0,882.0,189.0,241.0,197.0,135.0,778.0,564.0,892.0
NAMPT,828.0,78.0,595.0,61.0,493.0,748.0,818.0,858.0,380.0,459.0,233.0
TRAIL receptor agonist,541.0,495.0,669.0,864.0,877.0,98.0,551.0,3.0,861.0,485.0,970.0
L3MBTL3,40.0,623.0,138.0,578.0,970.0,713.0,443.0,26.0,901.0,475.0,839.0
DOT1L,496.0,511.0,568.0,696.0,146.0,647.0,545.0,103.0,858.0,590.0,657.0
DNA alkylating agent,244.0,791.0,199.0,412.0,720.0,314.0,644.0,494.0,827.0,693.0,701.0
NAE,578.0,856.0,814.0,407.0,54.0,510.0,897.0,960.0,114.0,209.0,552.0
