,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Ephrins,533.0,334.0,88.0,554.0,621.0,943.0,334.0,233.0,897.0,925.0,218.0
BCR-ABL,337.0,478.0,632.0,676.0,86.0,747.0,347.0,652.0,859.0,246.0,792.0
CDK1,253.0,868.0,704.0,405.0,352.0,279.0,727.0,693.0,172.0,362.0,331.0
CDK2,587.0,959.0,681.0,679.0,243.0,139.0,420.0,321.0,624.0,14.0,334.0
CDK5,827.0,40.0,423.0,478.0,652.0,620.0,601.0,276.0,724.0,921.0,140.0
CDK7,890.0,238.0,855.0,145.0,640.0,47.0,885.0,151.0,282.0,729.0,133.0
CDK9,299.0,691.0,488.0,597.0,409.0,100.0,702.0,780.0,185.0,296.0,677.0
PKC,527.0,387.0,215.0,264.0,421.0,874.0,293.0,682.0,811.0,777.0,474.0
CDK4,448.0,851.0,810.0,935.0,801.0,413.0,315.0,7.0,564.0,83.0,498.0
LCK,668.0,693.0,65.0,58.0,111.0,921.0,197.0,950.0,962.0,487.0,378.0
FYN,699.0,22.0,177.0,660.0,650.0,978.0,95.0,366.0,960.0,726.0,697.0
BMX,368.0,924.0,72.0,792.0,602.0,622.0,282.0,605.0,512.0,25.0,698.0
PLK1,518.0,542.0,158.0,411.0,646.0,834.0,433.0,266.0,733.0,865.0,214.0
PLK2,492.0,928.0,90.0,457.0,632.0,789.0,318.0,258.0,912.0,192.0,256.0
PLK3,485.0,720.0,617.0,134.0,235.0,22.0,882.0,907.0,110.0,635.0,565.0
IGF1R,972.0,343.0,600.0,5.0,1.0,18.0,648.0,997.0,555.0,612.0,708.0
IR,930.0,401.0,32.0,316.0,650.0,763.0,83.0,185.0,962.0,798.0,471.0
ITK,678.0,671.0,46.0,465.0,459.0,992.0,96.0,547.0,983.0,299.0,333.0
RSK2,211.0,732.0,724.0,778.0,732.0,867.0,374.0,66.0,939.0,169.0,525.0
Dihydrofolate reductase (DHFR),594.0,621.0,842.0,741.0,244.0,693.0,284.0,625.0,761.0,36.0,726.0
MTOR,327.0,508.0,186.0,725.0,943.0,915.0,255.0,47.0,593.0,905.0,255.0
AKT1,494.0,983.0,459.0,866.0,997.0,703.0,152.0,4.0,465.0,190.0,292.0
AKT2,245.0,980.0,555.0,945.0,995.0,727.0,187.0,3.0,312.0,313.0,379.0
AKT3,175.0,752.0,813.0,972.0,681.0,92.0,381.0,131.0,376.0,25.0,814.0
HDAC1,420.0,328.0,348.0,217.0,932.0,602.0,462.0,447.0,86.0,992.0,437.0
HDAC3,319.0,888.0,309.0,944.0,771.0,966.0,61.0,74.0,924.0,31.0,730.0
IKK,477.0,587.0,621.0,526.0,72.0,624.0,458.0,885.0,883.0,63.0,642.0
PI3Kbeta,299.0,510.0,496.0,967.0,960.0,844.0,107.0,20.0,890.0,130.0,906.0
ERK5,322.0,403.0,425.0,911.0,923.0,372.0,488.0,176.0,119.0,480.0,575.0
BET,464.0,285.0,39.0,825.0,867.0,952.0,74.0,91.0,838.0,887.0,220.0
EIF2A,560.0,626.0,601.0,447.0,749.0,165.0,762.0,352.0,376.0,102.0,376.0
ERBB2,198.0,921.0,112.0,37.0,517.0,927.0,196.0,968.0,654.0,280.0,556.0
ROCK1,358.0,199.0,212.0,845.0,835.0,988.0,57.0,108.0,886.0,770.0,590.0
ROCK2,983.0,127.0,807.0,184.0,12.0,139.0,417.0,845.0,865.0,203.0,838.0
Anthracycline,663.0,231.0,156.0,593.0,920.0,548.0,658.0,113.0,336.0,926.0,83.0
TOP2,423.0,378.0,222.0,940.0,965.0,805.0,385.0,34.0,331.0,811.0,228.0
Pyrimidine antimetabolite,399.0,260.0,252.0,786.0,888.0,757.0,533.0,89.0,450.0,940.0,140.0
DNA crosslinker,707.0,169.0,312.0,731.0,901.0,762.0,487.0,44.0,612.0,882.0,114.0
Microtubule destabiliser,470.0,334.0,272.0,369.0,627.0,708.0,508.0,504.0,524.0,877.0,421.0
SHP-1 (PTPN6),56.0,917.0,857.0,937.0,956.0,772.0,359.0,104.0,100.0,51.0,831.0
SHP-2 (PTPN11),107.0,569.0,825.0,499.0,869.0,756.0,421.0,463.0,131.0,341.0,827.0
AR,718.0,278.0,767.0,110.0,0.0,436.0,650.0,999.0,876.0,198.0,695.0
ARFGAP1,84.0,897.0,191.0,478.0,889.0,849.0,344.0,653.0,507.0,295.0,659.0
ATM,290.0,359.0,949.0,416.0,25.0,242.0,659.0,973.0,268.0,341.0,915.0
PPK,476.0,206.0,850.0,960.0,998.0,249.0,452.0,2.0,215.0,653.0,492.0
FLT1,294.0,302.0,481.0,980.0,1000.0,746.0,392.0,1.0,172.0,454.0,411.0
c-FGR,655.0,162.0,761.0,802.0,974.0,373.0,421.0,43.0,313.0,606.0,583.0
GSK3A,571.0,236.0,802.0,732.0,582.0,765.0,465.0,28.0,860.0,289.0,922.0
GSK3B,287.0,437.0,627.0,667.0,638.0,973.0,192.0,167.0,744.0,382.0,930.0
PDGFRA,638.0,969.0,461.0,474.0,996.0,921.0,31.0,28.0,427.0,384.0,323.0
VEGFR2,873.0,501.0,710.0,615.0,819.0,411.0,419.0,39.0,535.0,168.0,283.0
FGFR1,619.0,695.0,800.0,840.0,743.0,300.0,205.0,37.0,513.0,100.0,390.0
TIE2,796.0,330.0,679.0,582.0,1000.0,299.0,501.0,10.0,81.0,648.0,565.0
JNK2,978.0,18.0,858.0,201.0,80.0,679.0,493.0,291.0,895.0,810.0,552.0
JNK3,745.0,441.0,347.0,503.0,255.0,401.0,757.0,304.0,720.0,526.0,203.0
FAK,375.0,557.0,236.0,929.0,935.0,755.0,278.0,87.0,741.0,437.0,743.0
FAK2,370.0,609.0,123.0,941.0,816.0,885.0,153.0,76.0,892.0,299.0,663.0
BRD2,200.0,464.0,723.0,926.0,999.0,734.0,196.0,10.0,332.0,373.0,604.0
BRD3,52.0,888.0,467.0,752.0,914.0,948.0,92.0,521.0,285.0,548.0,516.0
BRD4,124.0,832.0,808.0,995.0,1000.0,981.0,11.0,5.0,678.0,145.0,813.0
BRDT,309.0,879.0,300.0,775.0,580.0,865.0,158.0,295.0,813.0,397.0,247.0
HDAC2,47.0,906.0,255.0,992.0,1000.0,904.0,121.0,0.0,244.0,622.0,335.0
HIF-PH,97.0,692.0,363.0,902.0,970.0,759.0,246.0,191.0,356.0,346.0,682.0
Farnesyl-transferase (FNTA),372.0,797.0,158.0,831.0,992.0,966.0,53.0,17.0,614.0,751.0,394.0
PDK1 (PDPK1),828.0,632.0,557.0,284.0,872.0,125.0,667.0,259.0,46.0,647.0,177.0
not defined,575.0,438.0,752.0,818.0,989.0,239.0,491.0,15.0,271.0,255.0,527.0
XIAP,375.0,777.0,328.0,826.0,598.0,738.0,142.0,178.0,785.0,495.0,714.0
PPARgamma,264.0,981.0,67.0,383.0,273.0,741.0,568.0,759.0,880.0,149.0,213.0
PPARdelta,196.0,997.0,59.0,433.0,628.0,794.0,447.0,386.0,759.0,148.0,160.0
Procaspase-3,957.0,173.0,970.0,109.0,11.0,57.0,635.0,821.0,720.0,362.0,851.0
Procaspase-7,997.0,140.0,898.0,38.0,0.0,113.0,351.0,832.0,968.0,478.0,861.0
PAK1,454.0,302.0,789.0,273.0,65.0,524.0,405.0,968.0,656.0,505.0,819.0
SGK2,520.0,665.0,131.0,834.0,988.0,622.0,365.0,21.0,267.0,762.0,165.0
SGK3,446.0,630.0,242.0,900.0,985.0,476.0,431.0,57.0,189.0,638.0,281.0
SYK,916.0,21.0,594.0,407.0,22.0,697.0,590.0,554.0,940.0,733.0,339.0
Antimetabolite (DNA & RNA),445.0,654.0,805.0,722.0,912.0,136.0,676.0,363.0,51.0,315.0,407.0
SERCA,611.0,152.0,322.0,319.0,419.0,620.0,649.0,353.0,631.0,957.0,218.0
BCL2,560.0,945.0,544.0,418.0,137.0,692.0,52.0,949.0,533.0,99.0,770.0
BCL-XL,472.0,980.0,692.0,625.0,196.0,772.0,28.0,872.0,564.0,114.0,719.0
BCL-W,71.0,987.0,572.0,891.0,913.0,794.0,91.0,676.0,123.0,100.0,423.0
MCL1,668.0,62.0,226.0,265.0,419.0,647.0,692.0,330.0,723.0,970.0,418.0
Retinioic X receptor (RXR) agonist,477.0,911.0,115.0,759.0,958.0,849.0,86.0,25.0,744.0,529.0,424.0
dsDNA break induction,594.0,352.0,271.0,873.0,857.0,592.0,649.0,35.0,519.0,674.0,113.0
BTK,623.0,984.0,631.0,208.0,424.0,230.0,241.0,859.0,116.0,122.0,739.0
HSP90,221.0,490.0,308.0,680.0,901.0,811.0,437.0,227.0,645.0,636.0,358.0
Biguanide agent,118.0,934.0,837.0,927.0,745.0,303.0,525.0,205.0,368.0,39.0,741.0
PDGFRB,631.0,829.0,359.0,869.0,982.0,632.0,288.0,36.0,376.0,134.0,224.0
IKK1,740.0,739.0,568.0,865.0,968.0,51.0,337.0,26.0,359.0,57.0,483.0
IKK2,558.0,359.0,826.0,435.0,516.0,17.0,851.0,725.0,94.0,458.0,720.0
Amyloid beta20,199.0,643.0,538.0,311.0,8.0,469.0,658.0,998.0,680.0,203.0,699.0
Amyloid beta40,115.0,801.0,459.0,640.0,181.0,707.0,258.0,953.0,764.0,53.0,757.0
JAK1,670.0,634.0,559.0,180.0,22.0,522.0,557.0,984.0,676.0,68.0,526.0
JAK2,621.0,34.0,803.0,280.0,160.0,322.0,508.0,612.0,893.0,900.0,867.0
JNK1,917.0,201.0,265.0,21.0,16.0,92.0,957.0,698.0,832.0,941.0,193.0
KSP,686.0,28.0,664.0,59.0,20.0,86.0,904.0,967.0,302.0,986.0,747.0
CDK6,746.0,642.0,803.0,256.0,308.0,138.0,873.0,321.0,373.0,415.0,313.0
p38alpha,886.0,179.0,915.0,160.0,129.0,8.0,959.0,386.0,371.0,262.0,682.0
p38beta,854.0,156.0,830.0,158.0,44.0,49.0,859.0,748.0,331.0,427.0,749.0
PI3K (class 1),214.0,890.0,616.0,632.0,959.0,426.0,193.0,243.0,120.0,217.0,910.0
PI3Kgamma,462.0,458.0,828.0,763.0,924.0,48.0,804.0,151.0,61.0,436.0,533.0
PKCB,850.0,100.0,879.0,821.0,972.0,394.0,346.0,6.0,382.0,666.0,674.0
RSK,608.0,594.0,659.0,205.0,20.0,337.0,516.0,964.0,749.0,160.0,716.0
PI3Kdelta,147.0,944.0,844.0,923.0,922.0,386.0,283.0,235.0,168.0,36.0,692.0
G9a and GLP methyltransferases,891.0,352.0,906.0,282.0,117.0,19.0,824.0,493.0,492.0,187.0,548.0
FLT4,372.0,386.0,156.0,753.0,981.0,685.0,272.0,106.0,136.0,681.0,762.0
AXL,55.0,499.0,143.0,618.0,986.0,949.0,325.0,331.0,58.0,907.0,605.0
NTRK2,438.0,509.0,775.0,232.0,637.0,53.0,887.0,572.0,84.0,559.0,668.0
IRAK1,736.0,680.0,829.0,96.0,77.0,7.0,949.0,911.0,207.0,241.0,496.0
LTK,584.0,491.0,772.0,301.0,70.0,280.0,495.0,954.0,506.0,153.0,855.0
Autophagy inducer,271.0,722.0,836.0,644.0,144.0,356.0,616.0,849.0,490.0,91.0,781.0
TAK1,119.0,135.0,197.0,899.0,995.0,994.0,93.0,175.0,381.0,903.0,501.0
MAP4K2,159.0,858.0,682.0,911.0,995.0,290.0,696.0,100.0,25.0,121.0,421.0
TAK,329.0,523.0,751.0,921.0,994.0,512.0,350.0,75.0,41.0,294.0,588.0
ERK2,44.0,802.0,475.0,632.0,657.0,470.0,473.0,972.0,85.0,402.0,766.0
ERK1,834.0,192.0,775.0,245.0,9.0,73.0,890.0,953.0,539.0,240.0,643.0
HDAC6,428.0,221.0,915.0,326.0,311.0,275.0,743.0,875.0,63.0,479.0,862.0
HDAC8,414.0,838.0,570.0,614.0,434.0,528.0,429.0,786.0,326.0,32.0,795.0
Endothelin-1 receptor (EDNRA),425.0,586.0,664.0,372.0,77.0,464.0,569.0,888.0,653.0,168.0,741.0
BIRC5,626.0,641.0,292.0,87.0,735.0,215.0,803.0,512.0,232.0,927.0,85.0
MDM4,132.0,913.0,521.0,117.0,748.0,194.0,909.0,790.0,34.0,806.0,86.0
HDAC,766.0,350.0,805.0,305.0,6.0,176.0,758.0,963.0,870.0,175.0,665.0
RAR,683.0,235.0,688.0,207.0,13.0,175.0,600.0,964.0,643.0,512.0,723.0
HDAC1-10,481.0,190.0,353.0,226.0,811.0,252.0,814.0,542.0,80.0,971.0,276.0
VEGFR1,877.0,543.0,660.0,609.0,434.0,232.0,678.0,596.0,606.0,24.0,300.0
VEGFR3,512.0,588.0,549.0,473.0,199.0,572.0,468.0,848.0,687.0,200.0,310.0
MEK5,263.0,645.0,769.0,829.0,932.0,202.0,681.0,445.0,68.0,120.0,705.0
MTORC2,406.0,828.0,814.0,463.0,619.0,58.0,745.0,727.0,75.0,198.0,687.0
Angiopoietin-1 receptor,304.0,478.0,920.0,836.0,464.0,258.0,523.0,586.0,213.0,180.0,880.0
JAK3,463.0,498.0,649.0,425.0,144.0,426.0,406.0,947.0,346.0,259.0,809.0
IKKB,369.0,532.0,785.0,496.0,446.0,196.0,728.0,796.0,134.0,182.0,720.0
MAP3K8,652.0,576.0,796.0,125.0,249.0,208.0,622.0,942.0,146.0,630.0,362.0
MPS1,560.0,501.0,824.0,200.0,293.0,36.0,844.0,884.0,96.0,484.0,625.0
EPHB4,135.0,910.0,435.0,972.0,999.0,741.0,174.0,53.0,53.0,215.0,363.0
RNA Polymerase 1,318.0,564.0,595.0,752.0,975.0,190.0,774.0,282.0,24.0,510.0,510.0
PI3Kalpha,9.0,972.0,276.0,945.0,1000.0,975.0,20.0,22.0,117.0,644.0,492.0
DAPK3,175.0,922.0,383.0,810.0,1000.0,732.0,220.0,11.0,59.0,814.0,447.0
CLK4,23.0,952.0,417.0,959.0,1000.0,845.0,98.0,4.0,43.0,746.0,517.0
PIM3,55.0,940.0,721.0,650.0,997.0,281.0,561.0,22.0,36.0,769.0,441.0
HIPK2,69.0,938.0,535.0,967.0,998.0,508.0,276.0,8.0,45.0,572.0,574.0
ALK5,667.0,128.0,943.0,428.0,183.0,39.0,979.0,639.0,303.0,365.0,381.0
TNKS1,542.0,844.0,608.0,628.0,997.0,517.0,612.0,16.0,121.0,662.0,146.0
TNKS2,183.0,744.0,277.0,852.0,983.0,800.0,421.0,88.0,130.0,740.0,99.0
ROCK,624.0,366.0,734.0,606.0,323.0,117.0,734.0,714.0,317.0,302.0,557.0
PYKFYVE,129.0,679.0,528.0,873.0,891.0,309.0,653.0,547.0,18.0,450.0,448.0
DDR1,572.0,497.0,911.0,525.0,369.0,42.0,668.0,745.0,261.0,139.0,736.0
RIPK1,455.0,683.0,832.0,137.0,35.0,70.0,727.0,987.0,245.0,495.0,645.0
CAMK2,841.0,409.0,883.0,451.0,99.0,40.0,745.0,473.0,542.0,182.0,634.0
LXR,253.0,327.0,828.0,584.0,76.0,222.0,740.0,709.0,601.0,327.0,870.0
FXR,234.0,662.0,695.0,373.0,208.0,602.0,595.0,588.0,679.0,444.0,777.0
SIRT1,497.0,771.0,650.0,302.0,56.0,434.0,516.0,921.0,659.0,100.0,687.0
AMPK agonist,436.0,572.0,584.0,571.0,164.0,729.0,466.0,731.0,807.0,86.0,724.0
TOP1,527.0,141.0,221.0,413.0,444.0,673.0,688.0,463.0,565.0,942.0,214.0
Antimetabolite,959.0,56.0,555.0,4.0,13.0,140.0,831.0,937.0,772.0,974.0,447.0
Retinoic acid,730.0,511.0,913.0,99.0,55.0,299.0,348.0,942.0,503.0,264.0,825.0
HDAC inhibitor Class I,629.0,948.0,810.0,107.0,176.0,95.0,492.0,943.0,378.0,239.0,656.0
IIa,172.0,594.0,751.0,314.0,371.0,212.0,538.0,819.0,441.0,485.0,719.0
IIb,544.0,939.0,337.0,25.0,279.0,605.0,394.0,911.0,721.0,432.0,366.0
IV,584.0,886.0,487.0,26.0,38.0,342.0,492.0,960.0,743.0,638.0,340.0
MEK1,16.0,845.0,96.0,843.0,988.0,1000.0,19.0,664.0,424.0,818.0,752.0
MEK2,18.0,705.0,79.0,902.0,997.0,997.0,10.0,566.0,428.0,762.0,718.0
PARP1,675.0,39.0,604.0,222.0,1.0,53.0,994.0,870.0,656.0,880.0,190.0
PARP2,429.0,205.0,356.0,411.0,1.0,546.0,827.0,884.0,917.0,527.0,255.0
TEC,232.0,278.0,298.0,332.0,899.0,686.0,535.0,472.0,21.0,965.0,557.0
CRBN,425.0,527.0,500.0,198.0,40.0,613.0,474.0,950.0,715.0,341.0,780.0
CHEK1,653.0,318.0,687.0,203.0,207.0,350.0,661.0,361.0,424.0,973.0,95.0
CHEK2,737.0,411.0,782.0,334.0,522.0,76.0,688.0,178.0,369.0,875.0,223.0
NTRK1,219.0,230.0,99.0,351.0,986.0,736.0,704.0,75.0,623.0,880.0,531.0
NTRK3,481.0,176.0,228.0,698.0,890.0,887.0,444.0,69.0,663.0,865.0,381.0
p38,566.0,661.0,901.0,271.0,364.0,827.0,98.0,274.0,891.0,229.0,772.0
TBK1,163.0,321.0,878.0,911.0,593.0,817.0,225.0,190.0,598.0,347.0,918.0
DNAPK,387.0,925.0,359.0,829.0,475.0,882.0,49.0,543.0,716.0,124.0,505.0
PIM1,869.0,105.0,793.0,30.0,4.0,113.0,906.0,994.0,628.0,696.0,662.0
JNK,335.0,591.0,487.0,279.0,104.0,432.0,501.0,897.0,691.0,200.0,851.0
WEE1,640.0,219.0,728.0,284.0,89.0,888.0,345.0,776.0,701.0,484.0,746.0
MDM2,839.0,881.0,176.0,550.0,724.0,967.0,164.0,283.0,856.0,182.0,12.0
FGFR3,730.0,950.0,736.0,324.0,4.0,279.0,385.0,997.0,746.0,27.0,544.0
PI3K (Class 1),659.0,603.0,80.0,582.0,741.0,980.0,107.0,390.0,820.0,615.0,219.0
PPM1D,332.0,654.0,850.0,391.0,38.0,320.0,639.0,874.0,829.0,101.0,860.0
RAC1,667.0,776.0,758.0,317.0,2.0,195.0,733.0,977.0,892.0,22.0,658.0
RAC2,492.0,597.0,909.0,529.0,4.0,128.0,796.0,942.0,867.0,37.0,782.0
RAC3,826.0,410.0,724.0,344.0,1.0,174.0,630.0,988.0,834.0,100.0,717.0
S6K1,317.0,701.0,624.0,778.0,202.0,901.0,194.0,693.0,878.0,136.0,351.0
LOK,639.0,162.0,632.0,515.0,705.0,464.0,507.0,188.0,363.0,933.0,508.0
TRCB,571.0,196.0,343.0,231.0,358.0,290.0,727.0,423.0,522.0,980.0,267.0
ABL(T315I),712.0,104.0,237.0,141.0,279.0,173.0,777.0,816.0,392.0,952.0,611.0
ADCK4,790.0,150.0,828.0,144.0,219.0,12.0,810.0,914.0,99.0,793.0,744.0
BRSK2,559.0,829.0,833.0,721.0,754.0,565.0,108.0,673.0,257.0,70.0,869.0
MARK4,886.0,158.0,747.0,712.0,490.0,661.0,98.0,165.0,732.0,637.0,812.0
PRKCD,403.0,44.0,795.0,942.0,9.0,576.0,58.0,869.0,924.0,624.0,958.0
SPRK1,858.0,87.0,674.0,616.0,82.0,213.0,462.0,685.0,660.0,397.0,759.0
MAPK7,451.0,235.0,720.0,856.0,679.0,897.0,81.0,417.0,750.0,133.0,983.0
ATR,482.0,726.0,797.0,132.0,82.0,18.0,925.0,980.0,123.0,225.0,699.0
ALK4,906.0,284.0,800.0,99.0,140.0,423.0,792.0,107.0,878.0,817.0,115.0
ESR1,72.0,806.0,651.0,817.0,436.0,864.0,558.0,612.0,823.0,155.0,178.0
EGLN1,650.0,591.0,133.0,116.0,52.0,828.0,383.0,926.0,872.0,599.0,567.0
RNA helicase A,807.0,11.0,614.0,32.0,15.0,403.0,867.0,813.0,712.0,973.0,683.0
Induces reactive oxygen species,723.0,580.0,205.0,91.0,5.0,581.0,516.0,941.0,922.0,645.0,552.0
NAMPT,820.0,80.0,455.0,54.0,51.0,154.0,810.0,868.0,458.0,973.0,352.0
TRAIL receptor agonist,147.0,567.0,343.0,353.0,19.0,474.0,657.0,992.0,467.0,714.0,432.0
L3MBTL3,562.0,438.0,476.0,142.0,10.0,457.0,500.0,986.0,817.0,462.0,655.0
DOT1L,625.0,568.0,502.0,54.0,0.0,381.0,741.0,999.0,770.0,204.0,670.0
DNA alkylating agent,569.0,440.0,749.0,356.0,29.0,401.0,746.0,864.0,648.0,191.0,803.0
NAE,815.0,302.0,394.0,248.0,137.0,603.0,670.0,305.0,797.0,828.0,191.0
