,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
FAK2,588.0,988.0,803.0,721.0,633.0,176.0,67.0,25.0,370.0,505.0,445.0
BRD2,674.0,99.0,342.0,349.0,171.0,743.0,168.0,835.0,112.0,758.0,386.0
BRD3,905.0,208.0,136.0,409.0,26.0,905.0,221.0,943.0,175.0,675.0,322.0
BRD4,704.0,302.0,854.0,505.0,964.0,430.0,771.0,7.0,776.0,135.0,481.0
BRDT,534.0,998.0,924.0,273.0,189.0,170.0,61.0,308.0,225.0,262.0,707.0
HDAC2,599.0,1000.0,900.0,397.0,776.0,222.0,107.0,32.0,207.0,441.0,736.0
HIF-PH,584.0,910.0,325.0,923.0,999.0,274.0,178.0,2.0,379.0,549.0,942.0
Farnesyl-transferase (FNTA),896.0,999.0,954.0,171.0,612.0,185.0,180.0,92.0,483.0,103.0,418.0
PDK1 (PDPK1),986.0,49.0,702.0,40.0,252.0,397.0,154.0,406.0,533.0,585.0,42.0
not defined,209.0,416.0,554.0,918.0,882.0,496.0,95.0,64.0,437.0,582.0,793.0
XIAP,205.0,902.0,875.0,915.0,968.0,217.0,90.0,3.0,397.0,438.0,509.0
PPARgamma,33.0,773.0,926.0,907.0,982.0,653.0,175.0,15.0,292.0,442.0,209.0
PPARdelta,64.0,987.0,978.0,760.0,947.0,498.0,218.0,36.0,321.0,198.0,377.0
Procaspase-3,70.0,820.0,765.0,383.0,887.0,742.0,660.0,545.0,130.0,626.0,300.0
Procaspase-7,107.0,876.0,903.0,328.0,734.0,322.0,420.0,633.0,41.0,510.0,373.0
PAK1,972.0,909.0,868.0,126.0,783.0,55.0,60.0,28.0,282.0,609.0,828.0
SGK2,911.0,454.0,622.0,382.0,909.0,137.0,329.0,18.0,900.0,532.0,348.0
SGK3,479.0,534.0,676.0,596.0,776.0,137.0,251.0,72.0,835.0,468.0,403.0
SYK,994.0,941.0,610.0,12.0,1.0,308.0,606.0,998.0,600.0,107.0,342.0
Antimetabolite (DNA & RNA),468.0,479.0,627.0,270.0,318.0,484.0,422.0,982.0,302.0,726.0,77.0
SERCA,289.0,930.0,964.0,628.0,646.0,130.0,639.0,111.0,863.0,215.0,174.0
BCL2,33.0,859.0,821.0,615.0,588.0,602.0,647.0,843.0,470.0,140.0,512.0
BCL-XL,4.0,983.0,890.0,918.0,724.0,218.0,42.0,235.0,224.0,109.0,418.0
BCL-W,172.0,712.0,431.0,619.0,579.0,596.0,801.0,847.0,930.0,114.0,264.0
MCL1,832.0,550.0,945.0,851.0,487.0,89.0,100.0,28.0,450.0,538.0,585.0
Retinioic X receptor (RXR) agonist,821.0,627.0,346.0,775.0,971.0,316.0,165.0,0.0,697.0,633.0,764.0
dsDNA break induction,845.0,932.0,915.0,432.0,356.0,59.0,196.0,130.0,791.0,255.0,385.0
BTK,945.0,1.0,420.0,265.0,314.0,806.0,279.0,412.0,214.0,653.0,294.0
HSP90,108.0,766.0,736.0,735.0,906.0,180.0,580.0,146.0,797.0,519.0,587.0
Biguanide agent,804.0,954.0,760.0,87.0,932.0,125.0,201.0,105.0,372.0,602.0,741.0
PDGFRB,475.0,995.0,933.0,357.0,102.0,569.0,438.0,537.0,270.0,222.0,821.0
IKK1,204.0,219.0,791.0,19.0,788.0,437.0,857.0,962.0,177.0,701.0,769.0
IKK2,919.0,148.0,142.0,347.0,112.0,655.0,617.0,907.0,407.0,604.0,134.0
Amyloid beta20,218.0,698.0,225.0,632.0,574.0,497.0,488.0,361.0,628.0,171.0,682.0
Amyloid beta40,95.0,847.0,345.0,736.0,832.0,942.0,615.0,248.0,561.0,608.0,831.0
JAK1,48.0,163.0,409.0,455.0,982.0,603.0,951.0,681.0,752.0,384.0,919.0
JAK2,523.0,41.0,211.0,600.0,664.0,806.0,320.0,313.0,145.0,630.0,319.0
JNK1,272.0,971.0,877.0,507.0,769.0,418.0,878.0,148.0,861.0,90.0,652.0
KSP,889.0,32.0,530.0,11.0,1.0,679.0,739.0,988.0,540.0,680.0,310.0
CDK6,277.0,489.0,957.0,145.0,117.0,355.0,969.0,984.0,465.0,329.0,752.0
p38alpha,857.0,79.0,835.0,59.0,52.0,472.0,621.0,979.0,260.0,210.0,234.0
p38beta,923.0,6.0,511.0,168.0,58.0,777.0,718.0,992.0,423.0,334.0,433.0
PI3K (class 1),0.0,68.0,867.0,999.0,920.0,461.0,353.0,247.0,108.0,925.0,625.0
PI3Kgamma,175.0,663.0,206.0,857.0,415.0,523.0,93.0,614.0,298.0,878.0,348.0
PKCB,238.0,748.0,612.0,26.0,498.0,573.0,915.0,995.0,201.0,560.0,516.0
RSK,519.0,887.0,291.0,279.0,862.0,459.0,757.0,637.0,552.0,191.0,785.0
PI3Kdelta,322.0,1.0,151.0,667.0,691.0,882.0,668.0,757.0,411.0,804.0,359.0
G9a and GLP methyltransferases,895.0,340.0,744.0,131.0,123.0,438.0,566.0,918.0,540.0,54.0,483.0
FLT4,58.0,12.0,214.0,932.0,447.0,127.0,401.0,818.0,219.0,926.0,828.0
AXL,61.0,10.0,509.0,704.0,488.0,577.0,484.0,893.0,230.0,978.0,225.0
NTRK2,421.0,833.0,931.0,166.0,17.0,532.0,470.0,966.0,503.0,326.0,449.0
IRAK1,637.0,0.0,460.0,185.0,152.0,805.0,764.0,985.0,409.0,553.0,90.0
LTK,687.0,401.0,141.0,41.0,365.0,900.0,942.0,994.0,390.0,257.0,706.0
Autophagy inducer,636.0,511.0,102.0,755.0,345.0,657.0,635.0,634.0,827.0,261.0,481.0
TAK1,968.0,239.0,573.0,840.0,3.0,286.0,170.0,482.0,831.0,115.0,427.0
MAP4K2,810.0,506.0,204.0,651.0,62.0,603.0,167.0,875.0,190.0,529.0,195.0
TAK,923.0,62.0,102.0,661.0,29.0,744.0,374.0,892.0,506.0,565.0,112.0
ERK2,725.0,965.0,332.0,361.0,320.0,389.0,569.0,800.0,555.0,275.0,102.0
ERK1,867.0,475.0,97.0,849.0,527.0,511.0,523.0,231.0,710.0,323.0,322.0
HDAC6,713.0,7.0,72.0,390.0,180.0,822.0,515.0,906.0,726.0,773.0,573.0
HDAC8,818.0,350.0,506.0,29.0,734.0,809.0,830.0,688.0,421.0,235.0,283.0
Endothelin-1 receptor (EDNRA),809.0,74.0,45.0,520.0,969.0,684.0,488.0,77.0,662.0,597.0,445.0
BIRC5,907.0,38.0,526.0,416.0,44.0,310.0,480.0,624.0,605.0,503.0,641.0
MDM4,895.0,19.0,334.0,753.0,257.0,604.0,190.0,298.0,453.0,538.0,470.0
HDAC,165.0,632.0,60.0,917.0,641.0,554.0,531.0,257.0,443.0,353.0,592.0
RAR,736.0,965.0,43.0,179.0,92.0,967.0,993.0,1000.0,474.0,280.0,981.0
HDAC1-10,866.0,105.0,403.0,328.0,0.0,749.0,533.0,986.0,736.0,510.0,291.0
VEGFR1,4.0,66.0,184.0,978.0,961.0,663.0,456.0,113.0,231.0,802.0,439.0
VEGFR3,186.0,58.0,411.0,507.0,722.0,993.0,948.0,871.0,501.0,812.0,697.0
MEK5,801.0,170.0,170.0,732.0,476.0,523.0,493.0,576.0,499.0,560.0,337.0
MTORC2,249.0,30.0,590.0,581.0,792.0,762.0,61.0,108.0,28.0,944.0,478.0
Angiopoietin-1 receptor,786.0,144.0,35.0,746.0,203.0,773.0,914.0,877.0,890.0,192.0,398.0
JAK3,430.0,687.0,150.0,949.0,439.0,321.0,215.0,290.0,796.0,215.0,470.0
IKKB,818.0,89.0,27.0,413.0,58.0,899.0,625.0,986.0,596.0,364.0,375.0
MAP3K8,955.0,578.0,243.0,792.0,61.0,393.0,469.0,690.0,826.0,202.0,167.0
MPS1,966.0,965.0,577.0,164.0,226.0,88.0,96.0,372.0,696.0,245.0,85.0
EPHB4,692.0,589.0,71.0,812.0,400.0,615.0,487.0,623.0,723.0,387.0,252.0
RNA Polymerase 1,980.0,119.0,361.0,3.0,3.0,617.0,516.0,995.0,401.0,644.0,34.0
PI3Kalpha,703.0,5.0,792.0,153.0,87.0,393.0,230.0,946.0,139.0,893.0,367.0
DAPK3,298.0,2.0,782.0,472.0,160.0,290.0,249.0,923.0,186.0,840.0,354.0
CLK4,479.0,3.0,728.0,354.0,94.0,428.0,136.0,942.0,142.0,863.0,369.0
PIM3,374.0,6.0,710.0,344.0,8.0,673.0,156.0,994.0,80.0,801.0,330.0
HIPK2,653.0,1.0,817.0,302.0,47.0,341.0,168.0,932.0,136.0,871.0,295.0
ALK5,999.0,935.0,510.0,6.0,224.0,292.0,280.0,571.0,358.0,362.0,468.0
TNKS1,743.0,670.0,909.0,329.0,880.0,172.0,951.0,519.0,383.0,500.0,604.0
TNKS2,60.0,281.0,826.0,852.0,983.0,63.0,833.0,223.0,253.0,535.0,823.0
ROCK,979.0,311.0,314.0,361.0,63.0,667.0,542.0,895.0,696.0,126.0,86.0
PYKFYVE,457.0,768.0,144.0,934.0,291.0,331.0,466.0,593.0,725.0,549.0,234.0
DDR1,845.0,48.0,199.0,171.0,241.0,807.0,41.0,561.0,53.0,856.0,451.0
RIPK1,692.0,0.0,156.0,143.0,371.0,966.0,779.0,893.0,434.0,778.0,278.0
CAMK2,967.0,744.0,293.0,5.0,50.0,703.0,493.0,985.0,176.0,310.0,640.0
LXR,131.0,1.0,164.0,913.0,998.0,917.0,601.0,74.0,519.0,833.0,386.0
FXR,173.0,3.0,146.0,791.0,983.0,942.0,771.0,203.0,562.0,771.0,533.0
SIRT1,656.0,851.0,88.0,209.0,954.0,587.0,689.0,161.0,599.0,392.0,723.0
AMPK agonist,779.0,95.0,156.0,118.0,940.0,714.0,927.0,611.0,490.0,395.0,766.0
TOP1,549.0,845.0,923.0,322.0,78.0,130.0,199.0,603.0,554.0,530.0,465.0
Antimetabolite,24.0,751.0,992.0,613.0,386.0,255.0,591.0,789.0,340.0,351.0,534.0
Retinoic acid,466.0,873.0,549.0,118.0,373.0,764.0,901.0,895.0,239.0,367.0,942.0
HDAC inhibitor Class I,4.0,819.0,913.0,988.0,299.0,188.0,594.0,589.0,707.0,412.0,698.0
IIa,298.0,989.0,949.0,607.0,285.0,81.0,490.0,275.0,612.0,157.0,575.0
IIb,29.0,873.0,351.0,977.0,982.0,631.0,597.0,15.0,616.0,417.0,624.0
IV,21.0,925.0,674.0,963.0,420.0,344.0,639.0,642.0,584.0,299.0,742.0
MEK1,27.0,551.0,419.0,952.0,944.0,618.0,431.0,39.0,877.0,180.0,343.0
MEK2,18.0,969.0,531.0,944.0,573.0,728.0,585.0,558.0,856.0,115.0,340.0
PARP1,492.0,877.0,818.0,535.0,293.0,95.0,283.0,210.0,545.0,130.0,955.0
PARP2,374.0,823.0,914.0,739.0,470.0,256.0,642.0,167.0,788.0,252.0,929.0
TEC,738.0,394.0,683.0,102.0,543.0,492.0,898.0,748.0,237.0,409.0,901.0
CRBN,69.0,882.0,371.0,861.0,999.0,268.0,742.0,26.0,312.0,836.0,873.0
CHEK1,2.0,120.0,656.0,834.0,863.0,794.0,938.0,809.0,338.0,639.0,660.0
CHEK2,0.0,515.0,553.0,995.0,914.0,624.0,839.0,576.0,588.0,812.0,206.0
NTRK1,20.0,958.0,628.0,790.0,533.0,564.0,767.0,639.0,582.0,286.0,547.0
NTRK3,303.0,996.0,866.0,661.0,206.0,123.0,154.0,194.0,443.0,268.0,722.0
p38,130.0,440.0,688.0,112.0,830.0,711.0,954.0,888.0,270.0,363.0,796.0
TBK1,161.0,328.0,58.0,894.0,978.0,763.0,549.0,15.0,682.0,486.0,807.0
DNAPK,153.0,430.0,88.0,893.0,965.0,896.0,806.0,12.0,935.0,297.0,934.0
PIM1,18.0,996.0,748.0,808.0,77.0,499.0,775.0,963.0,279.0,110.0,980.0
JNK,305.0,354.0,129.0,757.0,993.0,860.0,878.0,33.0,889.0,156.0,771.0
WEE1,290.0,35.0,740.0,443.0,282.0,673.0,780.0,780.0,387.0,318.0,950.0
MDM2,292.0,926.0,823.0,411.0,317.0,265.0,328.0,464.0,840.0,170.0,224.0
FGFR3,495.0,244.0,383.0,40.0,388.0,932.0,859.0,859.0,214.0,687.0,727.0
PI3K (Class 1),518.0,978.0,953.0,234.0,831.0,36.0,260.0,73.0,312.0,536.0,886.0
PPM1D,440.0,896.0,124.0,934.0,994.0,493.0,198.0,9.0,90.0,811.0,949.0
RAC1,952.0,370.0,397.0,7.0,328.0,697.0,473.0,399.0,204.0,652.0,834.0
RAC2,995.0,899.0,616.0,16.0,179.0,301.0,226.0,240.0,290.0,148.0,812.0
RAC3,485.0,866.0,508.0,225.0,528.0,818.0,520.0,689.0,232.0,401.0,672.0
S6K1,291.0,791.0,175.0,261.0,351.0,939.0,593.0,598.0,384.0,581.0,889.0
LOK,921.0,163.0,770.0,10.0,698.0,405.0,805.0,342.0,453.0,586.0,558.0
TRCB,542.0,176.0,875.0,36.0,816.0,294.0,415.0,153.0,299.0,605.0,576.0
ABL(T315I),861.0,564.0,776.0,6.0,102.0,675.0,836.0,909.0,545.0,365.0,531.0
ADCK4,957.0,721.0,720.0,37.0,29.0,368.0,635.0,952.0,261.0,367.0,641.0
BRSK2,437.0,975.0,722.0,196.0,338.0,392.0,921.0,706.0,858.0,94.0,588.0
MARK4,969.0,1000.0,576.0,7.0,98.0,147.0,911.0,855.0,825.0,16.0,754.0
PRKCD,368.0,958.0,394.0,604.0,878.0,309.0,712.0,20.0,846.0,87.0,535.0
SPRK1,649.0,952.0,709.0,100.0,597.0,403.0,891.0,370.0,686.0,228.0,698.0
MAPK7,687.0,991.0,788.0,288.0,501.0,204.0,909.0,472.0,759.0,39.0,698.0
ATR,831.0,996.0,878.0,123.0,759.0,50.0,340.0,217.0,443.0,309.0,939.0
ALK4,764.0,500.0,657.0,5.0,389.0,485.0,828.0,870.0,678.0,213.0,714.0
ESR1,850.0,917.0,312.0,97.0,212.0,849.0,916.0,802.0,582.0,200.0,962.0
EGLN1,11.0,822.0,556.0,814.0,593.0,631.0,909.0,717.0,653.0,342.0,384.0
RNA helicase A,334.0,872.0,951.0,294.0,684.0,285.0,735.0,120.0,814.0,308.0,542.0
Induces reactive oxygen species,759.0,146.0,550.0,788.0,561.0,457.0,570.0,65.0,935.0,131.0,860.0
NAMPT,590.0,709.0,656.0,67.0,0.0,741.0,852.0,1000.0,493.0,148.0,694.0
TRAIL receptor agonist,106.0,958.0,668.0,228.0,58.0,552.0,934.0,988.0,741.0,167.0,808.0
L3MBTL3,190.0,808.0,531.0,167.0,9.0,549.0,903.0,1000.0,526.0,85.0,653.0
DOT1L,195.0,907.0,407.0,575.0,55.0,762.0,836.0,965.0,425.0,162.0,574.0
DNA alkylating agent,714.0,855.0,427.0,292.0,224.0,425.0,430.0,920.0,188.0,201.0,889.0
NAE,899.0,975.0,908.0,5.0,182.0,310.0,619.0,544.0,649.0,227.0,778.0
