,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
ALK,1000.0,13.0,5.0,122.0,1000.0,44.0,989.0,139.0,717.0,3.0,743.0
ROS1,127.0,778.0,32.0,983.0,895.0,767.0,709.0,431.0,498.0,222.0,756.0
SRC,815.0,180.0,70.0,397.0,444.0,265.0,529.0,995.0,847.0,58.0,522.0
KIF11,953.0,305.0,3.0,667.0,1000.0,85.0,755.0,12.0,680.0,58.0,580.0
gamma-secretase,650.0,139.0,1.0,882.0,998.0,219.0,916.0,195.0,624.0,2.0,946.0
Ephrins,962.0,57.0,2.0,422.0,997.0,133.0,909.0,442.0,763.0,10.0,774.0
BCR-ABL,988.0,0.0,23.0,396.0,1000.0,16.0,651.0,270.0,849.0,65.0,241.0
CDK1,941.0,246.0,563.0,194.0,590.0,132.0,252.0,902.0,717.0,169.0,71.0
CDK2,999.0,6.0,27.0,82.0,999.0,18.0,638.0,161.0,864.0,209.0,111.0
CDK5,394.0,999.0,112.0,673.0,364.0,716.0,607.0,133.0,423.0,593.0,566.0
CDK7,15.0,884.0,976.0,796.0,0.0,856.0,14.0,942.0,648.0,996.0,231.0
CDK9,2.0,983.0,418.0,982.0,2.0,967.0,336.0,842.0,704.0,945.0,904.0
PKC,502.0,37.0,81.0,681.0,977.0,226.0,813.0,512.0,429.0,48.0,961.0
CDK4,1000.0,4.0,1.0,2.0,921.0,69.0,459.0,446.0,999.0,141.0,343.0
LCK,981.0,116.0,25.0,75.0,996.0,78.0,327.0,319.0,971.0,118.0,254.0
FYN,672.0,36.0,14.0,729.0,998.0,75.0,692.0,495.0,889.0,86.0,855.0
BMX,54.0,793.0,282.0,806.0,661.0,706.0,386.0,977.0,331.0,20.0,287.0
PLK1,805.0,500.0,2.0,786.0,999.0,210.0,815.0,85.0,538.0,8.0,818.0
PLK2,988.0,154.0,0.0,664.0,1000.0,40.0,920.0,6.0,596.0,4.0,676.0
PLK3,2.0,984.0,999.0,911.0,0.0,959.0,144.0,953.0,230.0,895.0,782.0
IGF1R,987.0,77.0,94.0,355.0,954.0,393.0,896.0,21.0,874.0,34.0,729.0
IR,886.0,55.0,9.0,704.0,865.0,225.0,718.0,350.0,844.0,39.0,969.0
ITK,1000.0,17.0,0.0,158.0,995.0,94.0,938.0,59.0,952.0,17.0,840.0
RSK2,999.0,22.0,1.0,124.0,999.0,108.0,513.0,397.0,878.0,16.0,621.0
Dihydrofolate reductase (DHFR),957.0,234.0,4.0,720.0,999.0,209.0,905.0,2.0,761.0,68.0,694.0
MTOR,767.0,428.0,15.0,559.0,862.0,258.0,573.0,414.0,659.0,77.0,807.0
AKT1,999.0,556.0,408.0,74.0,10.0,52.0,339.0,969.0,303.0,545.0,95.0
AKT2,998.0,96.0,226.0,24.0,29.0,22.0,319.0,984.0,768.0,576.0,93.0
AKT3,914.0,606.0,2.0,690.0,761.0,538.0,930.0,94.0,857.0,93.0,797.0
HDAC1,267.0,709.0,836.0,921.0,938.0,238.0,650.0,0.0,685.0,540.0,188.0
HDAC3,979.0,72.0,21.0,561.0,1000.0,41.0,785.0,57.0,787.0,27.0,425.0
IKK,720.0,7.0,555.0,390.0,975.0,229.0,428.0,345.0,636.0,473.0,769.0
PI3Kbeta,874.0,12.0,68.0,351.0,986.0,488.0,395.0,749.0,777.0,177.0,851.0
ERK5,999.0,8.0,153.0,54.0,925.0,48.0,470.0,609.0,703.0,219.0,115.0
BET,1000.0,21.0,0.0,275.0,1000.0,34.0,804.0,25.0,961.0,30.0,788.0
EIF2A,653.0,2.0,105.0,853.0,999.0,84.0,711.0,34.0,868.0,113.0,624.0
ERBB2,672.0,84.0,527.0,785.0,196.0,592.0,711.0,480.0,872.0,529.0,430.0
ROCK1,41.0,107.0,925.0,797.0,952.0,907.0,548.0,197.0,670.0,63.0,795.0
ROCK2,3.0,63.0,999.0,809.0,83.0,935.0,143.0,727.0,713.0,789.0,641.0
Anthracycline,201.0,853.0,140.0,475.0,39.0,835.0,607.0,950.0,200.0,581.0,790.0
TOP2,659.0,597.0,24.0,470.0,50.0,693.0,689.0,964.0,248.0,754.0,743.0
Pyrimidine antimetabolite,265.0,989.0,60.0,414.0,55.0,865.0,676.0,874.0,224.0,559.0,692.0
DNA crosslinker,267.0,965.0,243.0,651.0,7.0,860.0,560.0,888.0,224.0,720.0,510.0
Microtubule destabiliser,453.0,41.0,132.0,750.0,518.0,273.0,524.0,441.0,711.0,557.0,944.0
SHP-1 (PTPN6),5.0,862.0,924.0,806.0,119.0,926.0,759.0,549.0,209.0,910.0,946.0
SHP-2 (PTPN11),132.0,331.0,436.0,730.0,590.0,721.0,832.0,287.0,255.0,539.0,969.0
AR,810.0,8.0,546.0,481.0,995.0,90.0,610.0,138.0,834.0,241.0,456.0
ARFGAP1,434.0,972.0,297.0,117.0,94.0,863.0,862.0,548.0,183.0,840.0,949.0
ATM,653.0,42.0,232.0,476.0,992.0,223.0,622.0,230.0,798.0,276.0,196.0
PPK,146.0,4.0,810.0,621.0,933.0,518.0,217.0,460.0,704.0,507.0,769.0
FLT1,153.0,155.0,960.0,369.0,263.0,598.0,180.0,956.0,443.0,653.0,284.0
c-FGR,74.0,66.0,955.0,745.0,382.0,822.0,153.0,874.0,476.0,788.0,765.0
GSK3A,328.0,17.0,921.0,686.0,982.0,512.0,642.0,264.0,597.0,14.0,806.0
GSK3B,30.0,461.0,989.0,583.0,257.0,804.0,319.0,862.0,549.0,280.0,872.0
PDGFRA,324.0,992.0,778.0,234.0,191.0,230.0,373.0,918.0,25.0,606.0,513.0
VEGFR2,908.0,12.0,351.0,442.0,970.0,170.0,406.0,249.0,832.0,404.0,492.0
FGFR1,693.0,333.0,801.0,140.0,810.0,621.0,274.0,892.0,132.0,177.0,432.0
TIE2,120.0,916.0,825.0,121.0,149.0,956.0,295.0,862.0,433.0,749.0,806.0
JNK2,965.0,489.0,4.0,54.0,1000.0,229.0,527.0,527.0,649.0,161.0,384.0
JNK3,833.0,615.0,0.0,614.0,662.0,134.0,537.0,517.0,597.0,766.0,295.0
FAK,190.0,84.0,852.0,355.0,961.0,643.0,444.0,436.0,348.0,249.0,758.0
FAK2,618.0,31.0,705.0,169.0,945.0,517.0,468.0,626.0,370.0,294.0,639.0
BRD2,686.0,429.0,262.0,405.0,997.0,157.0,685.0,6.0,705.0,579.0,414.0
BRD3,212.0,956.0,579.0,449.0,644.0,344.0,472.0,147.0,407.0,946.0,591.0
BRD4,991.0,69.0,593.0,221.0,410.0,50.0,446.0,223.0,664.0,943.0,143.0
BRDT,998.0,20.0,10.0,57.0,957.0,62.0,845.0,816.0,361.0,68.0,931.0
HDAC2,997.0,68.0,5.0,110.0,979.0,213.0,918.0,493.0,486.0,37.0,523.0
HIF-PH,959.0,228.0,51.0,125.0,893.0,535.0,881.0,343.0,527.0,487.0,881.0
Farnesyl-transferase (FNTA),427.0,18.0,155.0,560.0,968.0,622.0,973.0,95.0,744.0,238.0,996.0
PDK1 (PDPK1),393.0,477.0,803.0,119.0,73.0,836.0,174.0,551.0,850.0,937.0,607.0
not defined,344.0,125.0,501.0,727.0,64.0,687.0,656.0,480.0,380.0,864.0,969.0
XIAP,995.0,49.0,20.0,74.0,901.0,298.0,981.0,392.0,506.0,199.0,954.0
PPARgamma,983.0,172.0,301.0,18.0,811.0,332.0,906.0,564.0,555.0,51.0,743.0
PPARdelta,1000.0,7.0,18.0,29.0,996.0,168.0,978.0,244.0,677.0,8.0,865.0
Procaspase-3,865.0,80.0,280.0,460.0,78.0,789.0,991.0,469.0,932.0,115.0,940.0
Procaspase-7,984.0,1.0,236.0,406.0,434.0,479.0,984.0,103.0,974.0,31.0,975.0
PAK1,988.0,454.0,26.0,24.0,538.0,650.0,963.0,652.0,218.0,223.0,963.0
SGK2,456.0,938.0,146.0,142.0,618.0,554.0,870.0,353.0,228.0,804.0,572.0
SGK3,245.0,961.0,183.0,326.0,637.0,599.0,876.0,302.0,101.0,868.0,654.0
SYK,994.0,296.0,3.0,27.0,924.0,316.0,849.0,614.0,633.0,64.0,399.0
Antimetabolite (DNA & RNA),5.0,991.0,974.0,901.0,185.0,931.0,421.0,202.0,113.0,731.0,244.0
SERCA,836.0,840.0,10.0,98.0,969.0,527.0,895.0,130.0,506.0,12.0,873.0
BCL2,1000.0,43.0,447.0,6.0,484.0,5.0,553.0,942.0,15.0,205.0,418.0
BCL-XL,794.0,747.0,855.0,144.0,99.0,213.0,419.0,892.0,48.0,795.0,627.0
BCL-W,129.0,749.0,321.0,638.0,7.0,836.0,920.0,987.0,46.0,803.0,957.0
MCL1,859.0,315.0,6.0,273.0,982.0,560.0,769.0,69.0,957.0,18.0,917.0
Retinioic X receptor (RXR) agonist,987.0,38.0,6.0,377.0,976.0,90.0,971.0,399.0,591.0,154.0,513.0
dsDNA break induction,526.0,942.0,251.0,571.0,40.0,888.0,375.0,758.0,586.0,325.0,564.0
BTK,183.0,413.0,307.0,507.0,689.0,911.0,293.0,171.0,959.0,705.0,320.0
HSP90,763.0,894.0,323.0,313.0,778.0,64.0,279.0,70.0,835.0,250.0,140.0
Biguanide agent,705.0,344.0,222.0,545.0,390.0,352.0,225.0,600.0,849.0,910.0,608.0
PDGFRB,972.0,8.0,32.0,144.0,986.0,335.0,732.0,102.0,866.0,157.0,846.0
IKK1,864.0,4.0,180.0,505.0,920.0,43.0,371.0,639.0,904.0,279.0,324.0
IKK2,365.0,729.0,896.0,384.0,122.0,519.0,390.0,813.0,368.0,857.0,11.0
Amyloid beta20,822.0,15.0,258.0,432.0,310.0,382.0,792.0,978.0,434.0,817.0,231.0
Amyloid beta40,704.0,353.0,48.0,141.0,106.0,703.0,709.0,997.0,478.0,618.0,367.0
JAK1,34.0,901.0,808.0,787.0,1.0,963.0,505.0,990.0,273.0,842.0,786.0
JAK2,980.0,26.0,358.0,231.0,979.0,93.0,393.0,65.0,900.0,351.0,190.0
JNK1,28.0,10.0,309.0,989.0,271.0,756.0,684.0,956.0,665.0,347.0,997.0
KSP,827.0,818.0,395.0,344.0,580.0,148.0,310.0,35.0,553.0,829.0,176.0
CDK6,272.0,980.0,970.0,109.0,0.0,895.0,45.0,908.0,707.0,963.0,287.0
p38alpha,59.0,887.0,795.0,952.0,318.0,322.0,567.0,310.0,150.0,840.0,153.0
p38beta,115.0,797.0,833.0,994.0,601.0,332.0,688.0,41.0,308.0,785.0,138.0
PI3K (class 1),945.0,28.0,100.0,193.0,911.0,340.0,172.0,329.0,928.0,495.0,322.0
PI3Kgamma,916.0,449.0,744.0,82.0,81.0,312.0,359.0,844.0,716.0,771.0,6.0
PKCB,211.0,59.0,436.0,520.0,897.0,708.0,431.0,588.0,780.0,388.0,728.0
RSK,207.0,145.0,870.0,798.0,915.0,604.0,625.0,363.0,440.0,385.0,430.0
PI3Kdelta,982.0,22.0,281.0,160.0,769.0,314.0,416.0,559.0,897.0,407.0,393.0
G9a and GLP methyltransferases,264.0,43.0,967.0,664.0,63.0,467.0,188.0,547.0,960.0,920.0,485.0
FLT4,195.0,941.0,994.0,595.0,3.0,605.0,228.0,967.0,182.0,980.0,206.0
AXL,144.0,511.0,874.0,212.0,49.0,649.0,331.0,945.0,419.0,816.0,429.0
NTRK2,213.0,776.0,712.0,584.0,88.0,730.0,277.0,139.0,653.0,917.0,627.0
IRAK1,18.0,788.0,961.0,770.0,1.0,895.0,88.0,683.0,782.0,997.0,562.0
LTK,601.0,209.0,933.0,716.0,260.0,332.0,489.0,446.0,558.0,661.0,130.0
Autophagy inducer,0.0,964.0,882.0,957.0,4.0,947.0,328.0,1000.0,62.0,935.0,895.0
TAK1,885.0,532.0,905.0,40.0,915.0,85.0,110.0,640.0,248.0,369.0,33.0
MAP4K2,15.0,987.0,957.0,585.0,0.0,882.0,310.0,986.0,67.0,960.0,198.0
TAK,75.0,962.0,986.0,295.0,5.0,813.0,304.0,964.0,115.0,940.0,118.0
ERK2,124.0,967.0,994.0,293.0,9.0,784.0,146.0,986.0,84.0,922.0,76.0
ERK1,227.0,76.0,530.0,977.0,754.0,460.0,893.0,21.0,738.0,678.0,658.0
HDAC6,21.0,623.0,998.0,754.0,1.0,942.0,42.0,719.0,736.0,986.0,140.0
HDAC8,304.0,201.0,589.0,428.0,368.0,905.0,637.0,764.0,483.0,482.0,955.0
Endothelin-1 receptor (EDNRA),68.0,232.0,1000.0,760.0,74.0,639.0,331.0,864.0,232.0,972.0,254.0
BIRC5,4.0,906.0,954.0,680.0,10.0,619.0,23.0,757.0,714.0,939.0,537.0
MDM4,846.0,812.0,973.0,46.0,299.0,680.0,676.0,706.0,92.0,237.0,94.0
HDAC,978.0,110.0,309.0,191.0,338.0,770.0,433.0,639.0,662.0,730.0,407.0
RAR,972.0,56.0,819.0,471.0,588.0,538.0,766.0,148.0,569.0,513.0,142.0
HDAC1-10,26.0,750.0,863.0,931.0,94.0,601.0,278.0,41.0,842.0,927.0,712.0
VEGFR1,688.0,92.0,682.0,332.0,984.0,136.0,114.0,151.0,582.0,758.0,121.0
VEGFR3,340.0,153.0,235.0,823.0,979.0,85.0,166.0,523.0,507.0,593.0,159.0
MEK5,34.0,769.0,997.0,328.0,1.0,899.0,199.0,999.0,121.0,966.0,73.0
MTORC2,35.0,965.0,974.0,368.0,1.0,938.0,66.0,512.0,620.0,995.0,386.0
Angiopoietin-1 receptor,5.0,974.0,680.0,991.0,7.0,861.0,588.0,828.0,242.0,888.0,502.0
JAK3,1.0,861.0,975.0,954.0,0.0,926.0,417.0,982.0,233.0,951.0,549.0
IKKB,19.0,812.0,892.0,573.0,169.0,934.0,315.0,845.0,490.0,682.0,408.0
MAP3K8,3.0,999.0,889.0,874.0,0.0,886.0,488.0,977.0,202.0,962.0,420.0
MPS1,593.0,780.0,886.0,249.0,116.0,874.0,666.0,184.0,812.0,570.0,281.0
EPHB4,77.0,987.0,896.0,324.0,15.0,383.0,138.0,995.0,30.0,980.0,174.0
RNA Polymerase 1,61.0,1000.0,817.0,657.0,59.0,962.0,337.0,388.0,121.0,745.0,450.0
PI3Kalpha,957.0,121.0,446.0,6.0,841.0,575.0,356.0,119.0,938.0,660.0,139.0
DAPK3,919.0,429.0,219.0,12.0,960.0,303.0,103.0,96.0,876.0,774.0,83.0
CLK4,893.0,440.0,778.0,5.0,610.0,532.0,77.0,140.0,950.0,899.0,78.0
PIM3,342.0,691.0,871.0,9.0,766.0,926.0,194.0,80.0,886.0,859.0,268.0
HIPK2,796.0,729.0,560.0,39.0,305.0,569.0,172.0,345.0,899.0,775.0,116.0
ALK5,970.0,219.0,757.0,303.0,589.0,372.0,656.0,119.0,657.0,454.0,7.0
TNKS1,776.0,113.0,977.0,79.0,70.0,199.0,283.0,939.0,595.0,821.0,87.0
TNKS2,868.0,3.0,957.0,58.0,146.0,191.0,375.0,895.0,821.0,661.0,151.0
ROCK,1.0,407.0,997.0,933.0,50.0,974.0,364.0,960.0,206.0,923.0,750.0
PYKFYVE,2.0,916.0,968.0,937.0,0.0,970.0,195.0,947.0,335.0,941.0,399.0
DDR1,995.0,608.0,725.0,8.0,709.0,63.0,640.0,264.0,308.0,790.0,79.0
RIPK1,12.0,979.0,982.0,864.0,7.0,849.0,284.0,92.0,381.0,990.0,582.0
CAMK2,965.0,61.0,350.0,259.0,992.0,155.0,549.0,175.0,757.0,255.0,112.0
LXR,791.0,101.0,870.0,540.0,995.0,45.0,588.0,26.0,461.0,618.0,167.0
FXR,489.0,222.0,690.0,638.0,994.0,69.0,435.0,81.0,377.0,573.0,256.0
SIRT1,63.0,628.0,869.0,825.0,35.0,948.0,575.0,882.0,469.0,920.0,810.0
AMPK agonist,873.0,261.0,516.0,258.0,901.0,215.0,764.0,194.0,430.0,820.0,317.0
TOP1,397.0,889.0,463.0,785.0,159.0,711.0,462.0,466.0,165.0,298.0,524.0
Antimetabolite,575.0,754.0,363.0,820.0,532.0,725.0,576.0,137.0,597.0,19.0,484.0
Retinoic acid,910.0,16.0,91.0,228.0,999.0,178.0,589.0,160.0,823.0,172.0,596.0
HDAC inhibitor Class I,926.0,212.0,134.0,229.0,963.0,77.0,788.0,37.0,548.0,273.0,331.0
IIa,468.0,269.0,221.0,902.0,995.0,182.0,963.0,40.0,283.0,108.0,412.0
IIb,739.0,633.0,792.0,513.0,314.0,108.0,883.0,455.0,116.0,142.0,310.0
IV,38.0,999.0,948.0,740.0,28.0,442.0,509.0,790.0,22.0,777.0,656.0
MEK1,958.0,897.0,905.0,18.0,663.0,315.0,137.0,722.0,211.0,555.0,63.0
MEK2,1000.0,457.0,695.0,0.0,981.0,44.0,156.0,385.0,227.0,188.0,40.0
PARP1,26.0,785.0,675.0,971.0,24.0,888.0,337.0,562.0,486.0,817.0,495.0
PARP2,312.0,603.0,467.0,933.0,119.0,695.0,460.0,322.0,614.0,614.0,465.0
TEC,89.0,984.0,894.0,582.0,1.0,856.0,272.0,779.0,334.0,863.0,316.0
CRBN,172.0,9.0,879.0,889.0,772.0,258.0,866.0,388.0,792.0,506.0,549.0
CHEK1,966.0,451.0,528.0,340.0,916.0,110.0,508.0,140.0,708.0,56.0,214.0
CHEK2,247.0,156.0,787.0,936.0,607.0,305.0,154.0,195.0,882.0,238.0,466.0
NTRK1,123.0,618.0,997.0,542.0,299.0,452.0,189.0,513.0,269.0,868.0,218.0
NTRK3,365.0,864.0,585.0,233.0,478.0,766.0,629.0,179.0,200.0,544.0,845.0
p38,469.0,583.0,916.0,181.0,907.0,417.0,101.0,336.0,447.0,498.0,163.0
TBK1,864.0,5.0,829.0,152.0,724.0,131.0,34.0,676.0,855.0,514.0,364.0
DNAPK,998.0,16.0,35.0,193.0,997.0,79.0,717.0,153.0,652.0,205.0,682.0
PIM1,264.0,258.0,881.0,717.0,768.0,510.0,858.0,129.0,90.0,502.0,727.0
JNK,469.0,881.0,985.0,216.0,55.0,741.0,134.0,937.0,357.0,533.0,70.0
WEE1,1000.0,587.0,248.0,2.0,999.0,113.0,888.0,60.0,128.0,8.0,128.0
MDM2,974.0,267.0,971.0,58.0,951.0,202.0,188.0,282.0,413.0,265.0,3.0
FGFR3,952.0,132.0,704.0,104.0,989.0,134.0,404.0,624.0,97.0,42.0,137.0
PI3K (Class 1),159.0,745.0,379.0,562.0,244.0,487.0,402.0,858.0,116.0,620.0,937.0
PPM1D,47.0,220.0,643.0,845.0,980.0,850.0,328.0,322.0,414.0,425.0,690.0
RAC1,132.0,914.0,502.0,877.0,991.0,664.0,471.0,108.0,393.0,97.0,118.0
RAC2,123.0,798.0,632.0,871.0,980.0,820.0,575.0,61.0,564.0,241.0,288.0
RAC3,311.0,281.0,316.0,780.0,1000.0,384.0,399.0,28.0,693.0,54.0,146.0
S6K1,990.0,65.0,106.0,409.0,999.0,29.0,776.0,105.0,608.0,144.0,160.0
LOK,745.0,64.0,870.0,684.0,195.0,316.0,565.0,165.0,809.0,143.0,782.0
TRCB,55.0,884.0,933.0,976.0,40.0,733.0,205.0,395.0,540.0,736.0,512.0
ABL(T315I),151.0,353.0,940.0,778.0,120.0,687.0,93.0,352.0,710.0,576.0,740.0
ADCK4,31.0,481.0,962.0,850.0,2.0,807.0,123.0,746.0,725.0,945.0,609.0
BRSK2,72.0,234.0,965.0,997.0,8.0,491.0,589.0,546.0,367.0,988.0,851.0
MARK4,855.0,31.0,569.0,491.0,126.0,76.0,384.0,791.0,802.0,707.0,337.0
PRKCD,835.0,3.0,700.0,458.0,443.0,35.0,565.0,720.0,563.0,439.0,677.0
SPRK1,866.0,7.0,105.0,665.0,363.0,169.0,262.0,776.0,828.0,541.0,721.0
MAPK7,816.0,42.0,942.0,538.0,894.0,89.0,469.0,24.0,554.0,750.0,200.0
ATR,20.0,546.0,961.0,911.0,0.0,891.0,47.0,991.0,458.0,990.0,547.0
ALK4,24.0,768.0,789.0,852.0,126.0,772.0,141.0,829.0,677.0,733.0,825.0
ESR1,861.0,4.0,350.0,689.0,788.0,313.0,788.0,237.0,667.0,454.0,889.0
EGLN1,237.0,32.0,930.0,623.0,935.0,183.0,602.0,308.0,325.0,96.0,731.0
RNA helicase A,374.0,394.0,948.0,818.0,222.0,569.0,508.0,290.0,402.0,243.0,597.0
Induces reactive oxygen species,942.0,350.0,657.0,111.0,870.0,301.0,137.0,302.0,824.0,68.0,143.0
NAMPT,13.0,994.0,516.0,634.0,24.0,880.0,282.0,724.0,327.0,820.0,834.0
TRAIL receptor agonist,17.0,939.0,966.0,592.0,16.0,858.0,203.0,992.0,35.0,537.0,346.0
L3MBTL3,45.0,95.0,925.0,848.0,354.0,503.0,547.0,874.0,156.0,565.0,688.0
DOT1L,358.0,279.0,993.0,455.0,386.0,367.0,656.0,880.0,24.0,468.0,263.0
DNA alkylating agent,27.0,733.0,909.0,829.0,71.0,904.0,670.0,846.0,172.0,955.0,739.0
NAE,789.0,973.0,196.0,692.0,412.0,479.0,542.0,116.0,694.0,112.0,490.0
