,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
KIF11,145.0,870.0,167.0,471.0,367.0,744.0,135.0,449.0,361.0,859.0,511.0
gamma-secretase,421.0,978.0,241.0,278.0,444.0,834.0,747.0,311.0,267.0,843.0,669.0
Ephrins,468.0,9.0,781.0,960.0,493.0,266.0,216.0,807.0,914.0,62.0,558.0
BCR-ABL,431.0,852.0,254.0,805.0,582.0,348.0,808.0,127.0,580.0,628.0,358.0
CDK1,495.0,22.0,875.0,695.0,537.0,385.0,201.0,681.0,950.0,193.0,494.0
CDK2,672.0,29.0,755.0,709.0,798.0,211.0,371.0,604.0,914.0,47.0,284.0
CDK5,439.0,941.0,305.0,589.0,502.0,756.0,581.0,172.0,258.0,699.0,344.0
CDK7,676.0,8.0,849.0,499.0,760.0,115.0,805.0,747.0,935.0,140.0,575.0
CDK9,568.0,468.0,297.0,134.0,776.0,137.0,913.0,827.0,610.0,554.0,887.0
PKC,446.0,712.0,554.0,378.0,376.0,796.0,288.0,294.0,257.0,623.0,361.0
CDK4,555.0,712.0,20.0,850.0,413.0,623.0,169.0,573.0,175.0,751.0,187.0
LCK,721.0,48.0,606.0,644.0,674.0,540.0,224.0,651.0,820.0,240.0,514.0
FYN,704.0,1000.0,27.0,239.0,194.0,941.0,790.0,126.0,18.0,988.0,832.0
BMX,985.0,158.0,823.0,265.0,925.0,505.0,812.0,10.0,864.0,70.0,657.0
PLK1,819.0,192.0,923.0,265.0,351.0,289.0,783.0,535.0,762.0,101.0,585.0
PLK2,634.0,913.0,449.0,676.0,468.0,674.0,550.0,139.0,377.0,709.0,456.0
PLK3,885.0,205.0,404.0,208.0,825.0,31.0,973.0,636.0,774.0,300.0,868.0
IGF1R,783.0,315.0,480.0,118.0,499.0,935.0,780.0,135.0,242.0,947.0,953.0
IR,749.0,178.0,594.0,294.0,455.0,759.0,300.0,274.0,679.0,459.0,545.0
ITK,115.0,58.0,235.0,759.0,45.0,535.0,13.0,978.0,797.0,656.0,68.0
RSK2,446.0,55.0,560.0,707.0,165.0,70.0,196.0,865.0,639.0,373.0,160.0
Dihydrofolate reductase (DHFR),452.0,706.0,123.0,824.0,599.0,519.0,166.0,111.0,417.0,803.0,129.0
MTOR,437.0,110.0,672.0,684.0,232.0,446.0,296.0,751.0,667.0,487.0,634.0
AKT1,181.0,263.0,334.0,822.0,328.0,777.0,24.0,767.0,824.0,674.0,434.0
AKT2,232.0,33.0,311.0,836.0,248.0,565.0,54.0,922.0,896.0,517.0,483.0
AKT3,639.0,353.0,628.0,85.0,979.0,443.0,768.0,237.0,724.0,148.0,399.0
HDAC1,153.0,87.0,776.0,235.0,618.0,513.0,286.0,797.0,848.0,449.0,554.0
HDAC3,872.0,106.0,928.0,121.0,843.0,218.0,986.0,381.0,572.0,222.0,847.0
IKK,170.0,896.0,63.0,908.0,76.0,487.0,232.0,852.0,174.0,888.0,245.0
PI3Kbeta,109.0,589.0,535.0,924.0,544.0,892.0,32.0,438.0,404.0,421.0,367.0
ERK5,793.0,912.0,149.0,464.0,748.0,399.0,382.0,345.0,113.0,544.0,462.0
BET,536.0,749.0,181.0,449.0,324.0,610.0,468.0,736.0,296.0,570.0,234.0
EIF2A,619.0,305.0,662.0,855.0,177.0,554.0,238.0,644.0,612.0,473.0,407.0
ERBB2,308.0,296.0,790.0,279.0,336.0,606.0,73.0,762.0,768.0,327.0,348.0
ROCK1,847.0,749.0,622.0,461.0,860.0,60.0,970.0,71.0,608.0,91.0,573.0
ROCK2,833.0,187.0,890.0,513.0,892.0,154.0,815.0,164.0,908.0,33.0,545.0
Anthracycline,553.0,360.0,880.0,148.0,606.0,323.0,828.0,458.0,641.0,166.0,723.0
TOP2,627.0,444.0,903.0,54.0,672.0,271.0,961.0,414.0,590.0,205.0,763.0
Pyrimidine antimetabolite,348.0,915.0,584.0,155.0,473.0,674.0,466.0,402.0,241.0,472.0,551.0
DNA crosslinker,226.0,955.0,220.0,633.0,64.0,449.0,270.0,823.0,291.0,732.0,340.0
Microtubule destabiliser,562.0,115.0,857.0,344.0,451.0,215.0,766.0,684.0,791.0,181.0,647.0
SHP-1 (PTPN6),495.0,933.0,364.0,869.0,786.0,565.0,520.0,105.0,162.0,440.0,203.0
SHP-2 (PTPN11),449.0,961.0,282.0,821.0,716.0,455.0,315.0,215.0,244.0,346.0,121.0
AR,520.0,921.0,270.0,453.0,328.0,716.0,386.0,222.0,244.0,772.0,387.0
ARFGAP1,756.0,883.0,540.0,77.0,676.0,754.0,697.0,132.0,236.0,521.0,736.0
ATM,637.0,41.0,459.0,668.0,316.0,635.0,144.0,865.0,672.0,564.0,623.0
PPK,843.0,146.0,696.0,32.0,941.0,392.0,870.0,510.0,667.0,145.0,709.0
FLT1,892.0,246.0,254.0,44.0,851.0,564.0,464.0,674.0,517.0,339.0,616.0
c-FGR,915.0,127.0,494.0,34.0,918.0,382.0,913.0,421.0,766.0,310.0,623.0
GSK3A,520.0,549.0,97.0,470.0,872.0,953.0,60.0,231.0,272.0,647.0,320.0
GSK3B,330.0,878.0,217.0,497.0,613.0,831.0,260.0,748.0,165.0,557.0,287.0
PDGFRA,268.0,649.0,471.0,67.0,309.0,935.0,305.0,357.0,316.0,953.0,733.0
VEGFR2,676.0,817.0,114.0,165.0,560.0,604.0,663.0,172.0,292.0,844.0,622.0
FGFR1,418.0,609.0,714.0,112.0,290.0,681.0,715.0,232.0,304.0,923.0,913.0
TIE2,813.0,498.0,358.0,24.0,730.0,621.0,851.0,290.0,290.0,889.0,849.0
JNK2,708.0,130.0,804.0,27.0,904.0,660.0,855.0,298.0,718.0,299.0,539.0
JNK3,455.0,297.0,767.0,119.0,638.0,376.0,891.0,559.0,571.0,352.0,504.0
FAK,798.0,123.0,904.0,43.0,908.0,667.0,963.0,155.0,698.0,322.0,792.0
FAK2,728.0,26.0,948.0,85.0,913.0,701.0,911.0,255.0,679.0,147.0,528.0
BRD2,167.0,20.0,963.0,555.0,509.0,399.0,569.0,875.0,759.0,376.0,707.0
BRD3,143.0,33.0,903.0,334.0,286.0,669.0,291.0,971.0,674.0,608.0,798.0
BRD4,21.0,24.0,962.0,764.0,177.0,764.0,95.0,951.0,880.0,602.0,419.0
BRDT,825.0,557.0,889.0,84.0,794.0,405.0,927.0,140.0,443.0,131.0,687.0
HDAC2,513.0,565.0,681.0,70.0,752.0,662.0,755.0,289.0,428.0,450.0,588.0
HIF-PH,317.0,919.0,461.0,395.0,397.0,814.0,468.0,247.0,144.0,795.0,523.0
Farnesyl-transferase (FNTA),935.0,220.0,851.0,64.0,902.0,262.0,988.0,157.0,506.0,113.0,626.0
PDK1 (PDPK1),642.0,4.0,851.0,262.0,466.0,342.0,669.0,960.0,950.0,200.0,919.0
not defined,811.0,492.0,623.0,13.0,827.0,460.0,638.0,259.0,441.0,459.0,533.0
XIAP,219.0,735.0,823.0,171.0,357.0,671.0,457.0,599.0,382.0,410.0,404.0
PPARgamma,171.0,814.0,686.0,174.0,336.0,806.0,640.0,499.0,210.0,755.0,487.0
PPARdelta,251.0,706.0,709.0,156.0,463.0,762.0,665.0,368.0,214.0,759.0,508.0
Procaspase-3,648.0,976.0,154.0,106.0,595.0,903.0,214.0,122.0,189.0,647.0,849.0
Procaspase-7,863.0,891.0,203.0,211.0,718.0,699.0,296.0,46.0,430.0,542.0,767.0
PAK1,736.0,517.0,546.0,73.0,695.0,261.0,764.0,530.0,652.0,311.0,566.0
SGK2,382.0,677.0,773.0,155.0,507.0,391.0,864.0,426.0,390.0,398.0,536.0
SGK3,346.0,847.0,745.0,158.0,385.0,596.0,791.0,464.0,234.0,578.0,565.0
SYK,801.0,552.0,615.0,50.0,771.0,471.0,951.0,287.0,370.0,486.0,803.0
Antimetabolite (DNA & RNA),761.0,100.0,534.0,530.0,779.0,173.0,595.0,495.0,882.0,186.0,635.0
SERCA,349.0,289.0,887.0,140.0,504.0,618.0,770.0,652.0,558.0,393.0,653.0
BCL2,95.0,81.0,826.0,730.0,140.0,632.0,169.0,910.0,652.0,666.0,651.0
BCL-XL,91.0,601.0,578.0,828.0,66.0,659.0,74.0,897.0,459.0,751.0,568.0
BCL-W,301.0,855.0,785.0,40.0,685.0,517.0,743.0,398.0,350.0,551.0,866.0
MCL1,425.0,380.0,897.0,52.0,739.0,705.0,743.0,554.0,418.0,336.0,686.0
Retinioic X receptor (RXR) agonist,139.0,75.0,899.0,198.0,844.0,97.0,837.0,894.0,980.0,53.0,350.0
dsDNA break induction,616.0,179.0,903.0,58.0,821.0,551.0,966.0,284.0,409.0,426.0,725.0
BTK,965.0,33.0,751.0,421.0,891.0,612.0,525.0,119.0,876.0,107.0,721.0
HSP90,885.0,208.0,860.0,492.0,623.0,324.0,858.0,118.0,757.0,113.0,538.0
Biguanide agent,536.0,734.0,331.0,392.0,584.0,834.0,461.0,225.0,277.0,780.0,573.0
PDGFRB,510.0,47.0,363.0,134.0,704.0,119.0,485.0,885.0,914.0,430.0,583.0
IKK1,968.0,199.0,703.0,606.0,754.0,282.0,932.0,271.0,812.0,29.0,280.0
IKK2,918.0,67.0,773.0,315.0,836.0,163.0,799.0,707.0,827.0,29.0,622.0
Amyloid beta20,178.0,502.0,480.0,797.0,287.0,358.0,298.0,526.0,344.0,647.0,289.0
Amyloid beta40,240.0,991.0,228.0,588.0,228.0,855.0,442.0,233.0,87.0,972.0,352.0
JAK1,381.0,985.0,294.0,448.0,404.0,536.0,323.0,543.0,127.0,496.0,242.0
JAK2,510.0,81.0,553.0,676.0,206.0,634.0,80.0,829.0,897.0,463.0,587.0
JNK1,807.0,94.0,854.0,46.0,960.0,413.0,854.0,198.0,764.0,56.0,555.0
KSP,796.0,135.0,741.0,454.0,710.0,68.0,810.0,619.0,873.0,33.0,516.0
CDK6,660.0,803.0,66.0,788.0,406.0,660.0,307.0,454.0,151.0,755.0,182.0
p38alpha,945.0,813.0,501.0,373.0,631.0,564.0,483.0,199.0,452.0,106.0,509.0
p38beta,895.0,579.0,453.0,424.0,810.0,561.0,314.0,266.0,479.0,79.0,324.0
PI3K (class 1),313.0,102.0,518.0,688.0,362.0,831.0,40.0,817.0,852.0,374.0,613.0
PI3Kgamma,707.0,19.0,649.0,417.0,669.0,534.0,354.0,783.0,863.0,269.0,742.0
PKCB,505.0,411.0,108.0,837.0,448.0,557.0,50.0,758.0,834.0,386.0,369.0
RSK,288.0,581.0,279.0,774.0,566.0,384.0,96.0,651.0,717.0,358.0,208.0
PI3Kdelta,228.0,150.0,454.0,813.0,337.0,652.0,95.0,880.0,821.0,491.0,402.0
G9a and GLP methyltransferases,697.0,7.0,751.0,516.0,746.0,315.0,754.0,728.0,935.0,265.0,776.0
FLT4,690.0,13.0,406.0,331.0,584.0,695.0,53.0,845.0,812.0,492.0,778.0
AXL,327.0,367.0,288.0,706.0,298.0,736.0,96.0,880.0,500.0,728.0,430.0
NTRK2,566.0,475.0,751.0,602.0,433.0,131.0,902.0,580.0,662.0,240.0,475.0
IRAK1,535.0,13.0,842.0,826.0,508.0,242.0,255.0,827.0,915.0,88.0,416.0
LTK,113.0,950.0,260.0,722.0,150.0,852.0,193.0,369.0,206.0,890.0,348.0
Autophagy inducer,339.0,857.0,216.0,565.0,472.0,501.0,605.0,503.0,247.0,847.0,549.0
TAK1,790.0,686.0,781.0,139.0,637.0,358.0,899.0,101.0,526.0,276.0,791.0
MAP4K2,928.0,611.0,31.0,255.0,889.0,563.0,597.0,216.0,447.0,656.0,808.0
TAK,896.0,402.0,240.0,124.0,884.0,375.0,904.0,206.0,481.0,579.0,958.0
ERK2,408.0,13.0,877.0,209.0,563.0,647.0,490.0,638.0,827.0,686.0,730.0
ERK1,214.0,853.0,219.0,867.0,333.0,609.0,135.0,668.0,331.0,535.0,160.0
HDAC6,221.0,201.0,318.0,879.0,557.0,144.0,423.0,832.0,721.0,602.0,443.0
HDAC8,447.0,787.0,300.0,779.0,403.0,381.0,588.0,463.0,228.0,668.0,251.0
Endothelin-1 receptor (EDNRA),487.0,712.0,250.0,671.0,436.0,673.0,408.0,328.0,329.0,839.0,365.0
BIRC5,769.0,19.0,805.0,523.0,743.0,225.0,659.0,660.0,841.0,139.0,684.0
MDM4,755.0,16.0,777.0,662.0,874.0,63.0,911.0,656.0,751.0,135.0,637.0
HDAC,657.0,986.0,324.0,588.0,476.0,629.0,577.0,117.0,184.0,652.0,407.0
RAR,453.0,935.0,225.0,482.0,584.0,468.0,577.0,218.0,162.0,706.0,378.0
HDAC1-10,524.0,58.0,801.0,243.0,673.0,219.0,762.0,769.0,809.0,322.0,810.0
VEGFR1,631.0,800.0,194.0,680.0,650.0,637.0,91.0,109.0,441.0,629.0,363.0
VEGFR3,211.0,765.0,188.0,827.0,263.0,395.0,98.0,885.0,534.0,558.0,86.0
MEK5,513.0,756.0,116.0,762.0,633.0,380.0,380.0,668.0,269.0,552.0,612.0
MTORC2,649.0,70.0,796.0,537.0,415.0,712.0,463.0,390.0,743.0,507.0,744.0
Angiopoietin-1 receptor,295.0,603.0,177.0,784.0,637.0,416.0,158.0,626.0,498.0,500.0,221.0
JAK3,660.0,391.0,356.0,658.0,734.0,658.0,258.0,394.0,357.0,381.0,306.0
IKKB,707.0,137.0,144.0,359.0,621.0,639.0,392.0,820.0,530.0,790.0,537.0
MAP3K8,828.0,203.0,280.0,514.0,757.0,174.0,557.0,781.0,787.0,89.0,466.0
MPS1,532.0,64.0,398.0,513.0,490.0,273.0,441.0,740.0,865.0,706.0,684.0
EPHB4,571.0,21.0,642.0,106.0,704.0,445.0,445.0,882.0,808.0,596.0,873.0
RNA Polymerase 1,728.0,91.0,778.0,731.0,531.0,64.0,610.0,626.0,865.0,114.0,171.0
PI3Kalpha,707.0,204.0,788.0,723.0,861.0,371.0,350.0,398.0,749.0,30.0,417.0
DAPK3,765.0,192.0,719.0,766.0,778.0,312.0,201.0,407.0,759.0,36.0,324.0
CLK4,777.0,219.0,783.0,787.0,828.0,384.0,205.0,365.0,706.0,24.0,317.0
PIM3,934.0,338.0,901.0,657.0,873.0,346.0,541.0,107.0,717.0,14.0,365.0
HIPK2,792.0,254.0,793.0,627.0,926.0,390.0,451.0,255.0,730.0,26.0,418.0
ALK5,383.0,537.0,700.0,211.0,661.0,554.0,721.0,264.0,301.0,680.0,743.0
TNKS1,576.0,288.0,109.0,460.0,646.0,654.0,57.0,497.0,471.0,733.0,879.0
TNKS2,584.0,892.0,56.0,243.0,699.0,853.0,102.0,161.0,513.0,837.0,892.0
ROCK,694.0,473.0,127.0,273.0,919.0,454.0,633.0,634.0,448.0,495.0,784.0
PYKFYVE,479.0,64.0,419.0,504.0,673.0,48.0,529.0,964.0,888.0,155.0,434.0
DDR1,912.0,318.0,524.0,840.0,749.0,336.0,597.0,100.0,809.0,91.0,392.0
RIPK1,805.0,56.0,612.0,691.0,652.0,301.0,467.0,418.0,938.0,228.0,390.0
CAMK2,743.0,460.0,199.0,826.0,681.0,273.0,461.0,211.0,618.0,351.0,298.0
LXR,442.0,502.0,506.0,386.0,853.0,375.0,920.0,195.0,787.0,343.0,611.0
FXR,553.0,119.0,563.0,374.0,338.0,185.0,822.0,698.0,874.0,396.0,376.0
SIRT1,455.0,691.0,367.0,486.0,619.0,485.0,777.0,379.0,218.0,805.0,488.0
AMPK agonist,534.0,803.0,222.0,812.0,563.0,465.0,533.0,426.0,281.0,569.0,395.0
TOP1,239.0,873.0,309.0,692.0,306.0,377.0,452.0,640.0,266.0,573.0,227.0
Antimetabolite,734.0,688.0,477.0,765.0,311.0,433.0,756.0,283.0,299.0,484.0,386.0
Retinoic acid,226.0,759.0,202.0,893.0,404.0,453.0,434.0,707.0,302.0,624.0,235.0
HDAC inhibitor Class I,116.0,458.0,437.0,909.0,81.0,591.0,130.0,823.0,575.0,693.0,413.0
IIa,169.0,960.0,520.0,676.0,161.0,833.0,408.0,472.0,275.0,846.0,465.0
IIb,204.0,61.0,695.0,779.0,86.0,305.0,79.0,934.0,848.0,348.0,149.0
IV,324.0,350.0,797.0,846.0,311.0,308.0,465.0,524.0,648.0,155.0,320.0
MEK1,137.0,110.0,596.0,656.0,69.0,781.0,41.0,706.0,828.0,683.0,171.0
MEK2,352.0,526.0,601.0,307.0,220.0,900.0,229.0,398.0,676.0,806.0,460.0
PARP1,105.0,700.0,316.0,936.0,81.0,523.0,203.0,838.0,347.0,557.0,97.0
PARP2,281.0,950.0,161.0,747.0,212.0,846.0,451.0,341.0,228.0,878.0,381.0
TEC,35.0,834.0,214.0,783.0,20.0,560.0,408.0,981.0,232.0,951.0,329.0
CRBN,260.0,328.0,754.0,776.0,323.0,463.0,379.0,584.0,528.0,599.0,298.0
CHEK1,325.0,280.0,451.0,919.0,78.0,396.0,233.0,781.0,631.0,712.0,349.0
CHEK2,483.0,80.0,595.0,788.0,170.0,509.0,200.0,750.0,833.0,543.0,636.0
NTRK1,314.0,777.0,97.0,771.0,36.0,355.0,330.0,877.0,582.0,761.0,359.0
NTRK3,579.0,781.0,567.0,191.0,307.0,215.0,916.0,502.0,347.0,636.0,701.0
p38,133.0,571.0,301.0,950.0,65.0,635.0,56.0,843.0,635.0,745.0,155.0
TBK1,55.0,902.0,185.0,870.0,59.0,725.0,260.0,827.0,134.0,959.0,465.0
DNAPK,95.0,216.0,365.0,932.0,291.0,816.0,25.0,595.0,447.0,900.0,376.0
PIM1,716.0,982.0,525.0,353.0,654.0,337.0,749.0,147.0,194.0,282.0,107.0
JNK,705.0,797.0,387.0,728.0,440.0,280.0,649.0,394.0,387.0,515.0,617.0
WEE1,304.0,791.0,377.0,942.0,181.0,169.0,443.0,637.0,311.0,430.0,56.0
MDM2,116.0,840.0,568.0,714.0,176.0,440.0,675.0,716.0,237.0,751.0,256.0
FGFR3,124.0,819.0,808.0,244.0,110.0,925.0,324.0,220.0,140.0,992.0,934.0
PI3K (Class 1),172.0,870.0,211.0,621.0,146.0,325.0,645.0,737.0,104.0,929.0,583.0
PPM1D,325.0,874.0,132.0,898.0,179.0,527.0,99.0,419.0,346.0,684.0,142.0
RAC1,315.0,985.0,224.0,576.0,335.0,694.0,448.0,156.0,50.0,910.0,346.0
RAC2,308.0,934.0,311.0,496.0,313.0,766.0,311.0,272.0,108.0,891.0,216.0
RAC3,266.0,971.0,235.0,805.0,146.0,770.0,127.0,285.0,122.0,858.0,125.0
S6K1,170.0,981.0,218.0,658.0,235.0,813.0,203.0,347.0,105.0,890.0,236.0
LOK,673.0,432.0,700.0,74.0,860.0,314.0,962.0,202.0,304.0,414.0,710.0
TRCB,719.0,250.0,664.0,246.0,671.0,286.0,840.0,543.0,527.0,143.0,646.0
ABL(T315I),822.0,127.0,806.0,377.0,581.0,570.0,804.0,257.0,615.0,196.0,682.0
ADCK4,596.0,823.0,254.0,168.0,527.0,664.0,867.0,261.0,149.0,917.0,831.0
BRSK2,272.0,263.0,619.0,763.0,411.0,900.0,169.0,367.0,489.0,849.0,609.0
MARK4,73.0,579.0,494.0,832.0,607.0,390.0,659.0,553.0,454.0,559.0,539.0
PRKCD,774.0,422.0,905.0,282.0,544.0,442.0,936.0,225.0,416.0,571.0,647.0
SPRK1,94.0,747.0,254.0,849.0,135.0,907.0,56.0,436.0,111.0,935.0,460.0
MAPK7,854.0,12.0,747.0,357.0,863.0,406.0,308.0,603.0,938.0,82.0,623.0
ATR,336.0,56.0,515.0,252.0,668.0,612.0,253.0,838.0,795.0,485.0,739.0
ALK4,340.0,881.0,736.0,515.0,351.0,712.0,498.0,91.0,347.0,688.0,573.0
ESR1,249.0,522.0,754.0,866.0,673.0,377.0,476.0,330.0,654.0,224.0,644.0
EGLN1,237.0,704.0,439.0,593.0,291.0,774.0,214.0,364.0,380.0,734.0,255.0
RNA helicase A,136.0,919.0,189.0,816.0,105.0,642.0,256.0,659.0,200.0,826.0,185.0
Induces reactive oxygen species,641.0,747.0,444.0,759.0,588.0,283.0,616.0,74.0,504.0,227.0,441.0
NAMPT,882.0,666.0,649.0,64.0,749.0,185.0,978.0,196.0,426.0,244.0,699.0
TRAIL receptor agonist,116.0,921.0,232.0,613.0,376.0,690.0,262.0,830.0,109.0,668.0,370.0
L3MBTL3,241.0,976.0,117.0,715.0,397.0,860.0,271.0,311.0,52.0,820.0,364.0
DOT1L,320.0,615.0,416.0,775.0,150.0,850.0,149.0,344.0,204.0,883.0,336.0
DNA alkylating agent,449.0,826.0,307.0,585.0,679.0,613.0,350.0,249.0,379.0,565.0,250.0
NAE,59.0,853.0,373.0,816.0,81.0,437.0,381.0,844.0,186.0,864.0,401.0
