,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
GSK3B,186.0,749.0,979.0,951.0,144.0,540.0,175.0,73.0,297.0,152.0,996.0
PDGFRA,456.0,43.0,305.0,737.0,329.0,179.0,454.0,936.0,757.0,969.0,93.0
VEGFR2,108.0,834.0,205.0,733.0,168.0,512.0,672.0,369.0,683.0,966.0,586.0
FGFR1,2.0,409.0,208.0,985.0,1.0,751.0,966.0,968.0,188.0,506.0,938.0
TIE2,59.0,404.0,73.0,579.0,75.0,523.0,645.0,912.0,14.0,998.0,145.0
JNK2,8.0,665.0,868.0,970.0,154.0,383.0,891.0,336.0,768.0,730.0,552.0
JNK3,634.0,58.0,5.0,902.0,146.0,504.0,99.0,967.0,732.0,864.0,663.0
FAK,5.0,98.0,865.0,976.0,793.0,805.0,812.0,28.0,589.0,793.0,955.0
FAK2,4.0,95.0,858.0,1000.0,572.0,785.0,828.0,320.0,576.0,495.0,959.0
BRD2,110.0,224.0,742.0,997.0,0.0,526.0,191.0,996.0,110.0,926.0,642.0
BRD3,158.0,39.0,816.0,871.0,2.0,552.0,907.0,963.0,27.0,777.0,103.0
BRD4,73.0,345.0,170.0,929.0,676.0,790.0,590.0,522.0,923.0,866.0,614.0
BRDT,97.0,595.0,832.0,886.0,748.0,408.0,846.0,15.0,593.0,189.0,979.0
HDAC2,2.0,557.0,611.0,955.0,651.0,734.0,995.0,69.0,365.0,580.0,821.0
HIF-PH,398.0,0.0,219.0,992.0,266.0,192.0,76.0,1000.0,542.0,502.0,266.0
Farnesyl-transferase (FNTA),6.0,210.0,740.0,984.0,146.0,824.0,969.0,940.0,675.0,177.0,659.0
PDK1 (PDPK1),861.0,610.0,134.0,0.0,997.0,292.0,627.0,752.0,10.0,432.0,5.0
not defined,772.0,910.0,562.0,1.0,673.0,746.0,106.0,53.0,119.0,944.0,319.0
XIAP,0.0,596.0,475.0,937.0,90.0,366.0,539.0,344.0,622.0,1000.0,591.0
PPARgamma,17.0,575.0,823.0,1000.0,5.0,211.0,132.0,861.0,541.0,965.0,614.0
PPARdelta,2.0,560.0,155.0,993.0,92.0,527.0,186.0,374.0,995.0,1000.0,472.0
Procaspase-3,0.0,821.0,163.0,824.0,173.0,722.0,978.0,49.0,956.0,1000.0,541.0
Procaspase-7,10.0,579.0,362.0,699.0,29.0,647.0,950.0,148.0,779.0,998.0,346.0
PAK1,98.0,745.0,277.0,51.0,230.0,376.0,798.0,717.0,296.0,1000.0,20.0
SGK2,19.0,293.0,737.0,981.0,785.0,564.0,161.0,246.0,802.0,942.0,908.0
SGK3,22.0,126.0,544.0,684.0,989.0,653.0,523.0,60.0,709.0,926.0,579.0
SYK,36.0,158.0,262.0,968.0,15.0,409.0,555.0,992.0,286.0,970.0,219.0
Antimetabolite (DNA & RNA),959.0,20.0,284.0,413.0,219.0,916.0,662.0,998.0,648.0,16.0,267.0
SERCA,33.0,510.0,500.0,993.0,67.0,622.0,13.0,360.0,704.0,980.0,972.0
BCL2,488.0,795.0,884.0,37.0,459.0,314.0,988.0,41.0,109.0,423.0,153.0
BCL-XL,334.0,721.0,353.0,44.0,971.0,516.0,995.0,18.0,564.0,956.0,58.0
BCL-W,250.0,39.0,289.0,315.0,305.0,599.0,963.0,636.0,235.0,989.0,56.0
MCL1,190.0,408.0,352.0,963.0,501.0,528.0,4.0,785.0,619.0,704.0,933.0
Retinioic X receptor (RXR) agonist,1.0,252.0,877.0,1000.0,0.0,910.0,505.0,610.0,144.0,853.0,980.0
dsDNA break induction,938.0,448.0,171.0,6.0,970.0,732.0,973.0,512.0,907.0,207.0,23.0
BTK,989.0,15.0,422.0,25.0,411.0,277.0,392.0,997.0,76.0,271.0,7.0
HSP90,990.0,439.0,786.0,15.0,990.0,256.0,905.0,6.0,961.0,137.0,205.0
Biguanide agent,543.0,152.0,567.0,843.0,1.0,741.0,133.0,996.0,279.0,872.0,211.0
PDGFRB,981.0,415.0,329.0,397.0,419.0,512.0,358.0,699.0,48.0,7.0,711.0
IKK1,550.0,717.0,940.0,914.0,8.0,375.0,167.0,585.0,94.0,99.0,868.0
IKK2,230.0,307.0,577.0,337.0,819.0,787.0,976.0,84.0,889.0,866.0,90.0
Amyloid beta20,262.0,215.0,979.0,984.0,15.0,782.0,307.0,813.0,929.0,781.0,934.0
Amyloid beta40,44.0,880.0,1000.0,913.0,26.0,232.0,851.0,68.0,113.0,50.0,768.0
JAK1,359.0,30.0,599.0,997.0,872.0,507.0,633.0,502.0,998.0,374.0,390.0
JAK2,482.0,83.0,586.0,525.0,983.0,699.0,957.0,504.0,964.0,102.0,142.0
JNK1,800.0,448.0,283.0,580.0,935.0,872.0,401.0,31.0,669.0,416.0,586.0
KSP,843.0,500.0,782.0,473.0,915.0,285.0,285.0,0.0,22.0,188.0,896.0
CDK6,996.0,741.0,675.0,10.0,615.0,302.0,671.0,405.0,55.0,24.0,295.0
p38alpha,917.0,678.0,969.0,471.0,467.0,666.0,806.0,142.0,326.0,20.0,387.0
p38beta,817.0,743.0,633.0,893.0,123.0,629.0,403.0,660.0,833.0,113.0,67.0
PI3K (class 1),652.0,781.0,270.0,600.0,148.0,248.0,57.0,923.0,5.0,638.0,259.0
PI3Kgamma,380.0,643.0,632.0,10.0,648.0,750.0,990.0,44.0,257.0,952.0,17.0
PKCB,817.0,855.0,996.0,251.0,267.0,764.0,944.0,9.0,27.0,37.0,501.0
RSK,55.0,622.0,964.0,710.0,363.0,880.0,995.0,155.0,384.0,180.0,333.0
PI3Kdelta,235.0,556.0,903.0,783.0,139.0,365.0,895.0,737.0,8.0,180.0,344.0
G9a and GLP methyltransferases,989.0,368.0,217.0,618.0,10.0,924.0,34.0,997.0,130.0,38.0,352.0
FLT4,852.0,691.0,207.0,117.0,194.0,950.0,321.0,748.0,664.0,555.0,279.0
AXL,715.0,857.0,61.0,2.0,802.0,681.0,577.0,245.0,78.0,808.0,111.0
NTRK2,1000.0,314.0,391.0,50.0,812.0,578.0,2.0,313.0,66.0,16.0,858.0
IRAK1,995.0,270.0,360.0,14.0,117.0,696.0,416.0,640.0,797.0,234.0,33.0
LTK,63.0,769.0,462.0,794.0,407.0,393.0,968.0,302.0,878.0,903.0,40.0
Autophagy inducer,843.0,18.0,422.0,976.0,512.0,242.0,302.0,949.0,616.0,396.0,198.0
TAK1,831.0,803.0,12.0,60.0,210.0,830.0,693.0,981.0,749.0,855.0,48.0
MAP4K2,463.0,831.0,946.0,843.0,3.0,592.0,256.0,346.0,15.0,515.0,665.0
TAK,432.0,800.0,794.0,692.0,9.0,491.0,272.0,461.0,89.0,955.0,187.0
ERK2,82.0,786.0,823.0,64.0,576.0,973.0,962.0,54.0,769.0,803.0,416.0
ERK1,810.0,444.0,713.0,316.0,706.0,245.0,607.0,588.0,323.0,220.0,186.0
HDAC6,996.0,29.0,250.0,369.0,47.0,511.0,53.0,991.0,99.0,724.0,38.0
HDAC8,255.0,852.0,424.0,258.0,976.0,533.0,517.0,122.0,727.0,733.0,248.0
Endothelin-1 receptor (EDNRA),334.0,665.0,993.0,836.0,402.0,305.0,637.0,21.0,748.0,281.0,722.0
BIRC5,970.0,77.0,184.0,601.0,1.0,605.0,55.0,996.0,158.0,430.0,409.0
MDM4,313.0,121.0,15.0,390.0,41.0,376.0,354.0,1000.0,666.0,1000.0,24.0
HDAC,74.0,832.0,54.0,778.0,128.0,974.0,50.0,636.0,417.0,948.0,833.0
RAR,302.0,646.0,28.0,732.0,317.0,996.0,29.0,453.0,873.0,968.0,772.0
HDAC1-10,957.0,37.0,123.0,520.0,18.0,459.0,71.0,981.0,140.0,890.0,174.0
VEGFR1,999.0,863.0,852.0,141.0,810.0,207.0,222.0,24.0,237.0,0.0,677.0
VEGFR3,888.0,802.0,589.0,711.0,106.0,497.0,176.0,549.0,758.0,299.0,844.0
MEK5,323.0,827.0,92.0,32.0,549.0,804.0,841.0,399.0,752.0,991.0,38.0
MTORC2,972.0,228.0,288.0,6.0,989.0,279.0,776.0,633.0,707.0,332.0,6.0
Angiopoietin-1 receptor,70.0,723.0,854.0,775.0,616.0,619.0,520.0,18.0,834.0,989.0,302.0
JAK3,124.0,856.0,658.0,402.0,672.0,877.0,893.0,83.0,918.0,672.0,293.0
IKKB,87.0,53.0,351.0,869.0,481.0,988.0,892.0,742.0,742.0,744.0,387.0
MAP3K8,673.0,894.0,691.0,139.0,485.0,816.0,596.0,91.0,612.0,903.0,14.0
MPS1,999.0,12.0,507.0,168.0,868.0,653.0,370.0,968.0,340.0,1.0,561.0
EPHB4,521.0,896.0,656.0,117.0,122.0,620.0,561.0,141.0,136.0,938.0,161.0
RNA Polymerase 1,912.0,96.0,15.0,28.0,270.0,686.0,411.0,998.0,467.0,959.0,8.0
PI3Kalpha,995.0,179.0,352.0,32.0,179.0,42.0,157.0,999.0,2.0,425.0,9.0
DAPK3,992.0,195.0,471.0,32.0,354.0,106.0,214.0,952.0,8.0,209.0,11.0
CLK4,879.0,579.0,496.0,90.0,279.0,26.0,168.0,984.0,8.0,514.0,11.0
PIM3,432.0,689.0,559.0,746.0,11.0,65.0,118.0,972.0,23.0,950.0,49.0
HIPK2,984.0,345.0,459.0,49.0,318.0,198.0,342.0,979.0,4.0,591.0,22.0
ALK5,797.0,873.0,672.0,57.0,63.0,672.0,386.0,169.0,663.0,966.0,93.0
TNKS1,1000.0,309.0,932.0,301.0,275.0,683.0,3.0,174.0,338.0,65.0,719.0
TNKS2,712.0,953.0,639.0,10.0,77.0,201.0,451.0,133.0,157.0,993.0,75.0
ROCK,994.0,16.0,718.0,97.0,925.0,221.0,301.0,612.0,31.0,425.0,46.0
PYKFYVE,785.0,858.0,810.0,171.0,81.0,465.0,29.0,109.0,280.0,924.0,349.0
DDR1,968.0,163.0,113.0,3.0,840.0,244.0,652.0,993.0,326.0,583.0,2.0
RIPK1,999.0,40.0,548.0,4.0,964.0,148.0,388.0,908.0,177.0,66.0,3.0
CAMK2,954.0,98.0,690.0,75.0,977.0,553.0,765.0,790.0,211.0,11.0,471.0
LXR,748.0,646.0,733.0,438.0,971.0,94.0,165.0,54.0,686.0,858.0,125.0
FXR,894.0,310.0,732.0,94.0,999.0,89.0,414.0,7.0,545.0,849.0,72.0
SIRT1,820.0,68.0,989.0,990.0,112.0,459.0,735.0,884.0,421.0,5.0,423.0
AMPK agonist,756.0,219.0,572.0,375.0,940.0,606.0,946.0,324.0,985.0,243.0,258.0
TOP1,584.0,814.0,28.0,19.0,989.0,548.0,918.0,411.0,790.0,343.0,396.0
Antimetabolite,804.0,744.0,79.0,21.0,1000.0,397.0,233.0,7.0,786.0,380.0,662.0
Retinoic acid,29.0,896.0,360.0,799.0,36.0,849.0,896.0,326.0,666.0,936.0,759.0
HDAC inhibitor Class I,723.0,854.0,86.0,130.0,912.0,784.0,660.0,191.0,957.0,819.0,500.0
IIa,789.0,586.0,699.0,982.0,67.0,405.0,735.0,838.0,580.0,4.0,688.0
IIb,988.0,237.0,535.0,199.0,183.0,804.0,724.0,907.0,563.0,44.0,637.0
IV,369.0,840.0,378.0,60.0,998.0,341.0,996.0,0.0,940.0,125.0,107.0
MEK1,46.0,981.0,821.0,64.0,467.0,930.0,902.0,704.0,885.0,33.0,869.0
MEK2,83.0,952.0,532.0,20.0,756.0,990.0,975.0,489.0,927.0,155.0,589.0
PARP1,962.0,829.0,815.0,27.0,269.0,657.0,764.0,794.0,787.0,2.0,725.0
PARP2,604.0,923.0,127.0,72.0,596.0,531.0,836.0,446.0,873.0,547.0,545.0
TEC,898.0,583.0,122.0,0.0,999.0,536.0,792.0,101.0,800.0,369.0,163.0
CRBN,80.0,787.0,567.0,997.0,258.0,297.0,40.0,899.0,969.0,294.0,964.0
CHEK1,803.0,737.0,532.0,56.0,967.0,175.0,307.0,171.0,404.0,36.0,927.0
CHEK2,554.0,797.0,484.0,147.0,974.0,256.0,233.0,268.0,167.0,143.0,948.0
NTRK1,254.0,807.0,441.0,1.0,932.0,476.0,982.0,105.0,654.0,967.0,65.0
NTRK3,268.0,908.0,913.0,782.0,192.0,363.0,285.0,174.0,37.0,105.0,992.0
p38,22.0,999.0,919.0,978.0,20.0,640.0,561.0,452.0,949.0,243.0,946.0
TBK1,105.0,130.0,491.0,999.0,500.0,326.0,600.0,492.0,943.0,279.0,772.0
DNAPK,456.0,771.0,990.0,956.0,248.0,38.0,432.0,288.0,122.0,85.0,510.0
PIM1,174.0,808.0,922.0,977.0,61.0,517.0,649.0,47.0,760.0,686.0,979.0
JNK,465.0,323.0,997.0,963.0,91.0,219.0,358.0,330.0,806.0,295.0,746.0
WEE1,692.0,940.0,535.0,924.0,18.0,567.0,53.0,464.0,887.0,717.0,912.0
MDM2,754.0,782.0,155.0,136.0,231.0,206.0,970.0,991.0,804.0,199.0,46.0
FGFR3,633.0,419.0,630.0,970.0,49.0,796.0,200.0,924.0,766.0,249.0,891.0
PI3K (Class 1),181.0,999.0,258.0,295.0,952.0,644.0,444.0,2.0,743.0,582.0,907.0
PPM1D,310.0,302.0,964.0,979.0,176.0,779.0,428.0,92.0,496.0,146.0,982.0
RAC1,78.0,159.0,649.0,975.0,746.0,457.0,415.0,45.0,970.0,693.0,960.0
RAC2,960.0,102.0,932.0,964.0,56.0,140.0,200.0,641.0,986.0,309.0,740.0
RAC3,167.0,839.0,960.0,987.0,213.0,471.0,319.0,3.0,985.0,779.0,973.0
S6K1,194.0,476.0,976.0,986.0,183.0,697.0,612.0,10.0,917.0,307.0,989.0
LOK,960.0,9.0,20.0,437.0,990.0,666.0,290.0,893.0,985.0,235.0,514.0
TRCB,975.0,71.0,391.0,620.0,954.0,416.0,377.0,826.0,442.0,1.0,862.0
ABL(T315I),997.0,35.0,14.0,60.0,965.0,695.0,223.0,954.0,936.0,30.0,410.0
ADCK4,997.0,31.0,303.0,92.0,973.0,359.0,621.0,958.0,439.0,4.0,288.0
BRSK2,920.0,350.0,165.0,909.0,372.0,880.0,215.0,852.0,936.0,65.0,965.0
MARK4,965.0,143.0,579.0,310.0,293.0,619.0,749.0,814.0,613.0,2.0,553.0
PRKCD,997.0,218.0,391.0,746.0,487.0,586.0,85.0,912.0,982.0,62.0,558.0
SPRK1,601.0,163.0,234.0,948.0,329.0,917.0,234.0,963.0,884.0,32.0,795.0
MAPK7,433.0,391.0,58.0,761.0,928.0,817.0,241.0,186.0,965.0,588.0,692.0
ATR,815.0,386.0,92.0,51.0,993.0,838.0,619.0,316.0,961.0,520.0,176.0
ALK4,920.0,292.0,841.0,978.0,312.0,270.0,62.0,851.0,602.0,3.0,946.0
ESR1,895.0,598.0,966.0,853.0,41.0,496.0,516.0,758.0,209.0,13.0,463.0
EGLN1,354.0,967.0,983.0,531.0,327.0,233.0,484.0,33.0,110.0,61.0,946.0
RNA helicase A,808.0,234.0,342.0,694.0,677.0,571.0,195.0,688.0,884.0,94.0,925.0
Induces reactive oxygen species,265.0,551.0,5.0,656.0,713.0,820.0,234.0,955.0,989.0,822.0,516.0
NAMPT,48.0,501.0,3.0,739.0,798.0,723.0,237.0,410.0,992.0,1000.0,481.0
TRAIL receptor agonist,208.0,593.0,658.0,806.0,574.0,226.0,181.0,40.0,171.0,787.0,879.0
L3MBTL3,50.0,855.0,999.0,999.0,9.0,375.0,295.0,54.0,624.0,248.0,985.0
DOT1L,280.0,963.0,982.0,796.0,499.0,367.0,580.0,2.0,637.0,80.0,967.0
DNA alkylating agent,534.0,162.0,530.0,815.0,343.0,706.0,965.0,975.0,928.0,6.0,795.0
NAE,266.0,554.0,220.0,575.0,510.0,894.0,830.0,412.0,954.0,699.0,841.0
