,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
RAC1,46.0,986.0,982.0,802.0,1000.0,42.0,141.0,2.0,346.0,536.0,37.0
RAC2,595.0,981.0,970.0,700.0,1000.0,420.0,235.0,6.0,143.0,435.0,234.0
RAC3,755.0,765.0,658.0,627.0,905.0,40.0,904.0,19.0,45.0,76.0,1.0
S6K1,28.0,996.0,279.0,431.0,540.0,954.0,17.0,912.0,883.0,456.0,513.0
LOK,981.0,794.0,990.0,287.0,518.0,17.0,256.0,15.0,788.0,6.0,90.0
TRCB,995.0,844.0,992.0,118.0,997.0,925.0,118.0,0.0,481.0,857.0,954.0
ABL(T315I),946.0,801.0,833.0,746.0,86.0,48.0,705.0,296.0,155.0,6.0,49.0
ADCK4,990.0,805.0,973.0,146.0,105.0,55.0,73.0,548.0,769.0,15.0,773.0
BRSK2,857.0,581.0,334.0,498.0,105.0,5.0,298.0,965.0,152.0,819.0,912.0
MARK4,545.0,426.0,200.0,982.0,119.0,273.0,957.0,901.0,9.0,876.0,650.0
PRKCD,460.0,154.0,590.0,780.0,842.0,29.0,640.0,738.0,178.0,831.0,797.0
SPRK1,804.0,233.0,790.0,796.0,215.0,1.0,815.0,670.0,97.0,51.0,360.0
MAPK7,879.0,550.0,812.0,856.0,883.0,0.0,522.0,267.0,12.0,570.0,348.0
ATR,652.0,657.0,788.0,914.0,57.0,102.0,502.0,648.0,18.0,885.0,878.0
ALK4,980.0,180.0,733.0,622.0,13.0,372.0,833.0,908.0,85.0,580.0,345.0
ESR1,709.0,272.0,672.0,102.0,1.0,890.0,590.0,994.0,559.0,586.0,606.0
EGLN1,942.0,489.0,925.0,318.0,371.0,158.0,348.0,176.0,44.0,655.0,233.0
RNA helicase A,828.0,344.0,922.0,829.0,944.0,159.0,673.0,156.0,23.0,95.0,4.0
Induces reactive oxygen species,757.0,392.0,456.0,986.0,0.0,27.0,405.0,1000.0,120.0,221.0,948.0
NAMPT,708.0,187.0,441.0,336.0,161.0,978.0,271.0,576.0,606.0,697.0,965.0
TRAIL receptor agonist,361.0,469.0,937.0,41.0,145.0,383.0,453.0,472.0,982.0,138.0,714.0
L3MBTL3,741.0,975.0,622.0,258.0,651.0,543.0,337.0,131.0,328.0,236.0,404.0
DOT1L,595.0,769.0,890.0,230.0,1000.0,373.0,400.0,4.0,27.0,801.0,80.0
DNA alkylating agent,385.0,377.0,315.0,660.0,127.0,785.0,967.0,862.0,554.0,439.0,161.0
NAE,546.0,568.0,920.0,916.0,1000.0,82.0,777.0,1.0,6.0,866.0,68.0
