,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
KIF11,1000.0,314.0,2.0,0.0,42.0,595.0,773.0,933.0,534.0,806.0,863.0
gamma-secretase,1000.0,245.0,1.0,0.0,967.0,645.0,611.0,161.0,93.0,930.0,883.0
Ephrins,990.0,110.0,282.0,179.0,1000.0,921.0,5.0,0.0,352.0,699.0,688.0
BCR-ABL,0.0,214.0,973.0,1000.0,983.0,612.0,494.0,1.0,760.0,743.0,1000.0
CDK1,517.0,638.0,0.0,451.0,122.0,467.0,988.0,441.0,931.0,771.0,991.0
CDK2,963.0,51.0,14.0,47.0,43.0,800.0,898.0,1000.0,908.0,45.0,558.0
CDK5,996.0,28.0,115.0,34.0,724.0,606.0,933.0,358.0,816.0,263.0,294.0
CDK7,532.0,460.0,120.0,521.0,855.0,136.0,673.0,108.0,233.0,969.0,65.0
CDK9,1000.0,19.0,419.0,172.0,1000.0,543.0,574.0,0.0,11.0,862.0,654.0
PKC,935.0,206.0,890.0,267.0,1000.0,583.0,16.0,0.0,333.0,648.0,955.0
CDK4,969.0,66.0,141.0,13.0,971.0,473.0,591.0,84.0,338.0,916.0,791.0
LCK,958.0,54.0,950.0,876.0,1000.0,414.0,63.0,0.0,181.0,377.0,452.0
FYN,967.0,7.0,260.0,336.0,985.0,621.0,195.0,51.0,779.0,629.0,790.0
BMX,1000.0,39.0,278.0,21.0,960.0,555.0,319.0,769.0,346.0,49.0,588.0
PLK1,1000.0,475.0,2.0,0.0,488.0,724.0,541.0,205.0,373.0,940.0,917.0
PLK2,1000.0,232.0,14.0,42.0,979.0,343.0,949.0,5.0,737.0,522.0,651.0
PLK3,2.0,385.0,600.0,845.0,9.0,189.0,459.0,911.0,899.0,871.0,871.0
IGF1R,758.0,905.0,956.0,85.0,21.0,93.0,433.0,1000.0,5.0,182.0,28.0
IR,872.0,232.0,585.0,448.0,938.0,965.0,167.0,77.0,586.0,501.0,766.0
ITK,994.0,14.0,595.0,52.0,784.0,206.0,363.0,825.0,162.0,144.0,208.0
RSK2,1000.0,583.0,17.0,0.0,31.0,82.0,958.0,960.0,57.0,449.0,404.0
Dihydrofolate reductase (DHFR),845.0,10.0,46.0,181.0,235.0,91.0,985.0,995.0,664.0,279.0,460.0
MTOR,999.0,150.0,25.0,4.0,999.0,981.0,60.0,3.0,434.0,733.0,944.0
AKT1,746.0,972.0,236.0,300.0,320.0,977.0,653.0,286.0,507.0,306.0,992.0
AKT2,768.0,927.0,942.0,781.0,968.0,737.0,79.0,47.0,6.0,294.0,609.0
AKT3,993.0,0.0,1.0,264.0,855.0,37.0,852.0,120.0,934.0,581.0,93.0
HDAC1,1000.0,612.0,940.0,0.0,57.0,443.0,67.0,595.0,553.0,194.0,812.0
HDAC3,1000.0,421.0,1.0,0.0,280.0,128.0,964.0,994.0,78.0,589.0,10.0
IKK,395.0,133.0,823.0,914.0,981.0,158.0,868.0,151.0,410.0,114.0,78.0
PI3Kbeta,394.0,61.0,993.0,996.0,1000.0,831.0,10.0,0.0,342.0,548.0,961.0
ERK5,29.0,8.0,1000.0,997.0,999.0,161.0,33.0,114.0,233.0,448.0,64.0
BET,766.0,33.0,979.0,931.0,986.0,916.0,44.0,194.0,144.0,134.0,661.0
EIF2A,716.0,54.0,502.0,511.0,995.0,771.0,290.0,82.0,127.0,714.0,103.0
ERBB2,999.0,127.0,972.0,79.0,683.0,731.0,407.0,179.0,151.0,33.0,330.0
ROCK1,19.0,30.0,994.0,1000.0,999.0,432.0,5.0,9.0,759.0,553.0,722.0
ROCK2,106.0,5.0,907.0,1000.0,995.0,317.0,295.0,241.0,776.0,155.0,374.0
Anthracycline,998.0,93.0,186.0,271.0,982.0,221.0,606.0,18.0,503.0,242.0,28.0
TOP2,774.0,390.0,136.0,487.0,392.0,586.0,474.0,162.0,909.0,614.0,223.0
Pyrimidine antimetabolite,716.0,650.0,196.0,606.0,368.0,585.0,659.0,54.0,786.0,507.0,568.0
DNA crosslinker,610.0,543.0,106.0,445.0,80.0,425.0,870.0,647.0,810.0,369.0,302.0
Microtubule destabiliser,962.0,213.0,31.0,107.0,993.0,952.0,49.0,70.0,753.0,780.0,690.0
SHP-1 (PTPN6),12.0,748.0,290.0,983.0,125.0,29.0,962.0,633.0,889.0,711.0,633.0
SHP-2 (PTPN11),76.0,607.0,727.0,932.0,126.0,6.0,908.0,232.0,818.0,677.0,618.0
AR,0.0,251.0,591.0,1000.0,380.0,353.0,893.0,331.0,997.0,303.0,966.0
ARFGAP1,99.0,939.0,235.0,827.0,0.0,184.0,994.0,422.0,973.0,418.0,879.0
ATM,52.0,995.0,509.0,571.0,270.0,987.0,64.0,175.0,536.0,630.0,851.0
PPK,0.0,645.0,1000.0,1000.0,991.0,787.0,6.0,2.0,956.0,441.0,783.0
FLT1,0.0,228.0,1000.0,1000.0,974.0,536.0,29.0,17.0,559.0,531.0,313.0
c-FGR,0.0,769.0,1000.0,1000.0,874.0,845.0,5.0,49.0,968.0,499.0,770.0
GSK3A,19.0,346.0,951.0,962.0,720.0,559.0,130.0,269.0,423.0,828.0,936.0
GSK3B,53.0,965.0,892.0,652.0,66.0,750.0,43.0,990.0,68.0,610.0,994.0
PDGFRA,418.0,979.0,955.0,678.0,9.0,546.0,346.0,903.0,310.0,8.0,355.0
VEGFR2,29.0,165.0,907.0,996.0,997.0,5.0,719.0,1.0,787.0,458.0,20.0
FGFR1,0.0,28.0,895.0,1000.0,1000.0,585.0,117.0,1.0,1000.0,472.0,808.0
TIE2,10.0,60.0,780.0,999.0,1000.0,146.0,56.0,0.0,646.0,727.0,37.0
JNK2,883.0,824.0,701.0,606.0,714.0,264.0,839.0,17.0,194.0,156.0,843.0
JNK3,980.0,131.0,49.0,198.0,171.0,694.0,192.0,974.0,889.0,28.0,157.0
FAK,433.0,31.0,967.0,890.0,938.0,333.0,55.0,417.0,313.0,160.0,161.0
FAK2,828.0,12.0,668.0,660.0,991.0,249.0,340.0,294.0,840.0,101.0,328.0
BRD2,998.0,153.0,741.0,6.0,24.0,167.0,110.0,990.0,453.0,161.0,37.0
BRD3,998.0,855.0,995.0,12.0,378.0,23.0,227.0,372.0,7.0,270.0,66.0
BRD4,905.0,11.0,637.0,296.0,455.0,878.0,74.0,896.0,979.0,28.0,909.0
BRDT,67.0,569.0,221.0,999.0,926.0,859.0,637.0,7.0,612.0,541.0,588.0
HDAC2,15.0,983.0,911.0,833.0,4.0,849.0,106.0,750.0,763.0,799.0,656.0
HIF-PH,1000.0,262.0,297.0,65.0,955.0,501.0,751.0,205.0,373.0,30.0,150.0
Farnesyl-transferase (FNTA),967.0,914.0,961.0,330.0,999.0,722.0,423.0,0.0,149.0,642.0,520.0
PDK1 (PDPK1),0.0,681.0,987.0,1000.0,565.0,603.0,145.0,47.0,904.0,631.0,982.0
not defined,11.0,880.0,983.0,950.0,821.0,176.0,334.0,61.0,321.0,541.0,267.0
XIAP,358.0,911.0,940.0,821.0,985.0,801.0,326.0,0.0,513.0,770.0,948.0
PPARgamma,645.0,619.0,468.0,468.0,996.0,934.0,153.0,1.0,491.0,578.0,852.0
PPARdelta,689.0,930.0,180.0,344.0,932.0,846.0,543.0,222.0,459.0,217.0,714.0
Procaspase-3,44.0,835.0,913.0,953.0,3.0,4.0,999.0,904.0,955.0,162.0,645.0
Procaspase-7,130.0,718.0,1000.0,861.0,292.0,2.0,679.0,7.0,328.0,180.0,426.0
PAK1,507.0,999.0,810.0,191.0,1.0,49.0,911.0,868.0,87.0,436.0,839.0
SGK2,11.0,545.0,857.0,1000.0,705.0,273.0,700.0,0.0,996.0,331.0,937.0
SGK3,9.0,330.0,948.0,999.0,887.0,263.0,749.0,0.0,999.0,275.0,807.0
SYK,125.0,910.0,455.0,627.0,8.0,40.0,915.0,991.0,482.0,140.0,75.0
Antimetabolite (DNA & RNA),692.0,291.0,168.0,136.0,1.0,257.0,781.0,991.0,833.0,482.0,91.0
SERCA,3.0,424.0,819.0,948.0,870.0,764.0,281.0,19.0,994.0,477.0,984.0
BCL2,1.0,680.0,999.0,951.0,258.0,397.0,495.0,5.0,844.0,794.0,884.0
BCL-XL,514.0,521.0,937.0,164.0,450.0,90.0,955.0,11.0,841.0,887.0,868.0
BCL-W,428.0,960.0,959.0,154.0,787.0,294.0,306.0,17.0,90.0,942.0,301.0
MCL1,1000.0,637.0,13.0,13.0,667.0,792.0,412.0,779.0,46.0,42.0,456.0
Retinioic X receptor (RXR) agonist,899.0,11.0,961.0,923.0,1000.0,501.0,39.0,0.0,253.0,548.0,228.0
dsDNA break induction,794.0,94.0,540.0,547.0,615.0,540.0,572.0,224.0,820.0,232.0,65.0
BTK,993.0,489.0,12.0,158.0,752.0,691.0,580.0,590.0,222.0,276.0,211.0
HSP90,950.0,563.0,604.0,216.0,997.0,733.0,334.0,1.0,107.0,599.0,996.0
Biguanide agent,1000.0,241.0,59.0,2.0,995.0,965.0,105.0,842.0,8.0,250.0,326.0
PDGFRB,508.0,49.0,791.0,963.0,1000.0,282.0,76.0,1.0,109.0,866.0,271.0
IKK1,1000.0,309.0,1.0,0.0,119.0,846.0,966.0,990.0,566.0,259.0,966.0
IKK2,1.0,812.0,461.0,964.0,1.0,237.0,533.0,997.0,860.0,735.0,587.0
Amyloid beta20,713.0,336.0,170.0,210.0,941.0,829.0,727.0,334.0,341.0,377.0,14.0
Amyloid beta40,54.0,603.0,449.0,350.0,825.0,847.0,420.0,687.0,388.0,779.0,109.0
JAK1,973.0,220.0,26.0,3.0,47.0,732.0,981.0,965.0,936.0,256.0,913.0
JAK2,37.0,861.0,987.0,985.0,797.0,265.0,14.0,676.0,7.0,404.0,19.0
JNK1,630.0,1.0,299.0,929.0,986.0,633.0,563.0,518.0,667.0,82.0,860.0
KSP,18.0,770.0,162.0,753.0,151.0,982.0,240.0,353.0,925.0,824.0,995.0
CDK6,1.0,981.0,748.0,811.0,51.0,906.0,66.0,872.0,585.0,897.0,205.0
p38alpha,6.0,949.0,170.0,828.0,0.0,777.0,988.0,999.0,553.0,697.0,724.0
p38beta,54.0,975.0,247.0,516.0,0.0,780.0,954.0,1000.0,570.0,461.0,752.0
PI3K (class 1),854.0,910.0,747.0,270.0,630.0,995.0,1.0,623.0,72.0,154.0,932.0
PI3Kgamma,997.0,956.0,151.0,0.0,450.0,920.0,34.0,974.0,47.0,376.0,575.0
PKCB,483.0,862.0,983.0,550.0,409.0,607.0,109.0,863.0,49.0,117.0,482.0
RSK,0.0,620.0,1000.0,983.0,139.0,654.0,392.0,974.0,342.0,190.0,153.0
PI3Kdelta,960.0,918.0,286.0,34.0,441.0,992.0,26.0,664.0,45.0,711.0,873.0
G9a and GLP methyltransferases,1000.0,5.0,230.0,14.0,717.0,46.0,614.0,932.0,127.0,226.0,183.0
FLT4,8.0,58.0,800.0,999.0,984.0,900.0,5.0,195.0,526.0,571.0,50.0
AXL,5.0,165.0,984.0,999.0,999.0,786.0,11.0,0.0,343.0,862.0,766.0
NTRK2,0.0,586.0,4.0,993.0,796.0,963.0,279.0,571.0,947.0,954.0,739.0
IRAK1,586.0,132.0,92.0,702.0,680.0,577.0,824.0,803.0,677.0,135.0,163.0
LTK,0.0,594.0,999.0,1000.0,187.0,965.0,41.0,198.0,905.0,520.0,789.0
Autophagy inducer,389.0,828.0,605.0,389.0,18.0,669.0,462.0,999.0,3.0,377.0,407.0
TAK1,996.0,916.0,710.0,1.0,162.0,625.0,99.0,987.0,0.0,471.0,10.0
MAP4K2,0.0,234.0,904.0,1000.0,366.0,89.0,480.0,555.0,447.0,746.0,459.0
TAK,15.0,230.0,604.0,905.0,694.0,114.0,358.0,823.0,128.0,891.0,57.0
ERK2,504.0,940.0,710.0,27.0,361.0,193.0,338.0,981.0,23.0,514.0,10.0
ERK1,1.0,606.0,779.0,983.0,0.0,173.0,992.0,998.0,961.0,391.0,907.0
HDAC6,2.0,129.0,488.0,961.0,350.0,731.0,158.0,588.0,956.0,751.0,362.0
HDAC8,652.0,161.0,171.0,296.0,230.0,263.0,940.0,978.0,374.0,503.0,12.0
Endothelin-1 receptor (EDNRA),53.0,861.0,860.0,719.0,156.0,508.0,393.0,901.0,301.0,440.0,239.0
BIRC5,980.0,3.0,146.0,130.0,998.0,531.0,366.0,15.0,911.0,340.0,895.0
MDM4,553.0,470.0,419.0,252.0,11.0,228.0,706.0,942.0,912.0,365.0,843.0
HDAC,2.0,150.0,636.0,967.0,82.0,453.0,554.0,855.0,895.0,825.0,782.0
RAR,0.0,103.0,581.0,1000.0,300.0,597.0,806.0,573.0,984.0,916.0,966.0
HDAC1-10,999.0,98.0,407.0,0.0,637.0,512.0,113.0,546.0,591.0,502.0,909.0
VEGFR1,362.0,327.0,739.0,436.0,848.0,108.0,581.0,446.0,364.0,144.0,440.0
VEGFR3,8.0,622.0,981.0,966.0,982.0,417.0,73.0,137.0,141.0,898.0,792.0
MEK5,6.0,700.0,476.0,824.0,296.0,61.0,633.0,455.0,623.0,857.0,225.0
MTORC2,0.0,973.0,992.0,1000.0,190.0,957.0,17.0,472.0,698.0,397.0,624.0
Angiopoietin-1 receptor,0.0,979.0,502.0,986.0,187.0,170.0,910.0,538.0,307.0,988.0,909.0
JAK3,1.0,992.0,755.0,962.0,368.0,65.0,670.0,344.0,309.0,906.0,500.0
IKKB,1.0,126.0,680.0,956.0,17.0,24.0,913.0,954.0,746.0,849.0,729.0
MAP3K8,11.0,477.0,912.0,948.0,302.0,153.0,586.0,633.0,97.0,877.0,156.0
MPS1,132.0,918.0,655.0,253.0,0.0,12.0,930.0,1000.0,30.0,603.0,45.0
EPHB4,2.0,760.0,978.0,966.0,584.0,82.0,209.0,562.0,83.0,881.0,10.0
RNA Polymerase 1,767.0,212.0,448.0,251.0,118.0,261.0,399.0,566.0,805.0,621.0,62.0
PI3Kalpha,945.0,858.0,361.0,378.0,397.0,537.0,89.0,211.0,130.0,718.0,401.0
DAPK3,793.0,685.0,736.0,667.0,728.0,770.0,22.0,391.0,157.0,603.0,478.0
CLK4,197.0,833.0,742.0,877.0,946.0,946.0,32.0,5.0,421.0,876.0,812.0
PIM3,102.0,692.0,631.0,975.0,357.0,878.0,69.0,160.0,906.0,381.0,614.0
HIPK2,998.0,862.0,361.0,49.0,766.0,712.0,5.0,129.0,40.0,518.0,217.0
ALK5,678.0,375.0,370.0,154.0,1.0,41.0,963.0,999.0,406.0,251.0,68.0
TNKS1,147.0,22.0,742.0,986.0,984.0,516.0,41.0,159.0,879.0,476.0,203.0
TNKS2,0.0,567.0,990.0,1000.0,992.0,786.0,8.0,14.0,581.0,664.0,631.0
ROCK,56.0,1.0,615.0,857.0,159.0,157.0,575.0,970.0,951.0,447.0,955.0
PYKFYVE,0.0,603.0,992.0,1000.0,522.0,69.0,222.0,218.0,689.0,701.0,427.0
DDR1,955.0,723.0,33.0,576.0,898.0,618.0,532.0,211.0,125.0,289.0,46.0
RIPK1,73.0,661.0,324.0,470.0,581.0,939.0,142.0,473.0,363.0,929.0,756.0
CAMK2,617.0,831.0,720.0,388.0,611.0,192.0,665.0,934.0,32.0,247.0,2.0
LXR,82.0,776.0,579.0,747.0,1.0,839.0,357.0,1000.0,594.0,303.0,964.0
FXR,0.0,946.0,961.0,997.0,0.0,907.0,560.0,977.0,732.0,689.0,966.0
SIRT1,191.0,972.0,74.0,682.0,162.0,337.0,912.0,872.0,124.0,799.0,258.0
AMPK agonist,855.0,291.0,346.0,42.0,144.0,200.0,975.0,817.0,338.0,612.0,416.0
TOP1,421.0,725.0,282.0,482.0,242.0,790.0,285.0,306.0,660.0,778.0,391.0
Antimetabolite,0.0,812.0,830.0,885.0,309.0,666.0,568.0,751.0,369.0,942.0,671.0
Retinoic acid,0.0,946.0,767.0,1000.0,324.0,822.0,320.0,504.0,776.0,974.0,788.0
HDAC inhibitor Class I,78.0,350.0,208.0,313.0,0.0,634.0,257.0,947.0,984.0,790.0,741.0
IIa,6.0,997.0,142.0,459.0,0.0,389.0,908.0,1000.0,972.0,607.0,821.0
IIb,0.0,1000.0,542.0,605.0,0.0,882.0,269.0,994.0,959.0,891.0,919.0
IV,16.0,952.0,577.0,328.0,1.0,705.0,216.0,873.0,698.0,696.0,718.0
MEK1,989.0,677.0,383.0,0.0,456.0,888.0,175.0,996.0,169.0,282.0,139.0
MEK2,1000.0,489.0,221.0,0.0,867.0,669.0,85.0,947.0,41.0,52.0,3.0
PARP1,49.0,470.0,330.0,919.0,622.0,818.0,319.0,413.0,853.0,348.0,46.0
PARP2,758.0,926.0,6.0,95.0,22.0,882.0,451.0,993.0,491.0,696.0,71.0
TEC,574.0,695.0,54.0,29.0,68.0,469.0,950.0,900.0,508.0,920.0,241.0
CRBN,4.0,801.0,643.0,889.0,423.0,544.0,723.0,356.0,988.0,594.0,451.0
CHEK1,0.0,767.0,581.0,998.0,118.0,599.0,647.0,291.0,952.0,992.0,869.0
CHEK2,1.0,879.0,673.0,993.0,122.0,42.0,944.0,766.0,658.0,457.0,504.0
NTRK1,32.0,724.0,310.0,669.0,40.0,189.0,961.0,914.0,786.0,865.0,523.0
NTRK3,0.0,875.0,748.0,1000.0,947.0,975.0,65.0,1.0,895.0,986.0,991.0
p38,43.0,549.0,613.0,346.0,269.0,452.0,966.0,547.0,919.0,683.0,702.0
TBK1,3.0,852.0,998.0,1000.0,998.0,964.0,4.0,0.0,294.0,756.0,945.0
DNAPK,0.0,460.0,684.0,989.0,100.0,758.0,815.0,681.0,966.0,872.0,992.0
PIM1,2.0,229.0,440.0,990.0,0.0,485.0,984.0,971.0,997.0,356.0,840.0
JNK,58.0,663.0,265.0,812.0,41.0,109.0,999.0,543.0,962.0,386.0,827.0
WEE1,3.0,442.0,285.0,869.0,940.0,960.0,283.0,1.0,967.0,997.0,926.0
MDM2,3.0,830.0,967.0,977.0,775.0,659.0,131.0,649.0,128.0,575.0,0.0
FGFR3,0.0,233.0,994.0,1000.0,436.0,975.0,48.0,173.0,994.0,398.0,987.0
PI3K (Class 1),102.0,91.0,776.0,721.0,1000.0,968.0,117.0,1.0,916.0,970.0,990.0
PPM1D,20.0,632.0,526.0,920.0,457.0,845.0,142.0,821.0,722.0,467.0,340.0
RAC1,754.0,603.0,800.0,381.0,7.0,472.0,485.0,1000.0,302.0,26.0,46.0
RAC2,883.0,672.0,467.0,402.0,495.0,505.0,456.0,768.0,207.0,58.0,65.0
RAC3,758.0,738.0,271.0,412.0,452.0,474.0,715.0,850.0,541.0,41.0,40.0
S6K1,61.0,935.0,425.0,562.0,150.0,490.0,662.0,979.0,373.0,400.0,127.0
LOK,668.0,744.0,25.0,111.0,243.0,561.0,582.0,972.0,143.0,845.0,34.0
TRCB,837.0,647.0,1.0,14.0,146.0,819.0,856.0,960.0,842.0,900.0,705.0
ABL(T315I),814.0,642.0,15.0,44.0,177.0,643.0,595.0,960.0,384.0,831.0,317.0
ADCK4,525.0,299.0,189.0,184.0,8.0,238.0,902.0,1000.0,120.0,228.0,34.0
BRSK2,1.0,761.0,828.0,999.0,1000.0,649.0,66.0,0.0,519.0,463.0,203.0
MARK4,456.0,411.0,706.0,843.0,352.0,666.0,729.0,605.0,968.0,97.0,178.0
PRKCD,11.0,622.0,944.0,976.0,0.0,822.0,130.0,996.0,948.0,284.0,736.0
SPRK1,0.0,79.0,621.0,1000.0,528.0,916.0,326.0,777.0,1000.0,75.0,575.0
MAPK7,90.0,4.0,442.0,931.0,864.0,584.0,351.0,735.0,992.0,185.0,613.0
ATR,669.0,5.0,66.0,577.0,835.0,680.0,903.0,974.0,893.0,54.0,706.0
ALK4,431.0,492.0,165.0,404.0,971.0,982.0,326.0,28.0,953.0,660.0,995.0
ESR1,121.0,841.0,51.0,896.0,45.0,803.0,759.0,1000.0,453.0,224.0,847.0
EGLN1,92.0,310.0,396.0,887.0,635.0,669.0,734.0,45.0,991.0,658.0,995.0
RNA helicase A,917.0,556.0,523.0,95.0,485.0,921.0,88.0,306.0,175.0,870.0,700.0
Induces reactive oxygen species,1000.0,120.0,11.0,0.0,864.0,885.0,420.0,825.0,80.0,142.0,278.0
NAMPT,475.0,285.0,7.0,355.0,7.0,407.0,898.0,1000.0,977.0,109.0,289.0
TRAIL receptor agonist,37.0,935.0,340.0,936.0,3.0,835.0,759.0,851.0,954.0,88.0,957.0
L3MBTL3,0.0,56.0,603.0,1000.0,134.0,248.0,948.0,867.0,990.0,240.0,856.0
DOT1L,125.0,823.0,632.0,914.0,212.0,340.0,919.0,521.0,682.0,125.0,808.0
DNA alkylating agent,654.0,5.0,58.0,491.0,24.0,221.0,927.0,1000.0,909.0,152.0,328.0
NAE,949.0,432.0,36.0,72.0,555.0,801.0,326.0,638.0,573.0,716.0,196.0
