,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
RSK2,142.0,760.0,95.0,978.0,996.0,760.0,523.0,37.0,353.0,34.0,941.0
Dihydrofolate reductase (DHFR),778.0,271.0,714.0,2.0,619.0,875.0,166.0,252.0,958.0,542.0,767.0
MTOR,504.0,109.0,599.0,945.0,872.0,353.0,519.0,120.0,763.0,37.0,669.0
AKT1,346.0,260.0,972.0,995.0,0.0,62.0,505.0,1000.0,67.0,674.0,316.0
AKT2,781.0,377.0,747.0,986.0,5.0,44.0,121.0,998.0,53.0,739.0,123.0
AKT3,143.0,910.0,7.0,11.0,1000.0,926.0,443.0,5.0,1000.0,244.0,946.0
HDAC1,798.0,517.0,206.0,20.0,654.0,998.0,348.0,135.0,871.0,399.0,759.0
HDAC3,708.0,81.0,396.0,76.0,998.0,767.0,238.0,8.0,974.0,515.0,766.0
IKK,273.0,314.0,997.0,917.0,10.0,355.0,659.0,378.0,164.0,988.0,114.0
PI3Kbeta,1.0,231.0,997.0,999.0,361.0,380.0,103.0,53.0,46.0,946.0,882.0
ERK5,619.0,577.0,27.0,0.0,1000.0,347.0,402.0,41.0,975.0,678.0,286.0
BET,999.0,345.0,2.0,0.0,995.0,763.0,527.0,383.0,993.0,491.0,264.0
EIF2A,465.0,937.0,339.0,4.0,618.0,841.0,598.0,497.0,978.0,448.0,651.0
ERBB2,972.0,654.0,502.0,775.0,66.0,376.0,715.0,564.0,110.0,663.0,196.0
ROCK1,26.0,374.0,998.0,988.0,11.0,498.0,682.0,727.0,393.0,583.0,809.0
ROCK2,987.0,201.0,299.0,5.0,852.0,503.0,553.0,60.0,979.0,167.0,842.0
Anthracycline,450.0,538.0,0.0,299.0,1000.0,961.0,450.0,31.0,986.0,12.0,738.0
TOP2,199.0,502.0,726.0,104.0,994.0,852.0,739.0,11.0,987.0,23.0,935.0
Pyrimidine antimetabolite,319.0,690.0,22.0,442.0,999.0,799.0,653.0,34.0,977.0,1.0,883.0
DNA crosslinker,746.0,730.0,3.0,95.0,968.0,884.0,720.0,610.0,976.0,6.0,665.0
Microtubule destabiliser,167.0,178.0,976.0,293.0,839.0,668.0,694.0,30.0,990.0,128.0,464.0
SHP-1 (PTPN6),330.0,489.0,893.0,768.0,100.0,129.0,152.0,778.0,22.0,980.0,51.0
SHP-2 (PTPN11),409.0,645.0,960.0,878.0,92.0,203.0,351.0,940.0,0.0,997.0,113.0
AR,931.0,887.0,659.0,50.0,74.0,686.0,465.0,289.0,253.0,983.0,339.0
ARFGAP1,162.0,229.0,210.0,726.0,226.0,821.0,141.0,945.0,555.0,409.0,876.0
ATM,341.0,173.0,839.0,991.0,24.0,165.0,249.0,911.0,9.0,597.0,918.0
PPK,326.0,228.0,995.0,630.0,282.0,300.0,118.0,331.0,46.0,943.0,722.0
FLT1,321.0,368.0,592.0,0.0,1000.0,607.0,236.0,0.0,999.0,789.0,934.0
c-FGR,138.0,23.0,981.0,83.0,930.0,369.0,470.0,2.0,782.0,956.0,600.0
GSK3A,33.0,900.0,989.0,931.0,61.0,692.0,821.0,339.0,31.0,952.0,165.0
GSK3B,44.0,233.0,818.0,282.0,716.0,955.0,493.0,18.0,565.0,997.0,79.0
PDGFRA,599.0,298.0,994.0,705.0,0.0,108.0,785.0,987.0,18.0,756.0,405.0
VEGFR2,495.0,125.0,539.0,10.0,994.0,684.0,57.0,47.0,886.0,961.0,318.0
FGFR1,643.0,53.0,951.0,1.0,93.0,889.0,218.0,620.0,643.0,997.0,91.0
TIE2,393.0,715.0,415.0,0.0,1000.0,883.0,184.0,26.0,982.0,594.0,786.0
JNK2,27.0,885.0,544.0,583.0,620.0,922.0,400.0,427.0,397.0,511.0,569.0
JNK3,185.0,14.0,912.0,445.0,804.0,906.0,618.0,30.0,873.0,640.0,300.0
FAK,471.0,64.0,952.0,265.0,585.0,506.0,456.0,314.0,352.0,799.0,657.0
FAK2,760.0,167.0,940.0,26.0,805.0,793.0,654.0,100.0,739.0,690.0,350.0
BRD2,728.0,567.0,979.0,128.0,0.0,217.0,293.0,994.0,254.0,947.0,138.0
BRD3,302.0,934.0,872.0,208.0,176.0,511.0,304.0,611.0,698.0,387.0,342.0
BRD4,281.0,49.0,639.0,236.0,407.0,831.0,382.0,486.0,636.0,996.0,93.0
BRDT,183.0,1.0,654.0,738.0,920.0,915.0,138.0,19.0,383.0,909.0,707.0
HDAC2,427.0,207.0,953.0,45.0,964.0,590.0,490.0,9.0,731.0,467.0,817.0
HIF-PH,832.0,287.0,736.0,646.0,639.0,300.0,238.0,107.0,26.0,962.0,651.0
Farnesyl-transferase (FNTA),83.0,620.0,23.0,501.0,1000.0,791.0,446.0,11.0,962.0,120.0,787.0
PDK1 (PDPK1),521.0,394.0,103.0,191.0,996.0,148.0,128.0,362.0,638.0,233.0,951.0
not defined,743.0,683.0,707.0,210.0,990.0,795.0,847.0,6.0,4.0,402.0,819.0
XIAP,112.0,203.0,21.0,922.0,657.0,944.0,82.0,583.0,582.0,409.0,945.0
PPARgamma,162.0,708.0,37.0,778.0,968.0,850.0,710.0,330.0,247.0,354.0,462.0
PPARdelta,128.0,829.0,5.0,403.0,1000.0,891.0,706.0,41.0,739.0,187.0,645.0
Procaspase-3,391.0,475.0,5.0,896.0,397.0,688.0,180.0,989.0,296.0,360.0,753.0
Procaspase-7,697.0,348.0,5.0,873.0,85.0,514.0,178.0,999.0,156.0,661.0,488.0
PAK1,181.0,870.0,6.0,981.0,952.0,547.0,239.0,744.0,212.0,19.0,990.0
SGK2,274.0,633.0,242.0,66.0,890.0,721.0,441.0,485.0,551.0,62.0,981.0
SGK3,139.0,891.0,396.0,182.0,668.0,860.0,444.0,772.0,673.0,125.0,983.0
SYK,59.0,912.0,9.0,517.0,997.0,718.0,441.0,484.0,983.0,13.0,866.0
Antimetabolite (DNA & RNA),83.0,875.0,859.0,744.0,0.0,97.0,789.0,1000.0,701.0,298.0,283.0
SERCA,72.0,383.0,3.0,586.0,1000.0,988.0,302.0,0.0,996.0,21.0,902.0
BCL2,18.0,740.0,744.0,921.0,981.0,434.0,272.0,206.0,527.0,392.0,559.0
BCL-XL,100.0,232.0,165.0,590.0,989.0,878.0,118.0,297.0,617.0,900.0,388.0
BCL-W,865.0,11.0,133.0,96.0,765.0,888.0,158.0,513.0,480.0,921.0,636.0
MCL1,51.0,810.0,155.0,284.0,1000.0,644.0,606.0,7.0,869.0,10.0,960.0
Retinioic X receptor (RXR) agonist,98.0,584.0,662.0,595.0,836.0,700.0,44.0,216.0,512.0,666.0,955.0
dsDNA break induction,6.0,823.0,238.0,762.0,992.0,890.0,839.0,1.0,998.0,79.0,599.0
BTK,934.0,536.0,178.0,484.0,783.0,27.0,646.0,455.0,149.0,292.0,568.0
HSP90,176.0,514.0,71.0,660.0,1000.0,697.0,688.0,0.0,997.0,4.0,573.0
Biguanide agent,248.0,681.0,925.0,500.0,0.0,810.0,660.0,978.0,296.0,704.0,497.0
PDGFRB,809.0,53.0,565.0,8.0,999.0,158.0,277.0,4.0,825.0,621.0,606.0
IKK1,961.0,405.0,258.0,138.0,747.0,363.0,640.0,246.0,598.0,82.0,885.0
IKK2,901.0,712.0,612.0,2.0,838.0,314.0,190.0,324.0,682.0,279.0,869.0
Amyloid beta20,146.0,915.0,140.0,41.0,921.0,867.0,363.0,67.0,969.0,986.0,373.0
Amyloid beta40,126.0,453.0,844.0,418.0,135.0,338.0,210.0,480.0,457.0,987.0,452.0
JAK1,908.0,454.0,351.0,405.0,179.0,356.0,315.0,833.0,21.0,921.0,558.0
JAK2,752.0,120.0,953.0,41.0,761.0,199.0,157.0,151.0,715.0,815.0,780.0
JNK1,889.0,161.0,24.0,928.0,911.0,127.0,549.0,281.0,837.0,79.0,521.0
KSP,712.0,291.0,691.0,487.0,77.0,287.0,743.0,920.0,734.0,10.0,353.0
CDK6,728.0,63.0,946.0,232.0,994.0,115.0,416.0,0.0,775.0,481.0,540.0
p38alpha,915.0,887.0,750.0,109.0,7.0,72.0,701.0,955.0,109.0,263.0,770.0
p38beta,983.0,952.0,987.0,617.0,0.0,3.0,712.0,998.0,1.0,155.0,805.0
PI3K (class 1),391.0,66.0,188.0,996.0,96.0,296.0,413.0,874.0,121.0,623.0,354.0
PI3Kgamma,930.0,446.0,35.0,445.0,445.0,493.0,656.0,822.0,88.0,288.0,521.0
PKCB,973.0,468.0,24.0,254.0,197.0,126.0,881.0,936.0,106.0,528.0,80.0
RSK,290.0,768.0,525.0,918.0,1.0,191.0,399.0,979.0,96.0,990.0,62.0
PI3Kdelta,752.0,441.0,569.0,892.0,66.0,73.0,907.0,824.0,12.0,406.0,439.0
G9a and GLP methyltransferases,853.0,139.0,53.0,66.0,650.0,487.0,512.0,418.0,989.0,799.0,58.0
FLT4,994.0,146.0,280.0,18.0,138.0,548.0,209.0,986.0,283.0,933.0,311.0
AXL,647.0,539.0,10.0,914.0,890.0,237.0,434.0,837.0,344.0,90.0,875.0
NTRK2,14.0,20.0,907.0,910.0,999.0,665.0,321.0,0.0,955.0,520.0,587.0
IRAK1,997.0,219.0,7.0,33.0,336.0,133.0,641.0,889.0,784.0,108.0,234.0
LTK,658.0,112.0,789.0,776.0,566.0,23.0,709.0,273.0,4.0,955.0,498.0
Autophagy inducer,808.0,792.0,473.0,1.0,950.0,481.0,269.0,144.0,436.0,919.0,916.0
TAK1,47.0,665.0,716.0,186.0,983.0,865.0,903.0,9.0,976.0,366.0,325.0
MAP4K2,922.0,442.0,496.0,107.0,157.0,83.0,115.0,977.0,95.0,823.0,362.0
TAK,960.0,330.0,698.0,10.0,755.0,133.0,188.0,665.0,226.0,966.0,276.0
ERK2,479.0,911.0,44.0,74.0,274.0,493.0,747.0,953.0,930.0,482.0,69.0
ERK1,994.0,427.0,579.0,687.0,252.0,32.0,88.0,849.0,4.0,930.0,542.0
HDAC6,702.0,920.0,679.0,325.0,89.0,30.0,626.0,908.0,378.0,355.0,558.0
HDAC8,383.0,741.0,717.0,479.0,86.0,8.0,622.0,944.0,224.0,883.0,357.0
Endothelin-1 receptor (EDNRA),741.0,739.0,482.0,240.0,456.0,405.0,455.0,612.0,42.0,985.0,492.0
BIRC5,520.0,384.0,8.0,164.0,1000.0,821.0,327.0,0.0,1000.0,110.0,818.0
MDM4,798.0,799.0,95.0,907.0,735.0,73.0,90.0,684.0,62.0,527.0,666.0
HDAC,872.0,352.0,646.0,749.0,11.0,274.0,284.0,978.0,3.0,953.0,470.0
RAR,970.0,449.0,174.0,781.0,102.0,101.0,128.0,974.0,6.0,797.0,554.0
HDAC1-10,615.0,460.0,85.0,1.0,990.0,990.0,171.0,13.0,1000.0,123.0,898.0
VEGFR1,879.0,562.0,502.0,187.0,435.0,602.0,481.0,907.0,206.0,890.0,39.0
VEGFR3,472.0,766.0,964.0,993.0,440.0,13.0,402.0,588.0,84.0,168.0,659.0
MEK5,957.0,421.0,885.0,334.0,376.0,38.0,159.0,576.0,27.0,969.0,332.0
MTORC2,92.0,883.0,371.0,642.0,928.0,682.0,670.0,170.0,548.0,261.0,817.0
Angiopoietin-1 receptor,676.0,788.0,124.0,61.0,607.0,577.0,602.0,604.0,315.0,766.0,733.0
JAK3,793.0,794.0,539.0,988.0,15.0,30.0,213.0,987.0,0.0,733.0,359.0
IKKB,914.0,918.0,599.0,50.0,18.0,42.0,731.0,998.0,143.0,593.0,316.0
MAP3K8,784.0,862.0,53.0,293.0,896.0,323.0,289.0,467.0,522.0,345.0,552.0
MPS1,960.0,810.0,177.0,63.0,83.0,261.0,299.0,997.0,414.0,231.0,554.0
EPHB4,656.0,866.0,396.0,27.0,624.0,565.0,773.0,402.0,973.0,469.0,152.0
RNA Polymerase 1,66.0,973.0,262.0,864.0,722.0,132.0,300.0,854.0,750.0,10.0,958.0
PI3Kalpha,251.0,797.0,455.0,559.0,983.0,707.0,437.0,82.0,575.0,75.0,966.0
DAPK3,458.0,673.0,484.0,518.0,999.0,275.0,354.0,5.0,538.0,42.0,962.0
CLK4,86.0,762.0,491.0,643.0,1000.0,541.0,288.0,1.0,639.0,91.0,988.0
PIM3,25.0,503.0,993.0,801.0,981.0,866.0,34.0,19.0,377.0,639.0,975.0
HIPK2,671.0,815.0,113.0,192.0,1000.0,589.0,300.0,0.0,694.0,52.0,973.0
ALK5,681.0,909.0,109.0,180.0,189.0,617.0,500.0,960.0,85.0,946.0,365.0
TNKS1,929.0,440.0,94.0,114.0,999.0,152.0,165.0,0.0,643.0,810.0,729.0
TNKS2,859.0,673.0,119.0,102.0,996.0,429.0,547.0,5.0,337.0,889.0,413.0
ROCK,635.0,851.0,551.0,74.0,62.0,135.0,832.0,828.0,771.0,591.0,225.0
PYKFYVE,984.0,905.0,287.0,571.0,52.0,18.0,457.0,981.0,66.0,241.0,320.0
DDR1,549.0,835.0,217.0,185.0,948.0,355.0,500.0,168.0,258.0,516.0,927.0
RIPK1,990.0,636.0,818.0,72.0,0.0,7.0,884.0,1000.0,5.0,573.0,198.0
CAMK2,689.0,598.0,778.0,51.0,685.0,121.0,549.0,332.0,198.0,965.0,596.0
LXR,613.0,841.0,1000.0,833.0,0.0,214.0,915.0,975.0,2.0,783.0,404.0
FXR,794.0,826.0,908.0,34.0,124.0,541.0,669.0,486.0,67.0,881.0,514.0
SIRT1,799.0,662.0,776.0,154.0,265.0,366.0,159.0,613.0,13.0,997.0,725.0
AMPK agonist,874.0,120.0,518.0,501.0,817.0,199.0,202.0,80.0,426.0,809.0,773.0
TOP1,43.0,816.0,929.0,754.0,846.0,784.0,841.0,3.0,969.0,58.0,573.0
Antimetabolite,237.0,524.0,999.0,825.0,517.0,310.0,646.0,260.0,272.0,139.0,542.0
Retinoic acid,116.0,156.0,938.0,982.0,3.0,515.0,169.0,877.0,40.0,994.0,188.0
HDAC inhibitor Class I,627.0,25.0,996.0,740.0,356.0,262.0,92.0,288.0,8.0,861.0,760.0
IIa,787.0,24.0,999.0,308.0,167.0,645.0,350.0,356.0,124.0,805.0,624.0
IIb,526.0,181.0,1000.0,904.0,7.0,357.0,291.0,952.0,22.0,613.0,819.0
IV,928.0,63.0,985.0,789.0,293.0,132.0,307.0,543.0,1.0,870.0,483.0
MEK1,56.0,156.0,404.0,693.0,691.0,830.0,796.0,222.0,652.0,970.0,43.0
MEK2,29.0,33.0,575.0,840.0,394.0,830.0,661.0,411.0,733.0,987.0,35.0
PARP1,93.0,503.0,592.0,676.0,870.0,197.0,698.0,85.0,960.0,720.0,320.0
PARP2,364.0,875.0,844.0,394.0,660.0,16.0,236.0,331.0,832.0,901.0,192.0
TEC,716.0,55.0,1000.0,964.0,2.0,15.0,391.0,899.0,56.0,908.0,43.0
CRBN,938.0,134.0,818.0,444.0,354.0,42.0,182.0,651.0,12.0,969.0,568.0
CHEK1,22.0,216.0,1000.0,805.0,387.0,675.0,402.0,117.0,296.0,919.0,385.0
CHEK2,379.0,8.0,993.0,236.0,926.0,419.0,287.0,10.0,533.0,908.0,316.0
NTRK1,251.0,415.0,996.0,265.0,970.0,501.0,233.0,6.0,560.0,868.0,406.0
NTRK3,1.0,162.0,999.0,950.0,1000.0,779.0,399.0,0.0,783.0,692.0,842.0
p38,762.0,135.0,739.0,539.0,445.0,194.0,170.0,574.0,163.0,967.0,398.0
TBK1,128.0,106.0,1000.0,990.0,204.0,180.0,621.0,195.0,82.0,988.0,43.0
DNAPK,130.0,176.0,998.0,982.0,6.0,142.0,180.0,899.0,52.0,956.0,277.0
PIM1,873.0,258.0,220.0,29.0,15.0,990.0,25.0,968.0,864.0,995.0,228.0
JNK,663.0,866.0,913.0,81.0,107.0,283.0,332.0,777.0,12.0,996.0,351.0
WEE1,25.0,835.0,834.0,536.0,907.0,939.0,525.0,0.0,871.0,585.0,463.0
MDM2,80.0,580.0,926.0,837.0,344.0,476.0,814.0,172.0,631.0,773.0,39.0
FGFR3,530.0,587.0,842.0,959.0,1.0,442.0,821.0,995.0,9.0,891.0,45.0
PI3K (Class 1),4.0,406.0,995.0,1000.0,9.0,822.0,470.0,773.0,707.0,170.0,361.0
PPM1D,958.0,143.0,804.0,204.0,781.0,490.0,436.0,10.0,209.0,952.0,489.0
RAC1,694.0,203.0,993.0,638.0,9.0,236.0,765.0,524.0,1.0,956.0,260.0
RAC2,384.0,384.0,1000.0,949.0,1.0,219.0,717.0,308.0,1.0,947.0,259.0
RAC3,432.0,552.0,997.0,783.0,14.0,684.0,721.0,374.0,50.0,924.0,216.0
S6K1,899.0,779.0,95.0,108.0,525.0,856.0,352.0,77.0,584.0,889.0,643.0
LOK,508.0,422.0,961.0,981.0,57.0,130.0,552.0,877.0,91.0,361.0,787.0
TRCB,953.0,104.0,468.0,382.0,611.0,579.0,425.0,322.0,569.0,471.0,759.0
ABL(T315I),661.0,211.0,833.0,7.0,996.0,769.0,433.0,0.0,965.0,391.0,920.0
ADCK4,749.0,172.0,28.0,36.0,720.0,641.0,391.0,646.0,908.0,949.0,241.0
BRSK2,298.0,40.0,938.0,862.0,23.0,207.0,121.0,944.0,276.0,925.0,105.0
MARK4,405.0,251.0,902.0,764.0,197.0,190.0,71.0,617.0,405.0,824.0,299.0
PRKCD,871.0,15.0,969.0,688.0,1.0,69.0,111.0,994.0,27.0,1000.0,140.0
SPRK1,116.0,190.0,993.0,854.0,180.0,402.0,333.0,142.0,697.0,785.0,184.0
MAPK7,809.0,40.0,708.0,480.0,796.0,269.0,154.0,98.0,389.0,987.0,242.0
ATR,988.0,285.0,140.0,22.0,970.0,952.0,558.0,2.0,962.0,480.0,640.0
ALK4,267.0,59.0,223.0,266.0,985.0,827.0,590.0,20.0,415.0,806.0,901.0
ESR1,958.0,165.0,797.0,653.0,0.0,383.0,185.0,986.0,38.0,974.0,350.0
EGLN1,181.0,554.0,786.0,938.0,341.0,445.0,496.0,746.0,37.0,812.0,132.0
RNA helicase A,50.0,847.0,962.0,137.0,942.0,577.0,901.0,25.0,969.0,103.0,823.0
Induces reactive oxygen species,182.0,587.0,439.0,960.0,943.0,248.0,339.0,186.0,933.0,164.0,687.0
NAMPT,969.0,108.0,730.0,34.0,935.0,346.0,325.0,70.0,773.0,206.0,682.0
TRAIL receptor agonist,907.0,724.0,950.0,459.0,12.0,89.0,451.0,1000.0,55.0,889.0,11.0
L3MBTL3,998.0,237.0,737.0,110.0,59.0,285.0,288.0,793.0,7.0,994.0,29.0
DOT1L,713.0,499.0,974.0,359.0,416.0,240.0,109.0,854.0,72.0,953.0,344.0
DNA alkylating agent,926.0,844.0,272.0,60.0,119.0,84.0,466.0,917.0,610.0,895.0,447.0
NAE,29.0,485.0,955.0,808.0,995.0,232.0,707.0,2.0,911.0,128.0,635.0
