,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
CDK7,0.0209469024715,0.0782881909994,0.0707522959368,-0.0357140467417,-0.0796664114208,0.0820364588375,-0.0290300073089,0.0264418530124,-0.10021599396,0.140168821422,-0.0947679372652
CDK9,0.0251370194158,0.142478862378,0.229261728927,-0.100414050539,-0.0141200854735,0.0777992562418,0.036412921944,-0.105648949348,-0.143354909813,0.216889872959,-0.141356989601
PKC,0.0110177825319,0.129319502036,-0.0411280890884,0.0806777299734,-0.127584572012,0.111080629857,0.162659760717,-0.00196202530237,0.0108053539831,0.0309598625018,0.128990218717
CDK4,-0.0663057056204,-0.0879552885328,-0.057896693626,0.0947314316269,-0.0859035267731,0.0706787785976,0.119884000984,0.0723208307344,0.0820668833789,0.0029675533117,0.14555015397
LCK,-0.103251106921,0.162400453419,0.0613231992621,0.133069400682,-0.195763047941,0.212751034749,0.100245021991,0.0751034808963,0.0532405383324,0.0119646959857,0.102679824059
FYN,-0.0433561677635,-0.142054256079,-0.0648372395183,0.139588484163,0.0363943232091,-0.0484666533904,-0.217966349606,0.177355408413,-0.0324155121626,-0.0901347673795,-0.0116561230152
BMX,-0.0781701760731,-0.0165987520438,-0.101018106879,0.123786661124,0.0816689083251,0.0243480709055,0.0190775843088,-0.0220231610431,0.0470300703836,0.0570091120474,0.0596265284559
PLK1,-0.0928399563975,-0.108459217635,-0.0963437927116,0.107206261957,-0.0550943449323,0.0852679031395,-0.0719453468297,0.115628782095,0.0989883479602,-0.0824454556075,0.000125785238972
PLK2,-0.00433200163286,-0.0466453003725,-0.0409604334507,-0.0509487602578,0.0362613328121,-0.0294342476884,-0.0850401993317,0.000595268716885,-0.0342940690519,-0.0047442834221,-0.0670253515564
PLK3,0.0929604661085,0.0118459278664,0.139527739009,0.0226497485644,-0.00770463740219,-0.0552759278572,0.0634168153126,-0.112913917427,-0.0695989506198,0.0735312477365,-0.0559918418193
IGF1R,0.104995983127,-0.0317536783318,0.0724801346078,-0.00772278956576,-0.110048412448,-0.105896967876,0.162473819245,0.0124735089938,-0.0585103571726,-0.0531282038269,0.0718433635753
IR,0.0522772561207,0.0231951501671,-0.000664680387643,0.0382550182751,-0.0594660883624,-0.0380170664931,0.056709394743,0.0686317947128,0.00222803686083,-0.0823192786801,0.0781346659654
ITK,-0.0346497222056,-0.000232712220749,0.00628183040241,0.0528622441807,-0.0639186598465,0.0309609269603,0.0190098655181,0.0497543649134,-0.0249367349827,0.0560530847604,0.055701027451
RSK2,-0.00465354241546,-0.0439891355665,-0.0125069657572,-0.119938523738,0.135094069135,-0.0677376336466,-0.131824578403,-0.095838641562,-0.139433136018,0.0528670646674,-0.170137780491
Dihydrofolate reductase (DHFR),-0.0119659296747,0.0389195481795,-0.0626408743677,-0.0707894344799,0.0224491441244,0.0580506175357,-0.0871702029693,-0.0537594365675,0.0134208815889,0.0136131691831,-0.0500926860191
MTOR,0.00129053325286,0.0184407644923,-0.148816850836,0.140435110661,-0.146268621208,0.12877884641,-0.155945193681,0.261848254889,0.143431456254,-0.123245679885,-0.012852058018
AKT1,-0.0340034473197,-0.0209215896169,-0.0141352665731,0.15857877054,-0.0658738903117,0.0868270771682,0.0825438159405,0.0644459561409,0.147633447195,-0.0915060291713,0.16227334165
AKT2,0.0572871675597,0.0259479285726,0.0263924372979,0.0218181808783,-0.12471242344,0.0412522354975,0.0831802405858,0.0323468235653,0.0751887432995,-0.020420763494,0.0566398835548
AKT3,0.0492351506365,-0.0399949296075,-0.0602784657701,-0.039830542617,0.0325862571595,-0.050006833677,-0.0443956427819,-0.055347383194,0.0109082995596,0.023695933557,-0.12748689565
HDAC1,0.0288757784885,0.144645624062,0.00130599151036,-0.24711337116,0.128382856058,-0.0739635058562,-0.213315357436,-0.04845207886,-0.242471257318,0.0979961359679,-0.240908861594
HDAC3,-0.0505789684834,-0.196561076378,-0.175897343996,0.0974532506016,0.0832679543804,-0.0252996435294,-0.163436791883,0.098872599003,0.0950741158717,-0.150340428712,0.0579468133798
IKK,0.0361894150468,-0.0233926754942,0.00237419737581,0.0581480203353,0.0308418467164,-0.0439831076356,0.081128312756,-0.0371468734046,0.0485297144054,-0.0643604171479,0.0355125267002
PI3Kbeta,-0.0585034515102,0.355458727712,-0.146727397334,0.0964331215858,-0.256394891984,0.368008514052,0.309559449651,0.0469702741388,0.140027029921,0.144045097299,0.441113620451
ERK5,0.0368971660081,0.0319083797974,0.0077268492222,0.0145219851201,-0.075232701502,0.102700587096,0.135809732992,-0.0247296543439,-0.00606291379953,0.0086300710651,0.175231136247
BET,-0.013045555338,-0.0198986993324,-0.0230635946115,0.045344435462,-0.0486282758035,0.0530161079343,0.0781718129147,0.0126402364708,0.0297002556243,-0.0106833494685,0.168782242612
EIF2A,0.0299949643692,0.0500095227891,0.0575857198288,-0.0512961846626,0.0628463899881,-0.0322143962507,0.0183828633661,-0.0833205939435,-0.0840762447933,0.0740559964363,0.0198507427389
ERBB2,-0.0710549813248,-0.190378102568,-0.0197001445427,-0.143757042484,0.074816585216,-0.128447152215,-0.20953650488,1.42355712548e-05,-0.0959629566946,0.0258742962464,-0.161094285811
ROCK1,-0.0181626741456,0.101054485038,-0.0536859488543,0.0795334821699,-0.000489153596958,0.076763043543,0.0773818897723,-0.000777129957459,-0.0742355678493,0.088817270208,0.0873334585724
ROCK2,-0.0133910374927,0.0417472867142,-0.0374641287051,0.075569045815,0.0428643441536,0.0434420943676,0.0274994385881,-0.0840756612697,-0.0598431664448,0.114544037011,0.031270208157
Anthracycline,-0.0261291344227,-0.144704664227,-0.14561285816,0.0380318543117,0.0423856317095,-0.0568376464676,-0.266485509761,0.113654391983,0.00644920845687,-0.0992126244364,-0.15444785121
TOP2,-0.0164532644164,-0.203125300965,-0.14964137911,-0.0627105894865,0.0353022143403,-0.136683558503,-0.155184219697,-0.0136702369131,0.0985736702259,-0.0517526024253,-0.210663941194
Pyrimidine antimetabolite,-0.258332453885,-0.0914408225828,-0.310320293489,-0.0617907850351,0.355621529531,0.00919592931776,-0.653692974268,0.0268086463106,-0.17987762842,0.0299798555735,-0.325196597794
DNA crosslinker,-0.128067613689,-0.0508510605961,-0.286734888872,0.140676605431,0.00728372214163,0.107176796469,-0.323718861356,0.306198830963,0.0808281707892,-0.167226634406,0.1100916114
Microtubule destabiliser,0.175528187235,-0.105136632676,-0.118251369942,0.0208412885699,-0.129414860506,-0.0155739142784,0.0263682277151,-0.0637396350747,0.166714364925,-0.10320475436,-0.111844086932
SHP-1 (PTPN6),-0.00647598222806,0.00188025374271,-0.0165282128925,0.0459297363734,0.0530960290017,-0.0895753388408,-0.023141670786,-0.015079410883,0.0180839451837,0.0529956656442,-0.0335020541899
SHP-2 (PTPN11),-0.013472932364,-0.0376862079933,-0.0106118550042,0.0803144380408,0.0468797958381,-0.12344745148,-0.00513691739641,-0.00082952310687,0.0242638112171,0.043262087808,-0.0237303456414
AR,0.00886141184725,-0.0523100780702,0.0625838447081,-0.0276957240414,0.0128957148502,-0.0595445256209,0.0291361649263,-0.0211259268504,0.0127503806567,-0.0389822663502,-0.0285013226416
ARFGAP1,0.0177101838,-0.148597041759,-0.135350544835,-0.103860221755,0.162220295127,-0.1300403998,-0.290077847207,-0.0525862853062,-0.0367647558963,-0.0333671242622,-0.257856166558
ATM,-0.0497639851419,0.010232880252,0.0226360039446,0.0802547689268,-0.0222050803719,0.071822310733,0.102305158657,-0.000751429666929,0.0847858264239,-0.0217898468865,0.133371243138
PPK,0.0318645701304,0.00334323015714,0.0127512183129,-0.0239553100781,-0.0284916506754,-0.00585933999009,0.0589446960191,0.0232651951978,-0.0122864241899,-0.0133741517816,0.0423013421122
FLT1,0.0676606799684,0.0102024211809,0.0526492095631,-0.0130941741749,-0.0791182628928,0.0208062660933,0.134303480659,0.0102074296974,-0.0239871343369,0.0521245792151,0.0480884756863
c-FGR,0.0634032516683,-0.00411636587981,-0.018396513569,-0.0163193473051,0.0423702582895,-0.0156785929781,0.0425231755448,-0.0345841171564,0.0120491394301,-0.0613545783509,0.021399115855
GSK3A,-0.0553017769535,0.119410124191,0.0474444091579,0.074488549425,0.020759850267,0.0858177314634,0.0909744000511,0.00765507593487,0.0203106826194,0.0321960839339,0.126302168195
GSK3B,-0.0908591744223,0.106877525926,-0.0564822343738,0.118935024106,0.131662128038,0.0994017164474,0.0354961586714,-0.0437633675766,0.0602354139986,0.0311906964099,0.149628716608
PDGFRA,-0.067213511318,-0.0227695150508,0.0808556391596,-0.181598891474,-0.0581950461675,-0.0517829582077,-0.164526031596,0.0269858543284,-0.118491668902,-0.0192250156354,-0.124058317054
VEGFR2,0.0889542348351,0.0251880785216,-0.0794676199145,-0.0487919925261,0.0235165922862,0.00015195482601,0.0400628980433,-0.0406780103275,-0.0150859262812,0.00074813888084,0.0167454557245
FGFR1,0.0907960916295,0.0637817998668,0.0267956665089,-0.0395049915023,0.0974005967412,-0.0665930837455,0.0630073667677,-0.10996060551,-0.0513352038479,-0.00596413830019,-0.0241566832209
TIE2,0.0584627671519,0.0443905883699,-0.042302069882,-0.0379991386053,-0.00915204119341,0.000984107381388,0.0545806717318,-0.0474648129935,-0.0264954078901,0.0723455681029,0.0361763736177
JNK2,-0.0305245310221,0.0231171717716,0.00458753477886,0.00423480977867,0.0193107471333,0.0134309441515,-0.0130568802803,0.0137269986191,-0.0216193042516,-0.0777101665622,0.0617794866114
JNK3,0.00033003582753,0.0618592882267,-0.0124518682806,-0.0057838697365,-0.0670946523515,0.109013329783,0.0908292547413,-0.0114606284731,0.0615172385045,0.0270130452422,0.0713200117604
FAK,-0.0129067476082,0.0427331649196,-0.00337461076102,-0.0957744626781,-0.0329848374911,0.0228842561543,0.00131714694729,-0.0168411171298,-0.065675061806,0.0429593667321,-0.0243592119433
FAK2,-0.029215501404,0.0104979391237,-0.0155502420855,-0.0755571736517,-0.0914902919363,0.00777229381282,-0.0021153681728,0.0246579997844,-0.0465754098146,0.0543317956196,-0.0102357672146
BRD2,-0.0157678437012,-0.0164733463265,0.0511451053256,-0.112122144962,-0.0458550253882,-0.0493474892889,0.0299462048383,-0.075644767661,-0.0461489383687,0.108901690517,-0.090533879322
BRD3,-0.0049562800019,0.00969594582608,0.0159295261043,-0.0107799312955,-0.0078424492621,-0.0145596325805,0.116837029488,-0.0882434790889,0.0239383052359,0.0500973606431,0.0275401933042
BRD4,-0.134767488301,-0.171218222988,-0.053381889445,0.119504751616,0.0805341815357,-0.162351035078,-0.0599896304115,0.0828709764608,-0.0236497028764,0.0358915677295,0.103229308914
BRDT,-0.195760733085,-0.0262915521683,-0.117912989419,0.145819465571,-0.0547337891956,0.168523610008,0.097729140063,0.0473163242587,0.139355404549,0.0340138756116,0.131446325371
HDAC2,-0.0631967401354,-0.0742999280106,-0.159421845002,0.148324697396,-0.0240431957461,0.0908070029494,0.16831286946,0.0346788448376,0.19835693757,-0.15711676921,0.245045695584
HIF-PH,-0.0599007523222,-0.0746378332367,0.0267564906082,-0.00915691858903,0.0810605216543,-0.0657931603402,0.0127580860985,0.0565111898695,0.0385661615658,-0.0139441955124,-0.0169671101278
Farnesyl-transferase (FNTA),-0.048946140907,-0.012041841123,0.0794916543029,-0.0403400786252,0.12457649812,-0.130799703666,-0.0449917981657,-0.197119480224,-0.131276936034,0.134147817544,-0.0781292848787
PDK1 (PDPK1),0.000664098782594,-0.0616131794642,0.107211351496,0.025137987249,-0.0620911985305,0.0112115800769,0.038859777956,-0.00551054823425,-0.00213049618612,0.0281822389711,-0.0749689478366
not defined,0.00659010924069,-0.041693109543,-0.021218879793,-0.0567450752363,0.0119827151315,-0.0441319962434,0.106368682312,-0.0969780284383,0.0264478391406,0.0103085824133,-0.00297962131123
XIAP,0.0523341932568,0.000464526618335,-0.0320113918092,-0.0511711514549,0.0422957320997,0.00177616983201,-0.056254118928,0.00133390418204,-0.0313851423398,-0.026513765826,-0.0285877415444
PPARgamma,0.00722717470277,-0.0129392359765,0.0619506917905,-0.0515091133692,0.0824008079862,-0.103607203444,-0.144134692095,-0.0241030898305,-0.160684644947,0.030491595697,-0.136254241952
PPARdelta,0.0415334000848,0.00801874893191,0.0676310966273,-0.083048938489,0.111361669059,-0.111854830738,-0.154826803777,-0.0725248786881,-0.188142779613,0.061989753743,-0.195757940355
Procaspase-3,-0.000590869291092,-0.0199075995975,-0.058573041916,0.032471001973,-0.0308086546578,-0.0257163749844,-0.0128038393476,0.0378269786469,-0.0258766021322,0.0175451064805,0.100850276305
Procaspase-7,0.0092174858963,0.0115391833968,-0.0307277878186,0.0563436309659,-0.00500084856882,-0.0125050901471,-0.00365854424534,0.0277253466004,-0.0458157358018,0.0138941931218,0.120859955415
PAK1,0.00577022956206,0.0777075255007,0.0281279839049,-0.137010961097,0.234398436508,-0.253206886355,-0.119922561038,-0.247583140396,-0.290443320259,0.201793297217,-0.280209155804
SGK2,-0.00525171114463,-0.032842400967,-0.0782259358254,-0.0790960049341,0.149259933953,-0.0668615562617,-0.212366052323,-0.0342854798865,-0.0428297604647,-0.0146347752507,-0.190024036649
SGK3,-0.00821820745248,-0.0637317425875,-0.113853813828,-0.0383489297878,0.115027052633,-0.0224668783081,-0.181291826786,0.0283479907412,0.0172068197228,-0.0697432721307,-0.099980420748
SYK,-0.0995299834823,-0.05797544001,-0.157376201741,0.0403928784094,-0.0532944097553,0.0458648751872,-0.164435235265,0.242809839261,-0.00983220948546,-0.0816520735836,0.0792869241924
Antimetabolite (DNA & RNA),0.0804196905345,-0.0487142963063,-0.0597555713726,-0.0836209581084,0.00629672922554,-0.172128533462,-0.0106122884778,-0.0648648941666,-0.0646474113352,-0.00736731254916,-0.0258261081443
SERCA,-0.114412699569,-0.0834312570599,-0.21340759419,-0.0181581604944,0.187652082551,-0.109659881542,-0.396487490051,-0.0332619773193,-0.0381551003499,-0.053938768319,-0.346393075829
BCL2,-0.105839611055,0.0668938446985,0.0931071354339,0.139390139384,0.0380774328715,0.124003763963,-0.0102138877489,0.0589584680253,0.0334702782176,-0.0518459412419,0.157409273723
BCL-XL,-0.0828663101346,0.0680773819709,0.0869912433406,0.0693972835376,0.0492187101593,0.0377196388022,-0.0431297571012,0.00824601257159,-0.0300408351141,0.0167877978624,0.0223975334489
BCL-W,-0.0527552797108,0.131083095862,0.0683513117534,-0.0310407095745,0.1108355207,-0.00426764827749,-0.180928067443,-0.114947567801,-0.172255628271,0.138983966795,-0.167842902436
MCL1,-0.0352770309612,-0.16292849138,-0.0875566649434,-0.0317848131434,0.144455300248,-0.231131398265,-0.253847076022,-0.0319974757166,-0.104735077578,0.0178188686451,-0.190896223115
Retinioic X receptor (RXR) agonist,-0.02711651638,0.0867665095075,0.0536051100824,-0.015006612949,0.0985365000436,-0.0423243743213,0.00927072619668,-0.0876837460932,-0.0394863936504,0.0192979319573,-0.0745809365292
dsDNA break induction,-0.0994884329362,-0.386692349382,-0.415561822108,0.438395447018,-0.0492091248598,-0.220693237425,-0.112191224708,0.32721512609,0.160384412028,-0.14749950865,0.405069264191
BTK,-0.129521622149,0.0267403988419,-0.0411998918069,0.103531970175,-0.10289682139,0.0888258785527,0.0902252368219,-0.00913258195551,0.0915262016146,0.111396661193,0.0213502632208
HSP90,0.236579945525,-0.0593539981,-0.0167875856278,0.0278872095846,0.0018314659338,-0.0155342817372,-0.0171103601929,0.0905907991182,0.0202722765871,-0.149530832939,-0.157394197027
Biguanide agent,0.182946740415,-0.141191449086,-0.0897568781898,-0.151910983407,0.134312652916,-0.381760688377,-0.0759999329114,-0.0787499757729,-0.0965401392583,-0.0537576675236,-0.188136844501
PDGFRB,0.110092975067,0.10420320958,0.101241132817,0.0560818947592,-0.0239413924257,0.0134098128343,0.158589997391,-0.0648287520892,-0.0338769628399,-0.00414193568016,0.000129949214882
IKK1,-0.0318254106455,-0.0758162181938,-0.0908443523125,-0.00489314999066,0.00850077485545,-0.0410610519206,-0.0273588608999,-0.0150989419747,0.0704556585379,-0.0468928383101,-0.0100152970008
IKK2,-0.0106920237719,-0.000282694104092,0.0201103547424,0.0982006195543,-0.119169699495,0.0645537980858,0.156289575931,0.0517440201717,-0.0134143909696,0.0434345185516,0.227341510711
Amyloid beta20,0.0200697980126,0.0323601636204,0.0908295499251,0.11305486987,0.02428990165,-0.086151610444,0.0523065727223,-0.067044939594,-0.00762198411435,0.0577637678203,-0.0614448239024
Amyloid beta40,0.044975183358,-0.00227552181478,0.0157419354832,0.0817810908454,0.0411264795011,-0.0543371227036,0.0759901692033,-0.0836338128046,0.0271893593035,0.00536416828028,-0.0266318790806
JAK1,0.0262521702815,-0.038192684633,-0.0179861134429,0.0179096536253,0.0499787190172,-0.081009028266,0.0236265887393,-0.0438444700753,-0.0343209320684,0.061775121897,0.0350268759543
JAK2,-0.0114390555379,0.0493766984392,0.000235015722242,0.0557051764816,-0.0901905093376,0.0727646863125,0.107956065255,0.0399924673549,0.0598152899765,-0.0125105402309,0.11920609933
JNK1,-0.0726869538744,-0.0168271107428,-0.0645430904759,0.0127936179552,0.100671319675,0.030392992476,-0.123834694863,0.0472029400143,-0.01472725082,-0.0387070780338,-0.025105965272
KSP,0.056666346533,-0.0777964462937,-0.0598097106599,-0.0865377704753,-0.0385968666415,-0.00927536850516,-0.0803331134624,-0.0445263504032,0.0181230884639,-0.0133934552482,-0.0902004822772
CDK6,-0.0117491077044,-0.0312153655479,-0.0576912724432,0.031236190319,-0.0677555803069,0.048108376169,-0.0430716255188,0.110069527526,0.0294170745105,0.0047117188317,-0.0488917868608
p38alpha,-0.023865331401,-0.106763455249,-0.0757301090622,-0.0315534728786,-0.0182295654349,-0.0291562656228,-0.0877186691286,0.0343999537123,0.0318948054967,-0.045057366011,-0.00763588526109
p38beta,-0.0197774871175,-0.081476416359,-0.0613611310574,-0.0589101576874,0.0109334027014,-0.00880601606596,-0.0996053477393,0.00116318760242,0.0249251621914,-0.0447741653736,-0.0214540487846
PI3K (class 1),-0.0977571038742,-0.00796345271442,0.00452075547841,0.143347055635,-0.108857385176,0.105160390239,0.151827183247,0.0305403340506,0.121392758748,-0.0439941482146,0.212172027604
PI3Kgamma,-0.0435794271533,0.051370180771,0.000259760757802,0.0507151521512,-0.0972589975579,0.113214085893,0.0734324803459,0.0277345125109,-0.00068114798484,0.0708600569474,0.1825498142
PKCB,-0.138572748389,-0.121998381261,-0.129434569955,0.0527494168792,4.53618351726e-05,0.144824820434,-0.0202904364174,0.104735842129,0.260287050768,-0.212848369931,0.0423437733136
RSK,-0.00460883465372,-0.0339173162963,-0.0301072562354,0.0136714087272,0.0165799240596,-0.0351780366659,0.0191724304862,-0.0232711626116,0.00224689141593,0.0446079150742,0.0461421306464
PI3Kdelta,-0.109142042149,0.018481863249,0.0693397227776,0.0259580135741,-0.0880448373734,0.097483459257,0.093095432776,0.0108107551065,0.0754861266607,0.038832395184,0.0595189934796
G9a and GLP methyltransferases,-0.00654159582618,-0.00943456011231,-0.0878317133095,0.0807303350235,0.121480853695,-0.111849949243,-0.0288554619305,-0.0237176713519,0.0337964072925,-0.0235361887222,-0.0871803916151
FLT4,-0.0544761094365,0.0170688059525,0.0250250838425,0.131581968499,-0.0371162900714,0.0480655833435,0.113876105534,0.0505182286638,0.0200515070344,0.0137634067943,0.184903336471
AXL,0.0215915860284,0.0430609154068,0.0360342673018,0.0468497732793,-0.0464426022788,0.024735355883,0.0836626698486,0.010186910189,-0.0429420429482,0.0627054162509,0.0576953743407
NTRK2,0.0513531517138,-0.0545905774068,-0.0756528809767,-0.0746890122221,-0.0210991523276,-0.0555294547613,-0.0429909744097,0.0039421401536,0.0256598373901,-0.00365961770492,-0.120893194484
IRAK1,0.0150476923859,-0.0143895157677,0.00987408048768,0.0613832426606,-0.0361085388602,0.0270568265315,0.0249643652473,-0.0218436932608,0.082646805791,0.0177992360266,0.0568620302815
LTK,0.0240382811707,-0.049562377075,-0.0419380497914,0.0430376616412,0.0316328547286,-0.0558460786055,0.0621012826032,-0.0415737392025,0.090927744105,-0.0587853879231,0.0543558561746
Autophagy inducer,-0.0135708615066,0.142494450715,0.118886975516,-0.0564846949301,0.0115944661512,0.065068851186,0.0198330285176,-0.0819572459666,-0.00909533690188,0.0128331374842,-0.0496264720921
TAK1,0.0554064619357,-0.0519935890247,-0.0177102464242,0.00573185435344,-0.00754016747382,-0.0198412736421,0.0950908999362,-0.0568967909661,-0.0525837249777,0.0228215161591,0.0740830751026
MAP4K2,0.105125708424,0.155421289082,0.172790451377,-0.0329275275384,-0.0439732966332,0.137841520211,0.149894719818,-0.0290668545993,-0.123774179203,0.00328934150733,0.0955053002492
TAK,0.0985441714811,0.0648048690644,0.143105047647,-0.00954573190278,-0.0696677289585,0.0383454463115,0.147452074091,-0.0231547630064,-0.0946404993863,0.000765482603584,0.0540567776919
ERK2,0.0615966743872,-0.01590122282,0.112725967526,-0.0122593845983,-0.0156783040821,-0.0425987191619,0.109414978063,-0.0679341673443,-0.0720973218018,0.0555118453725,0.0143885160786
ERK1,-0.0847197349336,-0.0557172134364,-0.0357791299144,-0.0286495351102,-0.0180206107789,0.0263632130579,-0.0367361028581,-0.00258102780577,0.0614010273618,-0.0111195310499,0.0318062013078
HDAC6,0.0856003519088,0.120184498707,0.0822173369444,-0.171866319744,0.00798329473945,-0.0381783821732,0.0420868853357,-0.074024084852,-0.0680622286099,0.0610111820383,-0.0863855734184
HDAC8,0.0267159199831,-0.142435629085,-0.0865863357533,0.111358411383,-0.0346622711879,-0.00533092747815,0.0147296727894,0.0892867599179,0.114838680937,-0.136217635928,0.157038861589
Endothelin-1 receptor (EDNRA),-0.00409895617208,-0.0158399272186,0.0577423159152,0.00106193211447,0.0441924042744,-0.0484051496194,0.0558306773603,-0.0768745371682,0.0142807131552,0.0307608591584,-0.0125055567442
