,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
ROS1,0.0422529493116,0.0217291405034,0.000471161288564,-0.0224634052074,-0.045203919711,0.00047650226902,0.0137604969122,0.0190916422612,0.0346242582895,-0.0254650378928,-0.0126708915403
SRC,0.0146270153419,-0.0454273128395,-0.0258423965299,-0.0355837719567,-0.101083046015,-0.0281177929255,0.0286296019968,0.0474535753478,-0.0623194772621,0.0077558343162,-0.020585466262
KIF11,0.0400707051874,-0.0104678537879,0.014696716355,-0.00985575566734,-0.19306316007,-0.016547837351,-0.0613385423615,0.120928314454,0.0332538804082,-0.0430024527675,0.0561613429849
gamma-secretase,-0.0533272497969,0.0388733774598,-0.020900150777,0.0117644726414,0.0312854117195,0.0445377731137,0.011331578826,0.0101542996453,0.0178421310411,0.0509367018409,0.025802980554
Ephrins,-0.00491918048491,-0.00597819699727,0.0103926165861,0.00105248197868,0.114652101814,-0.0756224274379,0.0419765209276,-0.105643934172,-0.093315849424,-0.010899880929,-0.0910344681924
BCR-ABL,0.0105197142981,-0.0208302627874,-0.0279409918753,0.0105299535867,0.0235017350675,-0.0105234900335,0.0317149915212,-0.0418832327707,-0.0148748033891,-0.0201066152608,-0.0716882343519
CDK1,0.0954284517737,-0.0642540370744,0.072657608487,-0.096161982726,-0.177444578612,0.123343726846,0.0388185828164,0.10727351714,0.0742907665409,-0.00641937932768,0.117108637634
CDK2,0.111238296468,0.0423308008204,-0.0428130225426,-0.10264872495,-0.161600329487,-0.07645777494,-0.0614636501043,0.0997729217927,0.0262807895886,-0.107648505745,0.018800147419
CDK5,0.0844931612005,0.043290063436,0.0691903847608,-0.0706219221073,0.0545241220867,0.00136992911748,-0.0729310485316,-0.100498159177,-0.0171248707224,-0.0470322091151,-0.0118949686345
CDK7,-0.119839123231,0.091617621821,-0.0952456619939,0.0819616645685,0.0545135668017,-0.0967290086462,0.0367066537601,0.0336281933458,-0.0290277176454,0.0485841084977,-0.0290247638916
CDK9,-0.0377793991974,0.057157909292,-0.0357415711157,0.0382426969971,0.0531420580379,-0.116467627653,-0.0430838907091,-0.00508854136418,-0.0411562867037,-0.0421454412284,-0.104695616481
PKC,-0.117148874431,0.0285360158116,-0.0587498345424,0.0830272956237,0.0890494040107,0.100000367053,0.0384303788396,-0.0345404286423,-0.0237068273001,0.136842892464,0.0518256189702
CDK4,0.0420940140258,0.00207865380598,0.0394991996084,-0.0123093076386,-0.0303374938302,-0.0450226032518,0.0603762411186,0.00528940940239,-0.0214763472193,0.0152514515988,-0.0108431236574
LCK,0.0308706470555,-0.0242530314065,0.0295723032953,-0.00949802670102,-0.0969373679051,0.000404312237655,0.0423139313438,0.0107668533405,-0.0546552816101,-0.0450468430168,-0.017814437545
FYN,0.0459529593725,-0.0274960081797,-0.00867677839473,0.000328792377239,-0.0748799642485,-0.054650043397,0.0469989385702,0.0295730976886,-0.0488104701433,-0.000202785333197,-0.0271615320209
BMX,0.0278937752418,0.0301455289913,0.0802939903813,-0.0737644801025,0.0216456760763,0.0520009550895,0.0181120864986,-0.0648086273258,0.00821092030364,0.0110785532902,0.00506757208541
PLK1,0.0197263866324,-0.0385891202092,-0.0287948348843,0.00698864515051,-0.166629591873,-0.00647360012863,-0.0229442692614,0.0940418066015,-0.00808075798481,-0.127220684112,-0.0316217776817
PLK2,0.0161376852692,-0.0300774143052,-0.00990553493489,-0.0323516365885,-0.129016903531,0.014173285634,-0.0281184741529,0.0689177635224,0.0475527488998,-0.0774761329932,0.0091444647625
PLK3,0.0479220371284,0.032533593162,-0.0390049195139,-0.0177681923825,-0.0917472978465,-0.147680305327,-0.0337538409794,0.0577607980643,-0.040318708937,-0.0612055707325,-0.0787220367293
IGF1R,-0.0247051102454,-0.146219058149,-0.207829285382,0.0542018368267,-0.229651121894,-0.0148260029123,0.24011337135,0.186832497556,-0.0625537439177,0.150612861375,-0.0137322988845
IR,-0.0118399732755,0.0127368625393,-0.0542233881427,-0.0516964715045,0.00917316001085,-0.0104493694634,-0.0417321165265,0.0630893755139,0.00828590073336,0.0499852253453,0.0230972146433
ITK,0.00345226119693,-0.0180395713194,-0.0106463644758,0.00686243792308,-0.0463216039748,-0.00296177291098,0.0317936675005,0.00663516674722,-0.0110357527973,-0.006329265967,-0.0175544319069
RSK2,0.00907557605838,0.0130190935124,0.023920536933,-0.0447712575257,-0.0071205748271,-0.0226505482513,-0.0234718119166,-0.000961873708494,0.00554263798709,0.00159276747497,0.00306891687499
Dihydrofolate reductase (DHFR),0.0377112664616,-0.0126013128725,0.0396807395279,-0.066260971127,0.0542346124002,0.130614107065,-0.0126860939968,-0.0649369630569,0.0628088798202,0.0316504056257,0.0585272536512
MTOR,-0.0896369496152,0.0373073454505,0.0432455590118,0.0201542726636,0.0718772628699,0.258001516717,0.0700533451283,-0.0523397778057,0.139811897614,-0.0907118886214,-0.0813146357685
AKT1,0.0124604586083,-0.0320858594127,-0.0141733404877,-0.00175077059849,-0.128780178188,-0.0164144095116,0.0411826938271,0.0660153881197,0.0337968211398,-0.103361974285,-0.0577220855809
AKT2,0.0417112263945,-0.0619475770992,0.000860313696263,-0.0115690968558,0.0186665824293,-0.00141246616992,0.0228714114121,-0.0100406555203,-0.0413420643382,-0.0708028922367,-0.102710335076
AKT3,-0.0624424344018,0.0454007081594,-0.0207053337355,-0.0159048344182,0.113051836005,0.00171962760497,-0.0369508553713,-0.058741001002,-0.0473711026023,0.0448423167207,-0.0079751835244
HDAC1,0.229051893202,0.00683293398709,0.151768142076,0.00998458424157,0.131494520985,-0.0305445588471,-0.0344059572503,-0.148214249429,-0.265869839541,0.204071128147,0.0785586430791
HDAC3,0.0684349183087,-0.0102475407188,-0.00104395999745,-0.0375852961877,-0.0689886414421,0.00180389469885,0.0459054009045,-0.0238899099493,0.0458915164973,-0.0598738731414,-0.0550270875589
IKK,-0.0174392187919,-0.0411962710197,-0.00761797398347,0.0326045723321,-0.0289391495691,0.0684380616274,0.0445173670226,0.00617994390838,0.0459027418032,0.0124330655854,0.0448936695847
PI3Kbeta,-0.0201803086969,-0.100591240228,-0.0281235877405,0.0155820353638,0.244441866358,0.126875275833,0.168824696758,-0.100580569734,0.0134760140914,0.132399108433,-0.0147075219706
ERK5,0.0233237933241,0.00533337902009,-0.018379651264,-0.016897089369,-0.0239279325342,-0.0456837373096,0.0171726205922,-0.0186464890013,-0.0198868213641,-0.0305636099821,-0.0610026820788
BET,0.0494393335192,-0.024220759444,0.00693679582415,-0.0149771564594,-0.00869447185911,0.0991859908767,0.0493240162025,-0.0092772451669,0.0351563038012,0.000132500734285,-0.0124538141259
EIF2A,0.0259883587692,-0.00761642413615,-0.021528650256,-0.0206396130834,-0.120779850983,0.0523940447975,0.0338675469363,0.0643812187206,0.0628343388459,-0.0290307638145,0.00769940350807
ERBB2,0.318011334051,-0.110014623028,0.135211818667,-0.159223469885,0.117630399355,-0.130160996477,-0.0933229068861,-0.165745708161,-0.0475750316892,-0.11772381429,-0.0605457743443
ROCK1,-0.0172895135212,0.0271605171484,-0.0512248892002,-0.0309641256674,0.170400909788,0.0122745292009,0.0245707629218,-0.109234364065,0.0469154345153,0.0700758066451,-0.0157954754394
ROCK2,-0.00687022384897,0.0426347760766,-0.06589899227,0.00759236361844,0.0840782253195,-0.0714085614218,0.0604608694113,-0.0470062464307,0.00917701771846,-0.0266006910722,-0.0776038007029
Anthracycline,0.0492394222803,0.0490606604248,0.123856205897,-0.0866749314212,0.12294888582,-0.0169140699721,-0.0913551153679,-0.101697781636,-0.00208491078367,-0.0101835953837,-0.00141239365323
TOP2,-0.00847784858668,0.129219114833,0.0636353975376,-0.117671823936,0.228739737388,0.0759420397174,-0.184091491162,-0.118745240807,0.0238123795417,0.0826534625597,0.0516035583408
Pyrimidine antimetabolite,0.0264187388537,0.166958483026,0.253259735122,-0.130012773085,0.169000393375,-0.0746322795607,-0.31445530984,-0.102816370831,-0.000379874302404,-0.151928836444,-0.00634884555017
DNA crosslinker,-0.0434069960562,0.0403993222441,-0.00302392839757,-0.0226094076311,-0.053076739958,0.0325022630099,-0.0775228066914,0.0765005785524,0.0662470924223,-0.0130975231004,0.0490753669072
Microtubule destabiliser,-0.0272809093719,0.0664277237086,-0.040457812278,0.0896957084703,-0.0563328318313,0.109119137117,0.0213543273341,0.145531971497,-0.0235710223799,0.156387049879,0.237560087689
SHP-1 (PTPN6),0.0663935141126,-0.0300469717224,-0.0486666758373,0.0157057239798,-0.181186395297,-0.120704393172,0.0107634210404,0.110386314536,0.00335158178274,-0.0533987573514,0.0198267645678
SHP-2 (PTPN11),0.0674434813703,0.00197506396719,0.00555207958758,-0.0169956956003,-0.0832151829575,-0.0647550025506,-0.0396071291216,0.0527052582709,0.0225769851298,0.0010028099724,0.0503924290882
AR,6.11030407732e-05,0.0154029932822,0.0117200554528,0.0174286277817,0.0382532618928,-0.00960033333495,0.00989059198654,-0.0381598373841,0.0314636616546,0.0128650133843,0.00371354819143
ARFGAP1,-0.0264031080408,0.0605924596254,-0.0283671018951,0.00553598226168,-0.0153025687986,-0.130544118852,-0.1110079346,0.0280892334358,-0.00360076579562,-0.0221191841826,-0.0685627696337
ATM,0.0118704674217,-0.0540274499573,0.000622285125487,-0.0518941186993,-0.0559812268224,0.0188749286302,0.0667233519471,0.0248665133815,0.0611649374913,-0.0857031604728,-0.0324272687595
PPK,0.0704028935872,0.0140842072974,0.0368020635999,-0.0350532303382,0.014165140709,0.00754556449079,0.00514544327133,-0.0615519654545,-0.00589585986023,0.00777277711007,0.00936372336715
FLT1,0.0018969761895,0.0204217609172,0.0360899899704,0.0819360434668,-0.048215150242,-0.0325829165966,0.0309721892054,0.00326544927806,-0.0618195084311,0.0106215359111,0.012849285552
c-FGR,0.0193466313934,-0.0202088124376,0.0226874619599,0.0169114652781,-0.0436456616312,0.0308149205215,0.0302487576551,0.0118708479513,0.00464923448757,-0.00469114352438,-0.0101424447805
GSK3A,0.0507301925036,-0.0187376734428,-0.0290004117521,0.00411154078709,-0.0379821566148,-0.00333013293656,0.0358322959751,-0.0252039431992,-0.0136537038376,-0.00130390380292,-0.0207882804153
GSK3B,0.0338800951064,0.00221234040627,-0.014348536911,-0.0102472290337,-0.0196556951054,0.00030656638653,0.0143666465272,-0.0137532692654,0.00100550357354,0.00255196280319,-0.00785532318748
PDGFRA,-0.0496237849237,-0.0186338384899,-0.0293769416801,-0.0289191993774,0.0621477449339,-0.0211521888487,-0.0721460460854,-0.00872748408597,0.0275099285526,-4.94410355038e-05,-0.0119328892826
VEGFR2,-0.0749732379773,0.0408788066569,-0.0515500706509,0.0746351736088,-0.0700596576771,0.0297490260856,0.0447321622938,0.0529620429392,-0.00186298543432,0.00736831667538,0.000999808304906
FGFR1,-0.0397140357298,0.0317984159697,-0.00380055376973,0.0478210858056,-0.035543207781,-0.0444264740399,-0.0141262137648,0.0130002168096,0.0230611468527,-0.00562772296952,0.0202490500924
TIE2,0.00946206910317,0.019533726025,0.00133332613515,0.0469442844595,-0.0480587285758,-0.0283256433425,-0.000401672667119,0.0468823167725,-0.0738182898246,0.0226723405609,0.003586546732
JNK2,-0.0786188135305,0.0042517902116,-0.101090592669,0.186379326564,-0.0528484863311,-0.0893376044316,0.0375940590558,0.100765605664,-0.0856098027864,0.00610854204017,0.0277913375451
JNK3,-0.0651077634986,0.0167962334824,-0.0292261515725,0.0639263627939,0.00208030744989,0.0634050780791,-0.00169413090899,0.076251323323,-0.0275193345409,0.0482567463381,0.0899720701456
FAK,0.000368760738972,0.00179876012714,-0.0363901057823,0.0442812458088,-0.0596792705288,0.0192647805793,0.0278060528594,0.0555382137806,-0.0372676308947,0.00914714176411,0.0319353514705
FAK2,-0.0250193981846,0.000809268946693,-0.0142330163955,0.0256978607067,-0.0153189294317,0.0358419782864,-0.00301962492309,0.062983852751,-0.0119670900262,0.0372774848801,0.0594635899784
BRD2,0.0531933762309,0.0198832581581,0.0187705134944,0.0095241038431,-0.0398846498509,-0.0948930050977,-0.0391868748257,0.00600046964377,-0.0705727112028,-0.038875774666,-0.0217954274633
BRD3,0.0816637232792,-0.000538724523702,0.0183631553265,-0.0100563794508,-0.045780987091,-0.0957090679074,-0.0125343811227,-0.00902591792,-0.0793593656925,-0.012098805905,0.0214557047225
BRD4,-0.0229617536122,0.0524990749586,-0.0103955623333,0.0484294012139,0.0475260289292,0.0538721589526,0.0282145467889,-0.02483601007,-0.00601198277724,0.0760693911169,0.0434553594004
BRDT,-0.0432983214767,-0.0135370424335,0.0153064971766,-0.0102595486311,0.170077347608,0.137971431684,0.0181844931756,-0.0613495736298,0.0383018077231,0.0821375019168,0.0394407716489
HDAC2,0.0366687398106,0.0738711241502,-0.0221949470513,0.0166258976055,0.0348281045039,-0.0596144693634,0.0523224244991,-0.0714022248105,-0.0645408323972,0.0448994318796,-0.0356571197398
HIF-PH,-0.0652926523016,0.0552621518992,0.124976381862,0.0157588710693,0.346230394933,0.220215792128,-0.038274567522,-0.270913911382,-0.0643550014554,0.0829031518971,-0.123869757193
Farnesyl-transferase (FNTA),1.08226138001e-05,0.0343015758625,-0.0030576791552,0.0631920063584,0.00485255276749,-0.0124778019429,0.000849070875392,-0.0170992040808,-0.0531698948755,0.0390620722541,0.0150459681299
PDK1 (PDPK1),-0.10643027614,0.0225946530693,-0.0239506275285,0.00524903802972,-0.00303926132534,-0.00830584769594,-0.0158181753874,0.0210029615207,0.0116891401389,-0.0188243049883,-0.0500386820869
not defined,0.0199484923458,0.0193348820513,0.0594101888516,-0.079342554813,0.124988747432,0.00548340079441,-0.0400144938593,-0.143926972171,0.0450995691608,-0.0642153154503,-0.120974732427
XIAP,-0.0207653945911,0.034124225166,0.0256131074848,0.0198141846802,0.0158339683106,0.0537314611826,0.000917439165744,-0.0433737574634,0.0159984001329,0.00913101540376,0.0170673482968
PPARgamma,-0.0514719057451,-0.0151311233118,-0.0764211995301,0.0624134546739,-0.0599436274881,-0.0312885125271,-0.0327287582662,0.0926961395606,-0.0152056520362,-0.0226370168746,-0.00638037913628
PPARdelta,-0.0437212596267,0.0115494931098,-0.0455823806693,0.0298998011026,0.0192444087989,0.0425647585805,-0.0789539895625,0.0530487928995,-0.0133351138667,0.0331061505058,0.0519317457712
Procaspase-3,0.123535583067,0.0293882855578,0.0748120067239,-0.0473498924075,-0.0941236811203,-0.0527182521098,-0.032138683329,-0.0353566321478,-0.0363767509429,-0.0579086653832,-0.0104573460769
Procaspase-7,0.0487772370215,0.0474925139592,0.0367681337705,0.00554163944659,-0.0976510139744,-0.0319934516671,-0.0180963047184,-0.0186359660224,-0.0255665428293,-0.0543366339482,-0.0179873194895
PAK1,-0.0621443712334,0.120487523895,0.0906728871171,0.0804151728802,0.216285134228,-0.12091022494,-0.0250997472193,-0.213430844034,-0.0644164443088,-0.0350718803667,-0.139018669249
SGK2,0.0382189640202,0.0433013863335,0.0110961451672,0.018867202361,0.0283835594731,-0.145663284512,-0.0926004602096,-0.00286729973514,-0.093911486656,-0.0436150687147,-0.0788473449575
SGK3,0.0048488682901,0.0226657238241,-0.0223632616383,0.0664837894447,0.00614039210291,-0.141458102037,-0.0308442781174,0.0261381722601,-0.114959259567,-0.0181974326921,-0.0668390793411
SYK,-0.0874074081681,0.0453064569662,-0.0779873575746,0.126382114522,0.0559881408278,-0.187775575463,-0.0489553863618,0.000237409007491,-0.147343699185,-0.0733917596516,-0.105147891188
Antimetabolite (DNA & RNA),-0.0468543669462,0.0468186257242,0.0413123724453,-0.0345889974774,-0.00705965906668,-0.119915913236,-0.135845936878,0.0524489798811,-0.0252553863321,-0.0645906788873,0.064669084477
SERCA,-0.0164003637673,0.00343742145087,-0.0699738378816,0.119196236464,-0.200356532715,-0.0452734007669,-0.133943935655,0.221848705185,-0.109128159081,-0.00262723742255,0.125476460135
BCL2,-0.0549344425459,0.0297118327273,-0.0670253514689,0.0417907807772,-0.123114454861,0.0275355222603,0.00313146039054,0.126654705262,0.0467925660497,0.0442608513254,0.0835135830164
BCL-XL,0.0415037391944,-0.0182816010579,0.00580359567582,0.0216367030486,-0.0826332663718,-0.0114154002259,0.0151060477204,0.048319435007,0.0225253233246,-0.0310171999421,0.0322449778023
BCL-W,0.0567570342874,0.0298143888361,0.0666891706182,-0.0117826929041,0.152323011622,-0.0243854232079,-0.0315820935455,-0.158021244662,-0.0454244656078,-0.0292369519633,-0.104125117123
MCL1,-0.0907085625735,0.0643080444737,-0.0320644648888,-0.0127601243157,0.0996289850275,0.0531993581212,-0.0951657092831,0.00119545363331,0.0336471296331,0.12625295748,0.108640138677
Retinioic X receptor (RXR) agonist,0.0412762477478,-0.0520985153551,-0.0754430830031,0.00730842974709,-0.20918210138,-0.0411471236606,-0.0346855343458,0.147917734862,0.0208211005733,-0.0324897432016,0.0336298583476
dsDNA break induction,0.0367229169326,0.0537629247115,-0.0323875832687,-0.153957298278,0.12590663707,0.0267615186344,-0.133772500918,-0.0301276142553,0.111379281015,0.14999968807,0.190697882038
BTK,-0.100499200892,0.0319411739928,0.0133094598204,-0.00841424696755,0.0274066425416,0.0826308859898,-0.0262917017127,-0.0108207661577,0.0253041715757,-0.0411467781258,-0.0195062765837
HSP90,0.0157348769334,0.0480023676394,0.0985093414451,-0.0201192736947,0.233142062987,0.0702246238887,-0.0133236677341,-0.234361357371,0.00837085313699,0.0958341385996,0.0332378918076
Biguanide agent,-0.0746819047172,-0.0993874024546,0.0426135700982,-0.160909361355,0.251982098319,0.141160289607,-0.128238641058,-0.0600217997561,0.146317544365,0.192424634827,0.24263581359
PDGFRB,-0.0301355029341,0.045706849792,-0.0326912402036,0.0714354691476,-0.051883943287,-0.0292242945943,0.0446060705397,0.0113902477977,-0.0520975754194,-0.0170988260669,-0.040352104331
IKK1,0.0670848666393,0.0101121786511,0.0424190580318,-0.0273814087164,-0.153663846268,0.0121194070598,-0.0489109438896,0.0952077591869,0.0239979543486,-0.0615793123972,0.092576801528
IKK2,-0.065409343639,-0.00411872706086,-0.107611294131,0.0174325614211,-0.0604868707458,-0.159611043424,0.0251659552335,0.113504802266,-0.0683296459695,-0.0245342169255,-0.0413142004382
Amyloid beta20,0.0163083081795,-0.0320619159946,-0.0449390678136,0.0378788037026,-0.0236599880763,-0.0669968291231,0.0492447027764,-0.00997913285003,-0.036594009138,0.00207767729837,-0.00178232255969
Amyloid beta40,-0.00753213905193,0.00126706829246,0.0380806925927,0.00929044559889,0.124943651175,0.0169709147147,-0.00422499397707,-0.121818650281,-0.0162923211202,0.0793450995458,0.0885184875339
JAK1,0.00395167567421,0.0316712943871,0.000661753183282,-0.0187690851958,0.0418854374106,-0.0809883518027,-0.0674442350036,-0.031148120156,0.00491218368442,-0.0288165508594,-0.0216355745626
JAK2,0.0750400530445,-0.0380504137939,-0.011368812413,-0.0635813455666,-0.0338219556481,0.0301562029123,0.0386655061364,-0.0154938290936,0.0202566756816,-0.00309952214817,0.0129235289576
JNK1,-0.0264945953592,0.00975525462358,-0.095450243608,0.000620516575037,0.0556120689132,-0.0175254797224,0.00826523217049,-0.0103320367946,0.0018812287064,-0.0144702523622,-0.00753422073826
KSP,0.0150764568432,0.165282944674,-0.0311870782864,-0.0508809520412,-0.152936234577,-0.00598760863602,-0.00278325051058,0.153458513563,0.0778567177189,0.037626852689,0.177374825719
CDK6,-0.0859482695024,0.0542596329953,0.0362037416479,0.0376887653803,0.0103316663634,0.0816706330628,0.0408677445698,0.0432063086684,0.0171611313378,0.0899533112957,0.108199873527
p38alpha,0.0402897246419,-0.0260918042012,-0.0150966528319,-0.105261769856,-0.0472626000935,-0.0699028519362,-0.0363543930229,0.0487601288871,0.0699843328848,-0.0955257011693,-0.0175496149796
p38beta,0.00886281077939,-0.0235148669586,-0.0347180904894,-0.05824858565,0.00698980906456,-0.0737188507116,-0.00888461310168,0.0121317838707,0.025990272754,-0.0609926183683,-0.0586569107948
PI3K (class 1),0.0165261265924,-0.0926736394927,0.0448518320773,-0.0223489440349,0.0699580218717,0.12525491463,0.106420610277,-0.00794671361096,0.0098565538282,-0.0148658744547,-0.0892611080465
PI3Kgamma,0.00854897398841,-0.094543404629,0.0369789762436,0.022459495398,-0.0249808078194,0.00433407047022,0.100878111039,0.0799102407469,-0.108663083285,0.00926166535634,-0.0253437781338
PKCB,0.12790416718,-0.00512746841441,0.118291609096,-0.0430216482103,-0.117728436625,-0.0270481090284,0.0853909731614,-0.0867877320158,-0.0424702119246,-0.0600737377998,-0.0580851700105
RSK,0.0304821110276,0.0201946703697,0.0285920363715,0.00180972953878,0.0933342515466,-0.0706666079026,0.0357706855788,-0.133652608342,-0.0430366525832,-0.0216610077926,-0.0905008662643
PI3Kdelta,0.0276911023763,-0.07508685865,0.00590262329949,-0.0265069519873,0.066749706909,-0.0070404255575,0.0930582782655,-0.0539820980878,-0.024191961119,0.00479321204394,-0.0674121262303
G9a and GLP methyltransferases,0.14239435264,0.0640023042529,0.0507698626162,-0.0415644926913,-0.168740456403,-0.0317290392264,-0.0827098083245,0.0519157453628,-0.0425590905672,-0.0140190153805,0.0269504667189
FLT4,-0.0641166475472,0.0158173081225,-0.00644648437232,0.0501261995311,0.035947730181,0.0331250781285,-0.00451036140708,0.0172341622077,-0.0336527197902,0.0239421285504,0.00856103877137
AXL,0.039805351186,-0.0029541272954,0.030770326163,0.00432286315332,-0.00452271182123,-0.0231088258007,-0.00498331724585,0.0160141230504,-0.049395870397,0.0261449815179,0.0409776292074
NTRK2,-0.0406368861076,0.0361789590719,-0.00903551873869,0.0112900755868,-0.0561760981415,0.0889211322167,-0.0203460027337,0.0977316443134,0.0487664850377,0.0707631778226,0.135137609284
IRAK1,-0.0255225831638,0.0167769042929,0.00145360009607,0.0296015043337,-0.0822646442393,0.049720348511,-0.0421795373735,0.0921143656292,-0.00242359826811,-0.0275327704227,0.0621313545134
LTK,-0.0137217161245,-0.0541023881112,-0.000756369316415,-0.0577231066703,0.0929826976841,0.0542178571694,-0.0392311321112,-0.014980242191,0.036840323487,0.0347027751564,0.0115755104826
Autophagy inducer,-0.0195576771002,0.0138447141644,-0.0324718945357,0.0519501028937,-0.00409216069173,-0.0696972767076,0.00296834583482,-0.0086756930788,-0.0521076677957,-0.00669586476383,-0.0473899027621
TAK1,-0.0911096725074,0.0667603050964,-0.00157051578634,-0.0165378907898,0.251501813716,0.0434446388647,0.0724862539716,-0.135340632904,0.0416251461463,0.0893896674999,-0.0458700560055
MAP4K2,-0.0890508843439,-0.0171604766125,-0.100654542261,0.130266764173,-0.115598437262,-0.167614965005,0.0292834103579,0.109600835334,-0.106553191136,-0.0594710660957,-0.0799475855407
TAK,-0.0951834153431,0.0545857037874,-0.104777148618,0.0910354168022,-0.0416864240887,-0.163998018314,-0.00211137354776,0.0732241039298,-0.0598903179785,-0.0202793187648,-0.081431449934
ERK2,0.0149499243078,-0.00224873293845,0.0248641315916,0.0497636209196,-0.0257181904169,-0.114035030461,0.0178689076203,-0.000483919461685,-0.0813001226513,-0.0733914036959,-0.0468351612536
ERK1,0.0230380511795,-0.00207184998228,-0.017977778209,-0.0384941113792,0.0359757615492,0.00178552631769,-0.0296163124476,-0.0212088624193,-0.00921917169011,-0.00210427534988,-0.0622650910422
HDAC6,-0.0090168427639,0.00578865839363,0.0704750000972,0.0325439675961,0.144197846909,0.0174845818552,-0.00891850033429,-0.0672160366509,-0.110132297888,0.131984654184,0.0787861977877
HDAC8,-0.0178635920045,0.00390758083296,-0.0419463816359,0.00926736323819,-0.193890493906,-0.127936453467,0.0191252186683,0.116241584366,0.0569572665365,-0.168216709873,-0.0817162653738
