,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
CDK5,57.0,453.0,36.0,307.0,313.0,989.0,117.0,349.0,959.0,939.0,759.0
CDK7,414.0,750.0,992.0,754.0,823.0,39.0,659.0,671.0,345.0,47.0,506.0
CDK9,948.0,668.0,993.0,683.0,95.0,24.0,772.0,973.0,15.0,19.0,542.0
PKC,205.0,415.0,244.0,581.0,288.0,965.0,99.0,89.0,847.0,943.0,456.0
CDK4,508.0,696.0,867.0,197.0,915.0,334.0,783.0,29.0,317.0,232.0,350.0
LCK,61.0,148.0,387.0,172.0,1.0,859.0,361.0,998.0,961.0,770.0,610.0
FYN,986.0,585.0,921.0,192.0,82.0,141.0,570.0,793.0,359.0,554.0,515.0
BMX,36.0,511.0,634.0,1000.0,996.0,153.0,436.0,49.0,300.0,397.0,918.0
PLK1,402.0,937.0,979.0,878.0,861.0,135.0,330.0,7.0,601.0,628.0,744.0
PLK2,290.0,933.0,998.0,255.0,122.0,414.0,100.0,28.0,861.0,996.0,731.0
PLK3,687.0,778.0,910.0,675.0,808.0,16.0,795.0,794.0,404.0,29.0,585.0
IGF1R,559.0,983.0,4.0,64.0,953.0,728.0,645.0,84.0,650.0,454.0,180.0
IR,997.0,966.0,91.0,99.0,395.0,20.0,556.0,564.0,257.0,881.0,109.0
ITK,746.0,965.0,667.0,33.0,377.0,230.0,267.0,186.0,37.0,946.0,100.0
RSK2,743.0,954.0,129.0,800.0,261.0,695.0,47.0,293.0,103.0,955.0,382.0
Dihydrofolate reductase (DHFR),605.0,5.0,791.0,113.0,12.0,780.0,685.0,1000.0,788.0,124.0,439.0
MTOR,599.0,752.0,841.0,64.0,30.0,701.0,51.0,630.0,705.0,823.0,673.0
AKT1,400.0,678.0,61.0,1000.0,977.0,55.0,602.0,241.0,559.0,209.0,509.0
AKT2,336.0,525.0,62.0,715.0,815.0,278.0,625.0,508.0,639.0,852.0,140.0
AKT3,661.0,181.0,921.0,6.0,1.0,565.0,793.0,1000.0,686.0,426.0,325.0
HDAC1,558.0,519.0,124.0,819.0,6.0,280.0,169.0,1000.0,411.0,321.0,201.0
HDAC3,928.0,364.0,988.0,157.0,256.0,442.0,616.0,91.0,451.0,918.0,93.0
IKK,673.0,249.0,269.0,712.0,883.0,696.0,504.0,235.0,31.0,255.0,678.0
PI3Kbeta,691.0,3.0,838.0,514.0,0.0,842.0,101.0,1000.0,549.0,634.0,174.0
ERK5,920.0,140.0,995.0,303.0,189.0,39.0,983.0,896.0,171.0,20.0,349.0
BET,442.0,221.0,996.0,892.0,489.0,208.0,816.0,229.0,748.0,731.0,584.0
EIF2A,146.0,721.0,418.0,964.0,841.0,372.0,190.0,147.0,337.0,998.0,90.0
ERBB2,181.0,416.0,764.0,1000.0,259.0,47.0,203.0,971.0,454.0,526.0,887.0
ROCK1,789.0,152.0,778.0,95.0,39.0,879.0,347.0,167.0,325.0,979.0,420.0
ROCK2,270.0,202.0,109.0,346.0,899.0,863.0,898.0,34.0,886.0,334.0,658.0
Anthracycline,245.0,914.0,657.0,517.0,309.0,591.0,150.0,28.0,952.0,975.0,688.0
TOP2,88.0,641.0,897.0,537.0,457.0,702.0,213.0,0.0,996.0,997.0,909.0
Pyrimidine antimetabolite,402.0,901.0,832.0,593.0,515.0,474.0,357.0,68.0,750.0,346.0,941.0
DNA crosslinker,68.0,682.0,733.0,743.0,933.0,850.0,95.0,0.0,956.0,867.0,847.0
Microtubule destabiliser,63.0,73.0,568.0,513.0,195.0,919.0,159.0,83.0,995.0,991.0,816.0
SHP-1 (PTPN6),649.0,227.0,755.0,208.0,366.0,866.0,963.0,654.0,117.0,39.0,634.0
SHP-2 (PTPN11),390.0,391.0,513.0,458.0,187.0,775.0,816.0,889.0,121.0,37.0,613.0
AR,768.0,206.0,18.0,764.0,441.0,335.0,518.0,925.0,111.0,922.0,25.0
ARFGAP1,95.0,911.0,136.0,922.0,764.0,758.0,64.0,101.0,568.0,933.0,321.0
ATM,253.0,786.0,183.0,944.0,808.0,160.0,330.0,30.0,352.0,981.0,888.0
PPK,180.0,691.0,461.0,926.0,337.0,568.0,692.0,54.0,614.0,787.0,993.0
FLT1,296.0,528.0,985.0,979.0,33.0,93.0,947.0,744.0,848.0,21.0,998.0
c-FGR,137.0,592.0,267.0,595.0,571.0,752.0,242.0,44.0,582.0,864.0,926.0
GSK3A,676.0,55.0,64.0,262.0,762.0,573.0,777.0,478.0,904.0,275.0,378.0
GSK3B,576.0,13.0,14.0,196.0,538.0,784.0,408.0,936.0,834.0,835.0,86.0
PDGFRA,22.0,673.0,99.0,660.0,284.0,998.0,275.0,220.0,601.0,729.0,556.0
VEGFR2,816.0,161.0,47.0,277.0,21.0,685.0,7.0,1000.0,258.0,627.0,78.0
FGFR1,971.0,891.0,598.0,355.0,21.0,157.0,24.0,844.0,73.0,991.0,594.0
TIE2,878.0,442.0,991.0,438.0,10.0,38.0,269.0,1000.0,810.0,343.0,442.0
JNK2,147.0,817.0,45.0,476.0,192.0,798.0,111.0,784.0,654.0,977.0,150.0
JNK3,382.0,492.0,536.0,36.0,18.0,911.0,184.0,541.0,751.0,983.0,325.0
FAK,203.0,186.0,143.0,295.0,173.0,521.0,256.0,902.0,993.0,969.0,221.0
FAK2,461.0,112.0,125.0,336.0,207.0,407.0,152.0,897.0,971.0,984.0,149.0
BRD2,922.0,599.0,146.0,107.0,28.0,443.0,725.0,1000.0,420.0,100.0,325.0
BRD3,957.0,585.0,76.0,95.0,25.0,257.0,903.0,1000.0,338.0,70.0,275.0
BRD4,921.0,352.0,41.0,532.0,41.0,685.0,298.0,916.0,96.0,902.0,47.0
BRDT,122.0,783.0,299.0,832.0,886.0,267.0,80.0,8.0,971.0,998.0,475.0
HDAC2,125.0,90.0,762.0,187.0,23.0,975.0,62.0,210.0,926.0,1000.0,270.0
HIF-PH,589.0,266.0,463.0,247.0,39.0,771.0,684.0,849.0,986.0,451.0,291.0
Farnesyl-transferase (FNTA),228.0,735.0,573.0,352.0,51.0,514.0,136.0,923.0,969.0,901.0,184.0
PDK1 (PDPK1),602.0,999.0,997.0,873.0,163.0,15.0,799.0,25.0,470.0,287.0,990.0
not defined,59.0,803.0,144.0,539.0,544.0,794.0,344.0,21.0,907.0,993.0,528.0
XIAP,156.0,30.0,816.0,746.0,315.0,464.0,126.0,320.0,999.0,999.0,438.0
PPARgamma,241.0,202.0,318.0,559.0,311.0,387.0,166.0,308.0,889.0,1000.0,109.0
PPARdelta,248.0,154.0,267.0,362.0,425.0,500.0,148.0,189.0,940.0,1000.0,60.0
Procaspase-3,938.0,963.0,3.0,29.0,65.0,903.0,69.0,996.0,216.0,533.0,63.0
Procaspase-7,795.0,750.0,14.0,285.0,48.0,826.0,87.0,999.0,420.0,459.0,102.0
PAK1,727.0,776.0,541.0,979.0,41.0,139.0,264.0,977.0,437.0,213.0,747.0
SGK2,99.0,914.0,699.0,930.0,193.0,686.0,129.0,84.0,483.0,952.0,832.0
SGK3,117.0,977.0,851.0,968.0,361.0,561.0,136.0,16.0,558.0,942.0,897.0
SYK,496.0,987.0,265.0,611.0,151.0,549.0,93.0,456.0,553.0,823.0,542.0
Antimetabolite (DNA & RNA),833.0,329.0,201.0,426.0,189.0,449.0,785.0,999.0,302.0,8.0,408.0
SERCA,473.0,806.0,140.0,156.0,647.0,714.0,303.0,56.0,994.0,630.0,694.0
BCL2,356.0,401.0,253.0,809.0,968.0,597.0,291.0,63.0,699.0,975.0,404.0
BCL-XL,466.0,150.0,42.0,881.0,852.0,484.0,524.0,224.0,687.0,640.0,228.0
BCL-W,449.0,741.0,47.0,751.0,968.0,325.0,711.0,88.0,615.0,402.0,513.0
MCL1,637.0,829.0,679.0,22.0,47.0,729.0,173.0,313.0,867.0,947.0,389.0
Retinioic X receptor (RXR) agonist,53.0,244.0,880.0,602.0,76.0,493.0,318.0,259.0,606.0,999.0,819.0
dsDNA break induction,493.0,628.0,882.0,545.0,830.0,552.0,821.0,22.0,945.0,36.0,973.0
BTK,5.0,294.0,79.0,927.0,971.0,947.0,153.0,14.0,792.0,965.0,849.0
HSP90,389.0,405.0,944.0,547.0,834.0,346.0,277.0,268.0,964.0,137.0,810.0
Biguanide agent,819.0,277.0,806.0,157.0,241.0,645.0,777.0,988.0,82.0,0.0,279.0
PDGFRB,670.0,492.0,592.0,1.0,0.0,966.0,756.0,920.0,763.0,167.0,661.0
IKK1,2.0,325.0,6.0,903.0,735.0,974.0,207.0,618.0,806.0,676.0,708.0
IKK2,467.0,849.0,978.0,542.0,731.0,23.0,943.0,781.0,327.0,2.0,858.0
Amyloid beta20,820.0,150.0,583.0,642.0,660.0,93.0,906.0,764.0,173.0,601.0,122.0
Amyloid beta40,494.0,2.0,23.0,441.0,695.0,322.0,899.0,982.0,585.0,418.0,11.0
JAK1,944.0,267.0,599.0,824.0,507.0,88.0,733.0,797.0,28.0,311.0,58.0
JAK2,219.0,831.0,32.0,331.0,90.0,887.0,488.0,628.0,649.0,514.0,956.0
JNK1,997.0,428.0,568.0,12.0,97.0,210.0,751.0,415.0,638.0,467.0,682.0
KSP,48.0,522.0,512.0,987.0,999.0,600.0,584.0,1.0,955.0,45.0,955.0
CDK6,57.0,757.0,438.0,542.0,999.0,438.0,911.0,0.0,995.0,164.0,971.0
p38alpha,373.0,870.0,600.0,987.0,934.0,145.0,817.0,237.0,158.0,627.0,497.0
p38beta,209.0,476.0,394.0,969.0,942.0,228.0,560.0,155.0,385.0,299.0,384.0
PI3K (class 1),623.0,312.0,356.0,923.0,450.0,86.0,467.0,893.0,856.0,276.0,686.0
PI3Kgamma,113.0,591.0,748.0,56.0,921.0,443.0,745.0,273.0,220.0,652.0,198.0
PKCB,238.0,204.0,578.0,28.0,22.0,690.0,744.0,847.0,796.0,834.0,614.0
RSK,726.0,194.0,10.0,142.0,11.0,761.0,648.0,1000.0,190.0,625.0,35.0
PI3Kdelta,221.0,9.0,135.0,601.0,24.0,761.0,278.0,1000.0,761.0,390.0,593.0
G9a and GLP methyltransferases,995.0,145.0,103.0,1.0,1.0,785.0,865.0,1000.0,98.0,7.0,32.0
FLT4,847.0,612.0,943.0,379.0,361.0,252.0,540.0,466.0,875.0,357.0,759.0
AXL,573.0,355.0,982.0,693.0,206.0,129.0,709.0,537.0,956.0,247.0,832.0
NTRK2,640.0,596.0,784.0,107.0,102.0,278.0,585.0,332.0,277.0,659.0,918.0
IRAK1,107.0,202.0,143.0,761.0,986.0,682.0,763.0,379.0,893.0,76.0,584.0
LTK,810.0,503.0,24.0,369.0,608.0,890.0,738.0,629.0,119.0,75.0,419.0
Autophagy inducer,876.0,54.0,66.0,858.0,697.0,631.0,743.0,997.0,2.0,2.0,44.0
TAK1,601.0,348.0,651.0,4.0,100.0,913.0,237.0,713.0,75.0,916.0,152.0
MAP4K2,831.0,429.0,931.0,889.0,743.0,39.0,940.0,793.0,598.0,3.0,629.0
TAK,928.0,360.0,964.0,65.0,360.0,263.0,864.0,961.0,11.0,6.0,202.0
ERK2,696.0,608.0,736.0,2.0,491.0,604.0,867.0,595.0,179.0,270.0,158.0
ERK1,959.0,682.0,200.0,982.0,404.0,20.0,467.0,960.0,224.0,162.0,339.0
HDAC6,744.0,70.0,525.0,609.0,125.0,196.0,916.0,1000.0,35.0,0.0,831.0
HDAC8,822.0,316.0,397.0,178.0,726.0,713.0,866.0,70.0,73.0,590.0,537.0
Endothelin-1 receptor (EDNRA),775.0,250.0,73.0,717.0,782.0,358.0,639.0,805.0,19.0,589.0,44.0
BIRC5,224.0,538.0,793.0,892.0,351.0,131.0,405.0,988.0,810.0,44.0,629.0
MDM4,289.0,277.0,784.0,988.0,703.0,135.0,734.0,836.0,103.0,57.0,737.0
HDAC,964.0,594.0,19.0,927.0,990.0,341.0,561.0,448.0,0.0,66.0,296.0
RAR,401.0,87.0,15.0,1000.0,117.0,212.0,135.0,1000.0,3.0,697.0,149.0
HDAC1-10,752.0,530.0,175.0,89.0,35.0,565.0,598.0,1000.0,105.0,34.0,176.0
VEGFR1,107.0,31.0,91.0,607.0,340.0,877.0,357.0,929.0,628.0,737.0,283.0
VEGFR3,801.0,279.0,135.0,495.0,974.0,150.0,944.0,901.0,541.0,14.0,318.0
MEK5,966.0,880.0,351.0,462.0,636.0,66.0,956.0,862.0,12.0,15.0,337.0
MTORC2,40.0,53.0,270.0,764.0,97.0,929.0,216.0,997.0,757.0,182.0,613.0
Angiopoietin-1 receptor,979.0,449.0,130.0,623.0,381.0,456.0,625.0,999.0,1.0,11.0,94.0
JAK3,657.0,821.0,735.0,998.0,844.0,7.0,617.0,368.0,215.0,562.0,473.0
IKKB,988.0,635.0,418.0,41.0,322.0,401.0,949.0,996.0,25.0,3.0,33.0
MAP3K8,983.0,409.0,946.0,268.0,245.0,46.0,810.0,970.0,9.0,169.0,53.0
MPS1,772.0,444.0,866.0,394.0,934.0,31.0,984.0,896.0,605.0,0.0,388.0
EPHB4,653.0,399.0,773.0,3.0,652.0,573.0,878.0,851.0,243.0,126.0,83.0
RNA Polymerase 1,466.0,254.0,938.0,928.0,367.0,98.0,719.0,967.0,635.0,5.0,971.0
PI3Kalpha,63.0,218.0,179.0,286.0,135.0,879.0,357.0,990.0,972.0,280.0,789.0
DAPK3,53.0,318.0,184.0,405.0,12.0,951.0,105.0,1000.0,831.0,521.0,623.0
CLK4,27.0,198.0,119.0,524.0,5.0,972.0,152.0,1000.0,937.0,329.0,705.0
PIM3,78.0,219.0,298.0,942.0,23.0,812.0,153.0,1000.0,668.0,172.0,776.0
HIPK2,14.0,237.0,156.0,576.0,3.0,936.0,130.0,1000.0,876.0,500.0,730.0
ALK5,797.0,397.0,904.0,518.0,87.0,327.0,810.0,999.0,34.0,10.0,57.0
TNKS1,927.0,129.0,996.0,186.0,549.0,53.0,767.0,420.0,493.0,201.0,268.0
TNKS2,446.0,46.0,989.0,677.0,942.0,191.0,794.0,125.0,831.0,208.0,521.0
ROCK,706.0,364.0,710.0,907.0,265.0,113.0,776.0,999.0,96.0,0.0,713.0
PYKFYVE,950.0,567.0,992.0,78.0,592.0,26.0,976.0,566.0,243.0,2.0,341.0
DDR1,12.0,290.0,64.0,927.0,105.0,914.0,261.0,994.0,797.0,398.0,754.0
RIPK1,12.0,568.0,11.0,858.0,600.0,969.0,313.0,802.0,731.0,338.0,774.0
CAMK2,779.0,82.0,119.0,891.0,213.0,373.0,828.0,999.0,107.0,19.0,233.0
LXR,236.0,384.0,27.0,995.0,715.0,796.0,306.0,828.0,49.0,426.0,477.0
FXR,586.0,368.0,477.0,998.0,940.0,311.0,544.0,134.0,70.0,198.0,691.0
SIRT1,810.0,421.0,316.0,983.0,229.0,80.0,648.0,993.0,10.0,212.0,324.0
AMPK agonist,446.0,384.0,517.0,962.0,966.0,219.0,769.0,145.0,403.0,146.0,900.0
TOP1,214.0,581.0,859.0,484.0,981.0,664.0,510.0,0.0,959.0,612.0,982.0
Antimetabolite,387.0,328.0,242.0,849.0,977.0,751.0,420.0,212.0,674.0,4.0,940.0
Retinoic acid,569.0,420.0,962.0,987.0,274.0,417.0,596.0,374.0,56.0,93.0,927.0
HDAC inhibitor Class I,589.0,497.0,266.0,788.0,943.0,729.0,456.0,1.0,143.0,606.0,686.0
IIa,475.0,823.0,238.0,797.0,214.0,835.0,202.0,186.0,75.0,915.0,774.0
IIb,405.0,310.0,132.0,967.0,201.0,815.0,67.0,329.0,179.0,976.0,411.0
IV,376.0,679.0,136.0,915.0,193.0,880.0,84.0,513.0,87.0,884.0,632.0
MEK1,585.0,639.0,207.0,6.0,369.0,956.0,336.0,654.0,73.0,860.0,50.0
MEK2,529.0,499.0,231.0,1.0,306.0,947.0,369.0,705.0,101.0,668.0,50.0
PARP1,591.0,150.0,529.0,522.0,1000.0,536.0,884.0,0.0,883.0,87.0,619.0
PARP2,815.0,149.0,883.0,512.0,998.0,533.0,869.0,0.0,877.0,536.0,800.0
TEC,383.0,917.0,692.0,666.0,616.0,523.0,289.0,58.0,72.0,499.0,966.0
CRBN,203.0,382.0,618.0,959.0,987.0,815.0,500.0,2.0,644.0,710.0,771.0
CHEK1,165.0,327.0,340.0,376.0,203.0,948.0,126.0,407.0,554.0,735.0,979.0
CHEK2,466.0,391.0,113.0,349.0,487.0,961.0,98.0,440.0,476.0,414.0,823.0
NTRK1,445.0,690.0,9.0,767.0,868.0,828.0,113.0,403.0,112.0,911.0,88.0
NTRK3,904.0,825.0,980.0,50.0,29.0,295.0,602.0,235.0,176.0,618.0,920.0
p38,215.0,618.0,76.0,981.0,999.0,509.0,482.0,2.0,389.0,749.0,529.0
TBK1,528.0,143.0,351.0,69.0,161.0,962.0,181.0,285.0,712.0,822.0,818.0
DNAPK,929.0,420.0,226.0,672.0,77.0,241.0,83.0,997.0,86.0,600.0,472.0
PIM1,990.0,650.0,751.0,643.0,930.0,27.0,614.0,136.0,76.0,393.0,287.0
JNK,321.0,743.0,14.0,950.0,996.0,536.0,278.0,16.0,240.0,871.0,298.0
WEE1,392.0,221.0,847.0,230.0,69.0,128.0,375.0,690.0,549.0,835.0,873.0
MDM2,669.0,229.0,107.0,16.0,412.0,981.0,362.0,514.0,279.0,893.0,11.0
FGFR3,616.0,689.0,234.0,987.0,903.0,292.0,336.0,40.0,18.0,730.0,495.0
PI3K (Class 1),967.0,599.0,903.0,450.0,790.0,128.0,631.0,48.0,428.0,143.0,822.0
PPM1D,475.0,50.0,422.0,696.0,225.0,361.0,761.0,946.0,263.0,809.0,80.0
RAC1,343.0,180.0,151.0,480.0,48.0,942.0,80.0,968.0,80.0,803.0,118.0
RAC2,308.0,538.0,85.0,627.0,166.0,936.0,623.0,892.0,316.0,659.0,323.0
RAC3,652.0,28.0,481.0,681.0,97.0,777.0,744.0,981.0,42.0,427.0,166.0
S6K1,612.0,9.0,759.0,94.0,27.0,892.0,565.0,995.0,287.0,467.0,121.0
LOK,618.0,811.0,944.0,954.0,834.0,42.0,568.0,8.0,297.0,737.0,754.0
TRCB,578.0,795.0,824.0,606.0,998.0,296.0,610.0,0.0,485.0,567.0,842.0
ABL(T315I),823.0,933.0,796.0,847.0,956.0,131.0,536.0,0.0,242.0,485.0,794.0
ADCK4,977.0,962.0,219.0,124.0,850.0,235.0,838.0,15.0,422.0,280.0,300.0
BRSK2,491.0,461.0,522.0,461.0,680.0,663.0,548.0,161.0,305.0,203.0,768.0
MARK4,696.0,591.0,330.0,48.0,744.0,667.0,661.0,81.0,177.0,687.0,239.0
PRKCD,831.0,361.0,304.0,21.0,226.0,537.0,393.0,247.0,527.0,989.0,259.0
SPRK1,800.0,846.0,204.0,477.0,960.0,453.0,368.0,0.0,235.0,817.0,627.0
MAPK7,882.0,657.0,221.0,544.0,455.0,890.0,99.0,640.0,38.0,910.0,30.0
ATR,800.0,237.0,869.0,210.0,613.0,358.0,876.0,52.0,819.0,237.0,919.0
ALK4,193.0,574.0,168.0,857.0,710.0,914.0,106.0,5.0,174.0,988.0,583.0
ESR1,997.0,331.0,61.0,57.0,976.0,42.0,894.0,2.0,147.0,974.0,28.0
EGLN1,620.0,113.0,187.0,963.0,556.0,233.0,263.0,907.0,649.0,490.0,364.0
RNA helicase A,63.0,92.0,308.0,987.0,948.0,880.0,191.0,357.0,868.0,232.0,886.0
Induces reactive oxygen species,678.0,292.0,891.0,462.0,550.0,713.0,305.0,17.0,523.0,756.0,882.0
NAMPT,821.0,881.0,882.0,90.0,741.0,307.0,765.0,0.0,605.0,552.0,910.0
TRAIL receptor agonist,935.0,50.0,39.0,427.0,474.0,703.0,364.0,972.0,648.0,40.0,192.0
L3MBTL3,600.0,184.0,2.0,736.0,800.0,408.0,602.0,935.0,132.0,484.0,81.0
DOT1L,712.0,385.0,6.0,328.0,903.0,832.0,501.0,604.0,109.0,732.0,28.0
DNA alkylating agent,972.0,122.0,461.0,115.0,636.0,164.0,931.0,856.0,42.0,174.0,89.0
NAE,197.0,491.0,632.0,468.0,865.0,792.0,381.0,3.0,996.0,665.0,960.0
