,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
CDK9,550.0,192.0,75.0,824.0,656.0,388.0,507.0,855.0,922.0,81.0,915.0
PKC,467.0,69.0,718.0,194.0,919.0,126.0,37.0,562.0,530.0,409.0,78.0
CDK4,828.0,906.0,812.0,66.0,900.0,134.0,36.0,119.0,107.0,483.0,11.0
LCK,815.0,91.0,359.0,175.0,967.0,58.0,256.0,313.0,387.0,534.0,225.0
FYN,616.0,867.0,651.0,100.0,350.0,628.0,939.0,53.0,546.0,728.0,509.0
BMX,874.0,635.0,917.0,55.0,151.0,444.0,434.0,648.0,302.0,240.0,218.0
PLK1,823.0,874.0,848.0,94.0,698.0,162.0,770.0,92.0,111.0,789.0,469.0
PLK2,435.0,836.0,763.0,829.0,111.0,702.0,961.0,397.0,706.0,450.0,918.0
PLK3,60.0,427.0,14.0,370.0,598.0,839.0,189.0,984.0,892.0,113.0,846.0
IGF1R,89.0,660.0,179.0,515.0,908.0,883.0,15.0,453.0,744.0,710.0,186.0
IR,130.0,316.0,479.0,209.0,898.0,781.0,105.0,77.0,466.0,960.0,48.0
ITK,768.0,506.0,443.0,134.0,919.0,290.0,367.0,163.0,698.0,133.0,139.0
RSK2,438.0,642.0,481.0,908.0,15.0,777.0,930.0,860.0,939.0,174.0,973.0
Dihydrofolate reductase (DHFR),521.0,209.0,797.0,832.0,300.0,145.0,902.0,755.0,362.0,364.0,728.0
MTOR,518.0,455.0,871.0,164.0,872.0,180.0,881.0,37.0,150.0,825.0,572.0
AKT1,832.0,724.0,705.0,3.0,952.0,59.0,74.0,158.0,4.0,983.0,3.0
AKT2,154.0,356.0,371.0,398.0,998.0,230.0,59.0,305.0,75.0,757.0,165.0
AKT3,166.0,657.0,796.0,664.0,245.0,731.0,708.0,754.0,371.0,283.0,970.0
HDAC1,380.0,102.0,450.0,964.0,126.0,680.0,937.0,590.0,956.0,188.0,948.0
HDAC3,634.0,971.0,947.0,130.0,152.0,546.0,919.0,118.0,120.0,914.0,239.0
IKK,242.0,754.0,521.0,118.0,282.0,861.0,51.0,820.0,159.0,937.0,234.0
PI3Kbeta,696.0,34.0,847.0,369.0,950.0,28.0,75.0,484.0,311.0,299.0,19.0
ERK5,340.0,366.0,471.0,439.0,892.0,96.0,40.0,653.0,599.0,507.0,14.0
BET,585.0,665.0,659.0,234.0,804.0,188.0,95.0,449.0,357.0,591.0,7.0
EIF2A,284.0,166.0,145.0,819.0,107.0,732.0,356.0,937.0,944.0,99.0,365.0
ERBB2,659.0,982.0,363.0,934.0,51.0,894.0,989.0,250.0,763.0,155.0,960.0
ROCK1,580.0,56.0,746.0,118.0,483.0,138.0,125.0,491.0,868.0,94.0,89.0
ROCK2,599.0,304.0,727.0,191.0,345.0,315.0,401.0,900.0,835.0,78.0,374.0
Anthracycline,465.0,806.0,809.0,263.0,253.0,572.0,957.0,129.0,351.0,674.0,820.0
TOP2,408.0,928.0,843.0,582.0,216.0,802.0,842.0,394.0,90.0,522.0,947.0
Pyrimidine antimetabolite,783.0,574.0,829.0,490.0,38.0,434.0,991.0,372.0,689.0,366.0,856.0
DNA crosslinker,763.0,583.0,965.0,130.0,416.0,211.0,972.0,15.0,221.0,841.0,198.0
Microtubule destabiliser,137.0,657.0,725.0,422.0,718.0,460.0,382.0,611.0,153.0,688.0,707.0
SHP-1 (PTPN6),596.0,564.0,659.0,176.0,141.0,973.0,738.0,633.0,374.0,149.0,815.0
SHP-2 (PTPN11),645.0,833.0,626.0,67.0,188.0,995.0,591.0,523.0,335.0,207.0,746.0
AR,434.0,875.0,91.0,726.0,381.0,894.0,261.0,662.0,390.0,762.0,737.0
ARFGAP1,328.0,844.0,807.0,710.0,26.0,813.0,985.0,563.0,496.0,481.0,969.0
ATM,813.0,520.0,462.0,202.0,697.0,222.0,114.0,563.0,171.0,706.0,55.0
PPK,205.0,500.0,364.0,804.0,808.0,565.0,55.0,287.0,649.0,663.0,124.0
FLT1,130.0,533.0,213.0,728.0,983.0,427.0,13.0,539.0,796.0,232.0,246.0
c-FGR,57.0,570.0,712.0,719.0,136.0,660.0,156.0,856.0,357.0,964.0,285.0
GSK3A,886.0,80.0,381.0,237.0,538.0,209.0,144.0,607.0,537.0,468.0,71.0
GSK3B,972.0,117.0,888.0,88.0,62.0,152.0,432.0,853.0,308.0,460.0,44.0
PDGFRA,687.0,436.0,73.0,982.0,641.0,600.0,961.0,204.0,892.0,421.0,886.0
VEGFR2,6.0,182.0,969.0,890.0,206.0,411.0,115.0,844.0,617.0,431.0,267.0
FGFR1,60.0,130.0,315.0,788.0,43.0,870.0,139.0,973.0,802.0,559.0,669.0
TIE2,129.0,179.0,808.0,778.0,594.0,483.0,147.0,824.0,721.0,79.0,222.0
JNK2,705.0,314.0,441.0,409.0,337.0,408.0,558.0,378.0,645.0,907.0,98.0
JNK3,560.0,221.0,657.0,622.0,859.0,93.0,144.0,649.0,269.0,438.0,221.0
FAK,512.0,92.0,421.0,966.0,666.0,227.0,395.0,532.0,895.0,125.0,585.0
FAK2,626.0,301.0,505.0,921.0,961.0,326.0,411.0,221.0,810.0,85.0,458.0
BRD2,574.0,548.0,115.0,985.0,798.0,785.0,221.0,927.0,814.0,10.0,957.0
BRD3,479.0,358.0,324.0,559.0,515.0,538.0,10.0,959.0,280.0,111.0,241.0
BRD4,890.0,956.0,622.0,60.0,125.0,935.0,682.0,128.0,500.0,279.0,98.0
BRDT,984.0,620.0,915.0,78.0,769.0,48.0,162.0,376.0,104.0,418.0,113.0
HDAC2,749.0,764.0,961.0,53.0,596.0,172.0,37.0,380.0,22.0,953.0,4.0
HIF-PH,727.0,819.0,437.0,594.0,265.0,774.0,463.0,343.0,412.0,580.0,611.0
Farnesyl-transferase (FNTA),659.0,508.0,134.0,613.0,54.0,920.0,638.0,974.0,930.0,32.0,776.0
PDK1 (PDPK1),556.0,908.0,31.0,330.0,911.0,472.0,260.0,569.0,563.0,313.0,935.0
not defined,360.0,679.0,594.0,818.0,347.0,702.0,17.0,945.0,271.0,364.0,431.0
XIAP,89.0,537.0,821.0,918.0,131.0,512.0,927.0,485.0,798.0,772.0,796.0
PPARgamma,407.0,551.0,155.0,666.0,104.0,881.0,947.0,560.0,970.0,311.0,943.0
PPARdelta,249.0,433.0,135.0,794.0,47.0,905.0,956.0,782.0,988.0,162.0,988.0
Procaspase-3,425.0,587.0,833.0,199.0,686.0,647.0,554.0,163.0,610.0,306.0,13.0
Procaspase-7,353.0,349.0,665.0,95.0,485.0,552.0,483.0,241.0,760.0,318.0,2.0
PAK1,383.0,208.0,322.0,789.0,24.0,959.0,766.0,938.0,973.0,45.0,965.0
SGK2,469.0,625.0,788.0,811.0,7.0,782.0,993.0,591.0,623.0,477.0,979.0
SGK3,487.0,762.0,903.0,619.0,35.0,553.0,985.0,283.0,336.0,762.0,854.0
SYK,790.0,617.0,917.0,225.0,602.0,225.0,945.0,1.0,406.0,713.0,112.0
Antimetabolite (DNA & RNA),98.0,521.0,572.0,647.0,316.0,911.0,382.0,600.0,571.0,350.0,406.0
SERCA,634.0,573.0,819.0,400.0,71.0,648.0,963.0,455.0,455.0,509.0,946.0
BCL2,979.0,245.0,128.0,26.0,396.0,68.0,679.0,298.0,422.0,871.0,17.0
BCL-XL,958.0,245.0,167.0,215.0,318.0,401.0,825.0,577.0,783.0,507.0,495.0
BCL-W,727.0,64.0,207.0,615.0,112.0,554.0,975.0,884.0,959.0,54.0,945.0
MCL1,467.0,886.0,666.0,433.0,26.0,954.0,973.0,448.0,714.0,284.0,916.0
Retinioic X receptor (RXR) agonist,734.0,98.0,193.0,659.0,59.0,823.0,449.0,950.0,799.0,419.0,927.0
dsDNA break induction,536.0,933.0,946.0,12.0,452.0,775.0,589.0,32.0,139.0,667.0,10.0
BTK,931.0,344.0,711.0,112.0,896.0,146.0,147.0,571.0,151.0,93.0,409.0
HSP90,43.0,708.0,607.0,462.0,520.0,585.0,581.0,286.0,462.0,884.0,906.0
Biguanide agent,47.0,748.0,605.0,788.0,108.0,995.0,614.0,580.0,605.0,515.0,849.0
PDGFRB,55.0,61.0,77.0,266.0,814.0,577.0,5.0,955.0,869.0,697.0,664.0
IKK1,573.0,781.0,863.0,443.0,327.0,615.0,533.0,494.0,101.0,657.0,448.0
IKK2,550.0,521.0,401.0,121.0,913.0,253.0,56.0,274.0,567.0,312.0,5.0
Amyloid beta20,400.0,329.0,36.0,11.0,376.0,979.0,176.0,936.0,613.0,146.0,938.0
Amyloid beta40,200.0,591.0,436.0,57.0,260.0,894.0,83.0,972.0,349.0,530.0,784.0
JAK1,322.0,790.0,609.0,376.0,202.0,922.0,354.0,765.0,754.0,142.0,290.0
JAK2,620.0,198.0,561.0,181.0,978.0,97.0,27.0,281.0,162.0,643.0,11.0
JNK1,885.0,610.0,844.0,411.0,38.0,338.0,977.0,216.0,593.0,736.0,650.0
KSP,212.0,693.0,655.0,737.0,566.0,411.0,719.0,585.0,337.0,468.0,740.0
CDK6,542.0,617.0,752.0,318.0,782.0,237.0,690.0,83.0,309.0,468.0,704.0
p38alpha,495.0,981.0,894.0,572.0,439.0,563.0,927.0,86.0,86.0,682.0,364.0
p38beta,477.0,925.0,808.0,812.0,183.0,359.0,960.0,285.0,117.0,674.0,475.0
PI3K (class 1),877.0,543.0,510.0,67.0,899.0,109.0,33.0,411.0,98.0,706.0,7.0
PI3Kgamma,747.0,234.0,515.0,242.0,932.0,47.0,165.0,343.0,516.0,149.0,5.0
PKCB,810.0,768.0,800.0,383.0,455.0,172.0,539.0,252.0,41.0,919.0,365.0
RSK,466.0,726.0,647.0,365.0,321.0,725.0,318.0,600.0,456.0,172.0,171.0
PI3Kdelta,985.0,425.0,163.0,390.0,951.0,71.0,81.0,496.0,151.0,303.0,193.0
G9a and GLP methyltransferases,498.0,523.0,779.0,208.0,94.0,860.0,606.0,585.0,318.0,580.0,795.0
FLT4,900.0,407.0,326.0,8.0,830.0,185.0,10.0,181.0,381.0,457.0,0.0
AXL,436.0,245.0,306.0,217.0,903.0,417.0,81.0,515.0,892.0,141.0,178.0
NTRK2,119.0,747.0,854.0,847.0,515.0,731.0,690.0,387.0,247.0,414.0,963.0
IRAK1,473.0,671.0,529.0,141.0,833.0,353.0,392.0,769.0,72.0,457.0,183.0
LTK,341.0,857.0,801.0,250.0,289.0,866.0,131.0,801.0,63.0,881.0,189.0
Autophagy inducer,644.0,54.0,105.0,814.0,515.0,246.0,448.0,885.0,623.0,477.0,778.0
TAK1,138.0,709.0,550.0,402.0,467.0,548.0,62.0,760.0,743.0,298.0,99.0
MAP4K2,227.0,97.0,69.0,696.0,786.0,147.0,122.0,698.0,933.0,591.0,237.0
TAK,135.0,238.0,37.0,569.0,864.0,357.0,52.0,656.0,914.0,558.0,275.0
ERK2,177.0,615.0,23.0,589.0,640.0,803.0,49.0,877.0,903.0,168.0,398.0
ERK1,948.0,843.0,712.0,666.0,580.0,253.0,714.0,447.0,118.0,511.0,236.0
HDAC6,206.0,106.0,218.0,981.0,541.0,684.0,387.0,823.0,816.0,282.0,848.0
HDAC8,373.0,975.0,873.0,80.0,663.0,533.0,400.0,124.0,70.0,956.0,22.0
Endothelin-1 receptor (EDNRA),577.0,701.0,156.0,544.0,230.0,855.0,153.0,944.0,446.0,308.0,650.0
BIRC5,172.0,209.0,346.0,956.0,281.0,740.0,901.0,666.0,830.0,283.0,993.0
MDM4,40.0,288.0,92.0,809.0,420.0,929.0,368.0,888.0,881.0,268.0,958.0
HDAC,191.0,846.0,139.0,551.0,71.0,975.0,197.0,943.0,339.0,837.0,842.0
RAR,171.0,881.0,292.0,227.0,247.0,983.0,66.0,899.0,350.0,812.0,290.0
HDAC1-10,235.0,79.0,106.0,750.0,553.0,720.0,404.0,755.0,908.0,248.0,936.0
VEGFR1,841.0,762.0,586.0,28.0,426.0,581.0,49.0,861.0,248.0,680.0,135.0
VEGFR3,559.0,572.0,659.0,52.0,275.0,362.0,329.0,492.0,168.0,851.0,244.0
MEK5,415.0,137.0,50.0,751.0,715.0,145.0,203.0,832.0,897.0,296.0,473.0
MTORC2,776.0,370.0,232.0,695.0,956.0,266.0,72.0,517.0,390.0,378.0,210.0
Angiopoietin-1 receptor,31.0,980.0,256.0,677.0,130.0,964.0,118.0,806.0,93.0,985.0,833.0
JAK3,765.0,903.0,819.0,181.0,532.0,279.0,522.0,160.0,299.0,455.0,18.0
IKKB,296.0,694.0,291.0,471.0,612.0,457.0,218.0,726.0,351.0,576.0,130.0
MAP3K8,569.0,145.0,80.0,861.0,478.0,368.0,173.0,917.0,877.0,411.0,815.0
MPS1,156.0,846.0,340.0,201.0,839.0,744.0,55.0,480.0,508.0,372.0,88.0
EPHB4,539.0,575.0,262.0,486.0,652.0,165.0,632.0,110.0,804.0,744.0,93.0
RNA Polymerase 1,38.0,676.0,243.0,623.0,419.0,924.0,263.0,656.0,638.0,502.0,740.0
PI3Kalpha,956.0,458.0,347.0,146.0,641.0,765.0,620.0,641.0,258.0,81.0,664.0
DAPK3,960.0,517.0,658.0,70.0,587.0,656.0,689.0,518.0,125.0,146.0,519.0
CLK4,700.0,181.0,366.0,446.0,651.0,637.0,427.0,886.0,235.0,81.0,777.0
PIM3,882.0,206.0,326.0,170.0,470.0,935.0,908.0,659.0,510.0,6.0,915.0
HIPK2,900.0,383.0,433.0,241.0,530.0,744.0,465.0,790.0,207.0,101.0,683.0
ALK5,133.0,212.0,149.0,901.0,731.0,217.0,299.0,681.0,840.0,385.0,227.0
TNKS1,670.0,555.0,264.0,389.0,641.0,99.0,260.0,270.0,262.0,963.0,230.0
TNKS2,878.0,614.0,29.0,234.0,790.0,588.0,521.0,55.0,919.0,578.0,774.0
ROCK,358.0,17.0,223.0,693.0,605.0,110.0,210.0,949.0,936.0,86.0,571.0
PYKFYVE,370.0,366.0,134.0,720.0,685.0,222.0,315.0,374.0,884.0,585.0,66.0
DDR1,848.0,176.0,166.0,372.0,730.0,111.0,366.0,771.0,230.0,660.0,583.0
RIPK1,788.0,915.0,80.0,615.0,942.0,547.0,666.0,410.0,56.0,503.0,956.0
CAMK2,342.0,364.0,298.0,417.0,188.0,698.0,441.0,993.0,161.0,336.0,935.0
LXR,28.0,637.0,343.0,994.0,15.0,935.0,862.0,996.0,931.0,202.0,995.0
FXR,161.0,559.0,291.0,804.0,387.0,826.0,606.0,568.0,693.0,448.0,858.0
SIRT1,225.0,754.0,180.0,526.0,171.0,946.0,133.0,965.0,453.0,400.0,829.0
AMPK agonist,153.0,427.0,800.0,640.0,192.0,853.0,749.0,578.0,240.0,664.0,681.0
TOP1,854.0,683.0,724.0,196.0,699.0,497.0,762.0,54.0,257.0,558.0,285.0
Antimetabolite,236.0,815.0,812.0,470.0,421.0,848.0,727.0,103.0,266.0,880.0,617.0
Retinoic acid,253.0,765.0,884.0,312.0,20.0,818.0,750.0,418.0,407.0,853.0,323.0
HDAC inhibitor Class I,123.0,754.0,769.0,467.0,793.0,231.0,347.0,134.0,31.0,969.0,248.0
IIa,301.0,702.0,360.0,659.0,512.0,842.0,897.0,144.0,719.0,605.0,823.0
IIb,700.0,561.0,663.0,681.0,947.0,85.0,595.0,7.0,51.0,980.0,183.0
IV,151.0,228.0,834.0,938.0,275.0,455.0,912.0,360.0,460.0,857.0,702.0
MEK1,132.0,477.0,942.0,918.0,559.0,193.0,629.0,185.0,692.0,640.0,187.0
MEK2,178.0,262.0,788.0,822.0,624.0,215.0,459.0,50.0,819.0,397.0,270.0
PARP1,359.0,883.0,614.0,218.0,485.0,811.0,562.0,190.0,364.0,577.0,459.0
PARP2,332.0,834.0,633.0,269.0,640.0,509.0,446.0,269.0,520.0,324.0,262.0
TEC,730.0,853.0,986.0,671.0,35.0,398.0,948.0,208.0,186.0,709.0,476.0
CRBN,230.0,490.0,455.0,583.0,800.0,439.0,49.0,799.0,238.0,458.0,341.0
CHEK1,466.0,409.0,266.0,595.0,93.0,420.0,789.0,189.0,747.0,830.0,571.0
CHEK2,551.0,734.0,713.0,601.0,410.0,382.0,937.0,77.0,271.0,975.0,863.0
NTRK1,830.0,301.0,854.0,236.0,849.0,43.0,441.0,60.0,46.0,980.0,45.0
NTRK3,289.0,604.0,920.0,901.0,149.0,865.0,917.0,149.0,706.0,635.0,932.0
p38,308.0,345.0,106.0,989.0,370.0,418.0,583.0,669.0,887.0,465.0,870.0
TBK1,146.0,47.0,53.0,669.0,912.0,255.0,9.0,826.0,725.0,679.0,495.0
DNAPK,920.0,406.0,706.0,458.0,187.0,436.0,901.0,178.0,645.0,608.0,388.0
PIM1,513.0,833.0,765.0,236.0,343.0,552.0,710.0,114.0,401.0,713.0,234.0
JNK,858.0,643.0,515.0,130.0,631.0,247.0,385.0,169.0,89.0,912.0,100.0
WEE1,247.0,212.0,303.0,493.0,319.0,916.0,177.0,888.0,973.0,43.0,489.0
MDM2,272.0,691.0,826.0,140.0,976.0,231.0,183.0,62.0,260.0,738.0,0.0
FGFR3,9.0,289.0,87.0,869.0,16.0,989.0,244.0,998.0,955.0,700.0,996.0
PI3K (Class 1),352.0,279.0,531.0,838.0,615.0,429.0,791.0,522.0,647.0,403.0,799.0
PPM1D,286.0,448.0,712.0,527.0,796.0,438.0,150.0,627.0,159.0,586.0,501.0
RAC1,130.0,759.0,792.0,766.0,88.0,646.0,940.0,750.0,302.0,401.0,923.0
RAC2,667.0,900.0,638.0,173.0,609.0,472.0,788.0,346.0,189.0,321.0,494.0
RAC3,140.0,657.0,911.0,691.0,112.0,657.0,915.0,761.0,265.0,476.0,825.0
S6K1,102.0,655.0,984.0,514.0,230.0,610.0,760.0,159.0,264.0,825.0,74.0
LOK,821.0,839.0,969.0,141.0,546.0,64.0,807.0,22.0,192.0,930.0,80.0
TRCB,576.0,347.0,639.0,80.0,586.0,133.0,260.0,55.0,370.0,911.0,50.0
ABL(T315I),36.0,513.0,863.0,807.0,266.0,148.0,287.0,687.0,553.0,474.0,245.0
ADCK4,89.0,337.0,297.0,337.0,534.0,849.0,66.0,686.0,582.0,867.0,296.0
BRSK2,126.0,745.0,964.0,733.0,34.0,968.0,757.0,918.0,507.0,324.0,284.0
MARK4,253.0,844.0,899.0,611.0,539.0,920.0,595.0,120.0,276.0,401.0,119.0
PRKCD,44.0,171.0,830.0,592.0,14.0,960.0,484.0,991.0,651.0,323.0,758.0
SPRK1,52.0,788.0,619.0,832.0,24.0,951.0,318.0,944.0,421.0,525.0,798.0
MAPK7,855.0,945.0,661.0,155.0,41.0,891.0,906.0,451.0,458.0,490.0,624.0
ATR,137.0,824.0,795.0,520.0,622.0,773.0,142.0,632.0,137.0,445.0,204.0
ALK4,185.0,204.0,885.0,113.0,261.0,247.0,152.0,845.0,279.0,906.0,119.0
ESR1,290.0,824.0,84.0,348.0,356.0,840.0,74.0,623.0,420.0,936.0,530.0
EGLN1,932.0,344.0,323.0,102.0,421.0,317.0,358.0,501.0,183.0,873.0,571.0
RNA helicase A,593.0,482.0,257.0,167.0,577.0,787.0,107.0,766.0,349.0,664.0,761.0
Induces reactive oxygen species,632.0,448.0,637.0,749.0,361.0,459.0,432.0,819.0,350.0,326.0,720.0
NAMPT,899.0,778.0,948.0,515.0,89.0,370.0,978.0,248.0,351.0,270.0,887.0
TRAIL receptor agonist,518.0,244.0,926.0,340.0,892.0,22.0,283.0,144.0,58.0,964.0,70.0
L3MBTL3,479.0,816.0,683.0,764.0,582.0,375.0,565.0,419.0,90.0,950.0,688.0
DOT1L,766.0,333.0,231.0,399.0,596.0,256.0,240.0,769.0,219.0,645.0,463.0
DNA alkylating agent,230.0,619.0,742.0,511.0,229.0,797.0,504.0,494.0,251.0,670.0,439.0
NAE,507.0,908.0,945.0,310.0,307.0,469.0,781.0,134.0,111.0,883.0,307.0
